REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	SITE MANAGER	JASON DVORAK	78759MDYNT11705	3M CO - AUSTIN RESEARCH BOULEVARD SITE	11705 RESEARCH BLVD	AUSTIN	TRAVIS	TX	78759	3M CO - AUSTIN RESEARCH BOULEVARD SITE	11705 RESEARCH BLVD	AUSTIN	TX		78759	YES	NO	NO	NO	MICHAEL D. GARCIA, P.E., CSP	5129841800	3825	3661						334515						30.419577	-97.746551	112559018								3M CO	006173082	NO		
2011	PLANT MANAGER	MIKE TITTLE	76804MCMPNCAMPB	3M CO - BROWNWOOD	4501 HWY 377 S	BROWNWOOD	BROWN	TX	76801	3M CO - BROWNWOOD	4501 HWY 377 S	BROWNWOOD	TX		76801	YES	NO	NO	NO	MIKE TITTLE	3256463551	3081							326113	327212					31.67028	-98.99996	001806868								3M CO	006173082	NO	EPCRA@MMM.COM	
2011	PRESIDENT		78213CLMBN5005W	900 GLOBAL LLC	5005 W AVE	SAN ANTONIO	BEXAR	TX	78213	900 GLOBAL LLC	5005 W AVE	SAN ANTONIO	TX		78213	YES	NO	NO	NO	MIKE SELLERS	2103944079	3949							339920						29.512505	-98.52566	802271952										NO	MIKES@900GLOBAL.COM	
2011	OWNER	DAVE WILLIAMSON	75229BLMNM11165	A & B ALUMINUM & BRASS FOUNDRY	11165 DENTON DR	DALLAS	DALLAS	TX	75229	A & B ALUMINUM & BRASS FOUNDRY	11165 DENTON DR	DALLAS	TX		75229	YES	NO	NO	NO	DAVE WILLIAMSON	9722473579								331528						32.88794	-96.88598											NO	DWILLIAMSON@ABFOUNDRYONLINE.COM	
2011	VICE PRESIDENT TECHNICAL SERVICE	THOMAS HYMAN	75041BRTCX3217W	A BRITE CO	3217 WOOD DR	GARLAND	DALLAS	TX	75041	A BRITE CO	3217 WOOD DR	GARLAND	TX		75041	YES	NO	NO	NO	STEVEN K. MOUNCE	9728623911	5169							325188						32.886735	-96.677929	072758733										NO	STEVE@MOUNCE.NET	
2011	VICE PRESIDENT TECHNICAL SERVICE	THOMAS HYMAN	75041BRTCX3217W	A BRITE CO	3217 WOOD DR	GARLAND	DALLAS	TX	75041	A BRITE CO	3217 WOOD DR	GARLAND	TX		75041	YES	NO	NO	NO	STEVEN K. MOUNCE	9728623911	5169							325188						32.886735	-96.677929	072758733										NO	STEVE@MOUNCE.NET	
2011	VP TECHNICAL SERVICES	MICHAEL REKHELMAN	75050BCCMP1102A	ABC COMPOUNDING CO OF TEXAS INC	1102 AVE J E	GRAND PRAIRIE	TARRANT	TX	75050	ABC COMPOUNDING CO OF TEXAS INC	1102 AVE J E	GRAND PRAIRIE	TX		75050	YES	NO	NO	NO	MICHAEL REKHELMAN	6788332105	2842							325612						32.766847	-97.048748	026219253								ABC COMPOUNDING CO INC		NO	MICHAEL@ABCCOMPOUNDING.COM	
2011	VP TECHNICAL SERVICES	MICHAEL REKHELMAN	75050BCCMP1102A	ABC COMPOUNDING CO OF TEXAS INC	1102 AVE J E	GRAND PRAIRIE	TARRANT	TX	75050	ABC COMPOUNDING CO OF TEXAS INC	1102 AVE J E	GRAND PRAIRIE	TX		75050	YES	NO	NO	NO	MICHAEL REKHELMAN	6788332105	2842							325612						32.766847	-97.048748	026219253								ABC COMPOUNDING CO INC		NO	MICHAEL@ABCCOMPOUNDING.COM	
2011	PRESIDENT	STEPHEN CANSLER	7707WCCSSC7322S	ACCESS CHEMICAL & SERVICES LLC	7322 SW FWY	HOUSTON	HARRIS	TX	77074	ACCESS CHEMICAL & SERVICES LLC	7322 SW FWY	HOUSTON	TX		77074	YES	NO	NO	NO	DENNIS DICKSON	7132707215								424690						0	0											NO	DBDICKSON1@AOL.COM	
2011	CERTIFYING OFFICIAL	GARTH TAYLER	76202CMBRC220ED	ACME BRICK CO - DENTON PLANT	220 E DANIELS	DENTON	DENTON	TX	76205	ACME BRICK CO - DENTON PLANT	3024 ACME BRICK PLAZA	FORT WORTH	TX		76109	YES	NO	NO	NO	DONNIE PRETTY	8178708367	3251							327121						33.185961	-97.136665	008018772								BERKSHIRE HATHAWAY	008018772	NO	DPRETTY@BRICK.COM	
2011	CERTIFYING OFFICIAL	GARTH TAYLER	76202CMBRC220ED	ACME BRICK CO - DENTON PLANT	220 E DANIELS	DENTON	DENTON	TX	76205	ACME BRICK CO - DENTON PLANT	3024 ACME BRICK PLAZA	FORT WORTH	TX		76109	YES	NO	NO	NO	DONNIE PRETTY	8178708367	3251							327121						33.185961	-97.136665	008018772								BERKSHIRE HATHAWAY	008018772	NO	DPRETTY@BRICK.COM	
2011	CERTIFYING OFFICIAL	GARTH TAYLER	76202CMBRC220ED	ACME BRICK CO - DENTON PLANT	220 E DANIELS	DENTON	DENTON	TX	76205	ACME BRICK CO - DENTON PLANT	3024 ACME BRICK PLAZA	FORT WORTH	TX		76109	YES	NO	NO	NO	DONNIE PRETTY	8178708367	3251							327121						33.185961	-97.136665	008018772								BERKSHIRE HATHAWAY	008018772	NO	DPRETTY@BRICK.COM	
2011	CERTIFYING OFFICIAL	GARTH TAYLER	78621CMBRCRTE2	ACME BRICK CO - ELGIN PLANT	RT 5, BOX 89	ELGIN	BASTROP	TX	78621	ACME BRICK CO - ELGIN PLANT	3024 ACME BRICK PLAZA	FORT WORTH	TX		76109	YES	NO	NO	NO	DONNIE PRETTY	8173324101	3251							327121						30.3204	-97.29607	008018772								BERKSHIRE HATHAWAY	008018772	NO	DPRETTY@BRICK.COM	
2011	CERTIFYING OFFICIAL	GARTH TAYLER	78621CMBRCRTE2	ACME BRICK CO - ELGIN PLANT	RT 5, BOX 89	ELGIN	BASTROP	TX	78621	ACME BRICK CO - ELGIN PLANT	3024 ACME BRICK PLAZA	FORT WORTH	TX		76109	YES	NO	NO	NO	DONNIE PRETTY	8173324101	3251							327121						30.3204	-97.29607	008018772								BERKSHIRE HATHAWAY	008018772	NO	DPRETTY@BRICK.COM	
2011	CERTIFYING OFFICIAL	GARTH TAYLER	78621CMBRCRTE2	ACME BRICK CO - ELGIN PLANT	RT 5, BOX 89	ELGIN	BASTROP	TX	78621	ACME BRICK CO - ELGIN PLANT	3024 ACME BRICK PLAZA	FORT WORTH	TX		76109	YES	NO	NO	NO	DONNIE PRETTY	8173324101	3251							327121						30.3204	-97.29607	008018772								BERKSHIRE HATHAWAY	008018772	NO	DPRETTY@BRICK.COM	
2011	CERTIFYING OFFICIAL	GARTH TAYLER	78621CMBRCRTE2	ACME BRICK CO - ELGIN PLANT	RT 5, BOX 89	ELGIN	BASTROP	TX	78621	ACME BRICK CO - ELGIN PLANT	3024 ACME BRICK PLAZA	FORT WORTH	TX		76109	YES	NO	NO	NO	DONNIE PRETTY	8173324101	3251							327121						30.3204	-97.29607	008018772								BERKSHIRE HATHAWAY	008018772	NO	DPRETTY@BRICK.COM	
2011	CERTIFYING OFFICIAL	GARTH TAYLER	78621CMBRCRTE2	ACME BRICK CO - ELGIN PLANT	RT 5, BOX 89	ELGIN	BASTROP	TX	78621	ACME BRICK CO - ELGIN PLANT	3024 ACME BRICK PLAZA	FORT WORTH	TX		76109	YES	NO	NO	NO	DONNIE PRETTY	8173324101	3251							327121						30.3204	-97.29607	008018772								BERKSHIRE HATHAWAY	008018772	NO	DPRETTY@BRICK.COM	
2011	CERTIFYING OFFICIAL	GARTH TAYLER	77474CMBRC562PE	ACME BRICK CO - SAN FELIPE PLANT	6005 PETER SAN FELIPE RD	SEALY	AUSTIN	TX	77474	ACME BRICK CO - SAN FELIPE PLANT	3024 ACM BRICK PLAZA	FORT WORTH	TX		76109	YES	NO	NO	NO	DONNIE PRETTY	8173324101	3251							327121						29.82548	-96.13807	008018772								BERKSHIRE HATHAWAY	008018772	NO	DPRETTY@BRICK.COM	
2011	CERTIFYING OFFICIAL	GARTH TAYLER	77474CMBRC562PE	ACME BRICK CO - SAN FELIPE PLANT	6005 PETER SAN FELIPE RD	SEALY	AUSTIN	TX	77474	ACME BRICK CO - SAN FELIPE PLANT	3024 ACM BRICK PLAZA	FORT WORTH	TX		76109	YES	NO	NO	NO	DONNIE PRETTY	8173324101	3251							327121						29.82548	-96.13807	008018772								BERKSHIRE HATHAWAY	008018772	NO	DPRETTY@BRICK.COM	
2011	CERTIFYING OFFICIAL	GARTH TAYLER	77474CMBRC562PE	ACME BRICK CO - SAN FELIPE PLANT	6005 PETER SAN FELIPE RD	SEALY	AUSTIN	TX	77474	ACME BRICK CO - SAN FELIPE PLANT	3024 ACM BRICK PLAZA	FORT WORTH	TX		76109	YES	NO	NO	NO	DONNIE PRETTY	8173324101	3251							327121						29.82548	-96.13807	008018772								BERKSHIRE HATHAWAY	008018772	NO	DPRETTY@BRICK.COM	
2011	CERTIFYING OFFICIAL	GARTH TAYLER	75148TXSCLWBART	ACME BRICK CO TEXAS CLAY	700 W BARTLETT	MALAKOFF	HENDERSON	TX	75148	ACME BRICK CO TEXAS CLAY	3024 ACME BRICK PLAZA	FORT WORTH	TX		76109	YES	NO	NO	NO	DONNIE PRETTY	8173324101	3251							327121						32.16651	-96.01788	008018772								BERKSHIRE HATHAWAY	008018772	NO	DPRETTY@BRICK.COM	
2011	CERTIFYING OFFICIAL	GARTH TAYLER	75148TXSCLWBART	ACME BRICK CO TEXAS CLAY	700 W BARTLETT	MALAKOFF	HENDERSON	TX	75148	ACME BRICK CO TEXAS CLAY	3024 ACME BRICK PLAZA	FORT WORTH	TX		76109	YES	NO	NO	NO	DONNIE PRETTY	8173324101	3251							327121						32.16651	-96.01788	008018772								BERKSHIRE HATHAWAY	008018772	NO	DPRETTY@BRICK.COM	
2011	QUALITY MANAGER	BLANCA GONZALEZ	77053CSSPR14211	ACS INDUSTRIES LP	14211 INDUSTRY RD	HOUSTON	HARRIS	TX	77053	ACS INDUSTRIES LP	14211 INDUSTRY RD	HOUSTON	TX		77053	YES	NO	NO	NO	PETER BOTVIN	7134340934								333999						29.602311	-95.426238	053959706										NO	PBOTVIN@ACSIND.COM	
2011	QUALITY MANAGER	BLANCA GONZALEZ	77053CSSPR14211	ACS INDUSTRIES LP	14211 INDUSTRY RD	HOUSTON	HARRIS	TX	77053	ACS INDUSTRIES LP	14211 INDUSTRY RD	HOUSTON	TX		77053	YES	NO	NO	NO	PETER BOTVIN	7134340934								333999						29.602311	-95.426238	053959706										NO	PBOTVIN@ACSIND.COM	
2011	QUALITY MANAGER	BLANCA GONZALEZ	77053CSSPR14211	ACS INDUSTRIES LP	14211 INDUSTRY RD	HOUSTON	HARRIS	TX	77053	ACS INDUSTRIES LP	14211 INDUSTRY RD	HOUSTON	TX		77053	YES	NO	NO	NO	PETER BOTVIN	7134340934								333999						29.602311	-95.426238	053959706										NO	PBOTVIN@ACSIND.COM	
2011	QUALITY MANAGER	BLANCA GONZALEZ	77053CSSPR14211	ACS INDUSTRIES LP	14211 INDUSTRY RD	HOUSTON	HARRIS	TX	77053	ACS INDUSTRIES LP	14211 INDUSTRY RD	HOUSTON	TX		77053	YES	NO	NO	NO	PETER BOTVIN	7134340934								333999						29.602311	-95.426238	053959706										NO	PBOTVIN@ACSIND.COM	
2011	QUALITY MANAGER	BLANCA GONZALEZ	77053CSSPR14211	ACS INDUSTRIES LP	14211 INDUSTRY RD	HOUSTON	HARRIS	TX	77053	ACS INDUSTRIES LP	14211 INDUSTRY RD	HOUSTON	TX		77053	YES	NO	NO	NO	PETER BOTVIN	7134340934								333999						29.602311	-95.426238	053959706										NO	PBOTVIN@ACSIND.COM	
2011	QUALITY MANAGER	BLANCA GONZALEZ	77053CSSPR14211	ACS INDUSTRIES LP	14211 INDUSTRY RD	HOUSTON	HARRIS	TX	77053	ACS INDUSTRIES LP	14211 INDUSTRY RD	HOUSTON	TX		77053	YES	NO	NO	NO	PETER BOTVIN	7134340934								333999						29.602311	-95.426238	053959706										NO	PBOTVIN@ACSIND.COM	
2011	DIVISION ENVIRONMENTAL MANAGER	JOSEPH PORTER	79045MRMNM401PR	ADM ALLIANCE NUTRITION INC	3730 PROGRESSIVE RD	HEREFORD	DEAF SMITH	TX	79045	ADM ALLIANCE NUTRITION INC	3730 PROGRESSIVE RD	HEREFORD	TX		79045	YES	NO	NO	NO	ELOY MARQUEZ	8063645211	2048							311119						34.823556	-102.3703	849684428								ARCHER DANIELS MIDLAND CO	001307586	NO	ELOY.MARQUEZ@ADM.COM	
2011	DIVISION ENVIRONMENTAL MANAGER	JOSEPH PORTER	79045MRMNM401PR	ADM ALLIANCE NUTRITION INC	3730 PROGRESSIVE RD	HEREFORD	DEAF SMITH	TX	79045	ADM ALLIANCE NUTRITION INC	3730 PROGRESSIVE RD	HEREFORD	TX		79045	YES	NO	NO	NO	ELOY MARQUEZ	8063645211	2048							311119						34.823556	-102.3703	849684428								ARCHER DANIELS MIDLAND CO	001307586	NO	ELOY.MARQUEZ@ADM.COM	
2011	ENVIRONMENTAL SPECIALIST	JAMES TYLER	76442MRMNMMOORM	ADM ALLIANCE NUTRITION INC	508 MOORMAN RD	COMANCHE	COMANCHE	TX	76442	ADM ALLIANCE NUTRITION INC	PO BOX 950	COMANCHE	TX		76442	YES	NO	NO	NO	BRENDA EASLEY	3253562511	2048							311119						31.89827	-98.61963	849684428								ARCHER DANIELS MIDLAND CO	001307586	NO	BRENDA.EASLEY@ADM.COM	
2011	DIVISION ENVIRONMENTAL MANAGER	JOSEPH PORTER	79045MRMNM401PR	ADM ALLIANCE NUTRITION INC	3730 PROGRESSIVE RD	HEREFORD	DEAF SMITH	TX	79045	ADM ALLIANCE NUTRITION INC	3730 PROGRESSIVE RD	HEREFORD	TX		79045	YES	NO	NO	NO	ELOY MARQUEZ	8063645211	2048							311119						34.823556	-102.3703	849684428								ARCHER DANIELS MIDLAND CO	001307586	NO	ELOY.MARQUEZ@ADM.COM	
2011	ENVIRONMENTAL SPECIALIST	JAMES TYLER	76442MRMNMMOORM	ADM ALLIANCE NUTRITION INC	508 MOORMAN RD	COMANCHE	COMANCHE	TX	76442	ADM ALLIANCE NUTRITION INC	PO BOX 950	COMANCHE	TX		76442	YES	NO	NO	NO	BRENDA EASLEY	3253562511	2048							311119						31.89827	-98.61963	849684428								ARCHER DANIELS MIDLAND CO	001307586	NO	BRENDA.EASLEY@ADM.COM	
2011	ENVIRONMENTAL SPECIALIST	JAMES TYLER	76442MRMNMMOORM	ADM ALLIANCE NUTRITION INC	508 MOORMAN RD	COMANCHE	COMANCHE	TX	76442	ADM ALLIANCE NUTRITION INC	PO BOX 950	COMANCHE	TX		76442	YES	NO	NO	NO	BRENDA EASLEY	3253562511	2048							311119						31.89827	-98.61963	849684428								ARCHER DANIELS MIDLAND CO	001307586	NO	BRENDA.EASLEY@ADM.COM	
2011	DIVISION ENVIRONMENTAL MANAGER	JOSEPH PORTER	79045MRMNM401PR	ADM ALLIANCE NUTRITION INC	3730 PROGRESSIVE RD	HEREFORD	DEAF SMITH	TX	79045	ADM ALLIANCE NUTRITION INC	3730 PROGRESSIVE RD	HEREFORD	TX		79045	YES	NO	NO	NO	ELOY MARQUEZ	8063645211	2048							311119						34.823556	-102.3703	849684428								ARCHER DANIELS MIDLAND CO	001307586	NO	ELOY.MARQUEZ@ADM.COM	
2011	FACILITY MANAGER	MICHAEL HEMMI	77520DVNCD5501B	ADVANCED AROMATICS LLC	5501 BAKER RD	BAYTOWN	HARRIS	TX	77520	ADVANCED AROMATICS LLC	5501 BAKER RD	BAYTOWN	TX		77520	YES	NO	NO	NO	MIKE HEMMI	2814244505	2869							325199						29.769488	-95.025304									MONUMENT CHEMICALS	829517577	NO	MHEMMI@ADVANCEDAROMATICS.COM	
2011	FACILITY MANAGER	MICHAEL HEMMI	77520DVNCD5501B	ADVANCED AROMATICS LLC	5501 BAKER RD	BAYTOWN	HARRIS	TX	77520	ADVANCED AROMATICS LLC	5501 BAKER RD	BAYTOWN	TX		77520	YES	NO	NO	NO	MIKE HEMMI	2814244505	2869							325199						29.769488	-95.025304									MONUMENT CHEMICALS	829517577	NO	MHEMMI@ADVANCEDAROMATICS.COM	
2011	FACILITY MANAGER	MICHAEL HEMMI	77520DVNCD5501B	ADVANCED AROMATICS LLC	5501 BAKER RD	BAYTOWN	HARRIS	TX	77520	ADVANCED AROMATICS LLC	5501 BAKER RD	BAYTOWN	TX		77520	YES	NO	NO	NO	MIKE HEMMI	2814244505	2869							325199						29.769488	-95.025304									MONUMENT CHEMICALS	829517577	NO	MHEMMI@ADVANCEDAROMATICS.COM	
2011	FACILITY MANAGER	MICHAEL HEMMI	77520DVNCD5501B	ADVANCED AROMATICS LLC	5501 BAKER RD	BAYTOWN	HARRIS	TX	77520	ADVANCED AROMATICS LLC	5501 BAKER RD	BAYTOWN	TX		77520	YES	NO	NO	NO	MIKE HEMMI	2814244505	2869							325199						29.769488	-95.025304									MONUMENT CHEMICALS	829517577	NO	MHEMMI@ADVANCEDAROMATICS.COM	
2011	FACILITY MANAGER	MICHAEL HEMMI	77520DVNCD5501B	ADVANCED AROMATICS LLC	5501 BAKER RD	BAYTOWN	HARRIS	TX	77520	ADVANCED AROMATICS LLC	5501 BAKER RD	BAYTOWN	TX		77520	YES	NO	NO	NO	MIKE HEMMI	2814244505	2869							325199						29.769488	-95.025304									MONUMENT CHEMICALS	829517577	NO	MHEMMI@ADVANCEDAROMATICS.COM	
2011	FACILITY MANAGER	MICHAEL HEMMI	77520DVNCD5501B	ADVANCED AROMATICS LLC	5501 BAKER RD	BAYTOWN	HARRIS	TX	77520	ADVANCED AROMATICS LLC	5501 BAKER RD	BAYTOWN	TX		77520	YES	NO	NO	NO	MIKE HEMMI	2814244505	2869							325199						29.769488	-95.025304									MONUMENT CHEMICALS	829517577	NO	MHEMMI@ADVANCEDAROMATICS.COM	
2011	FACILITY MANAGER	MICHAEL HEMMI	77520DVNCD5501B	ADVANCED AROMATICS LLC	5501 BAKER RD	BAYTOWN	HARRIS	TX	77520	ADVANCED AROMATICS LLC	5501 BAKER RD	BAYTOWN	TX		77520	YES	NO	NO	NO	MIKE HEMMI	2814244505	2869							325199						29.769488	-95.025304									MONUMENT CHEMICALS	829517577	NO	MHEMMI@ADVANCEDAROMATICS.COM	
2011	FACILITY MANAGER	MICHAEL HEMMI	77520DVNCD5501B	ADVANCED AROMATICS LLC	5501 BAKER RD	BAYTOWN	HARRIS	TX	77520	ADVANCED AROMATICS LLC	5501 BAKER RD	BAYTOWN	TX		77520	YES	NO	NO	NO	MIKE HEMMI	2814244505	2869							325199						29.769488	-95.025304									MONUMENT CHEMICALS	829517577	NO	MHEMMI@ADVANCEDAROMATICS.COM	
2011	FACILITY MANAGER	MICHAEL HEMMI	77520DVNCD5501B	ADVANCED AROMATICS LLC	5501 BAKER RD	BAYTOWN	HARRIS	TX	77520	ADVANCED AROMATICS LLC	5501 BAKER RD	BAYTOWN	TX		77520	YES	NO	NO	NO	MIKE HEMMI	2814244505	2869							325199						29.769488	-95.025304									MONUMENT CHEMICALS	829517577	NO	MHEMMI@ADVANCEDAROMATICS.COM	
2011	FACILITY MANAGER	MICHAEL HEMMI	77520DVNCD5501B	ADVANCED AROMATICS LLC	5501 BAKER RD	BAYTOWN	HARRIS	TX	77520	ADVANCED AROMATICS LLC	5501 BAKER RD	BAYTOWN	TX		77520	YES	NO	NO	NO	MIKE HEMMI	2814244505	2869							325199						29.769488	-95.025304									MONUMENT CHEMICALS	829517577	NO	MHEMMI@ADVANCEDAROMATICS.COM	
2011	FACILITY MANAGER	MICHAEL HEMMI	77520DVNCD5501B	ADVANCED AROMATICS LLC	5501 BAKER RD	BAYTOWN	HARRIS	TX	77520	ADVANCED AROMATICS LLC	5501 BAKER RD	BAYTOWN	TX		77520	YES	NO	NO	NO	MIKE HEMMI	2814244505	2869							325199						29.769488	-95.025304									MONUMENT CHEMICALS	829517577	NO	MHEMMI@ADVANCEDAROMATICS.COM	
2011	REGULATORY OFFICER	DAVID BIRDSONG	76118DVNCC7101B	ADVANCED CHEMICAL LOGISTICS	7101 BURNS ST	RICHLAND HILLS	TARRANT	TX	76118	ADVANCED CHEMICAL LOGISTICS	7101 BURNS ST	RICHLAND HILLS	TX		76118	YES	NO	NO	NO	DAVID BIRDSONG	8175908140	5169							424690						32.79566	-97.22982	150722911								ADVANCED CHEMICAL LOGISTICS	150722911	NO	DBIRDSONG@ACLCHEMICAL.COM	
2011	REGULATORY OFFICER	DAVID BIRDSONG	76118DVNCC7101B	ADVANCED CHEMICAL LOGISTICS	7101 BURNS ST	RICHLAND HILLS	TARRANT	TX	76118	ADVANCED CHEMICAL LOGISTICS	7101 BURNS ST	RICHLAND HILLS	TX		76118	YES	NO	NO	NO	DAVID BIRDSONG	8175908140	5169							424690						32.79566	-97.22982	150722911								ADVANCED CHEMICAL LOGISTICS	150722911	NO	DBIRDSONG@ACLCHEMICAL.COM	
2011	REGULATORY OFFICER	DAVID BIRDSONG	76118DVNCC7101B	ADVANCED CHEMICAL LOGISTICS	7101 BURNS ST	RICHLAND HILLS	TARRANT	TX	76118	ADVANCED CHEMICAL LOGISTICS	7101 BURNS ST	RICHLAND HILLS	TX		76118	YES	NO	NO	NO	DAVID BIRDSONG	8175908140	5169							424690						32.79566	-97.22982	150722911								ADVANCED CHEMICAL LOGISTICS	150722911	NO	DBIRDSONG@ACLCHEMICAL.COM	
