REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	VP - CFO	LENORA KRIELOW	70525BLNTR124HW	ABL ENTERPRISES LLC	1024 HWY 343	CHURCH POINT	ACADIA	LA	70525	ABL ENTERPRISES LLC	PO BOX 850	SCOTT	LA		70583	YES	NO	NO	NO	LENORA KRIELOW	3376684800								332812						30.321111	-92.140833											NO	LKRIELOW@ABLINDUSTRIES.ORG	
2011	SENIOR VICE PRESIDENT	SHEILA GLESMANN	7101WDCRBN21RED	ADA CARBON SOLUTIONS (RED RIVER) LLC	201 RED RIVER MINE RD	COUSHATTA	RED RIVER	LA	71019	ADA CARBON SOLUTIONS (RED RIVER) LLC	8100 SOUTHPARK WAY, UNIT A-2	LITTLETON	CO		80120	YES	NO	NO	NO	BRIAN H SMITH	3187590166								325998						32.005405	-93.387829									ADA CARBON SOLUTIONS LLC	833125011	NO	BRIAN.SMITH@ADA-CS.COM	
2011	SENIOR VICE PRESIDENT	SHEILA GLESMANN	7101WDCRBN21RED	ADA CARBON SOLUTIONS (RED RIVER) LLC	201 RED RIVER MINE RD	COUSHATTA	RED RIVER	LA	71019	ADA CARBON SOLUTIONS (RED RIVER) LLC	8100 SOUTHPARK WAY, UNIT A-2	LITTLETON	CO		80120	YES	NO	NO	NO	BRIAN H SMITH	3187590166								325998						32.005405	-93.387829									ADA CARBON SOLUTIONS LLC	833125011	NO	BRIAN.SMITH@ADA-CS.COM	
2011	SENIOR VICE PRESIDENT	SHEILA GLESMANN	7101WDCRBN21RED	ADA CARBON SOLUTIONS (RED RIVER) LLC	201 RED RIVER MINE RD	COUSHATTA	RED RIVER	LA	71019	ADA CARBON SOLUTIONS (RED RIVER) LLC	8100 SOUTHPARK WAY, UNIT A-2	LITTLETON	CO		80120	YES	NO	NO	NO	BRIAN H SMITH	3187590166								325998						32.005405	-93.387829									ADA CARBON SOLUTIONS LLC	833125011	NO	BRIAN.SMITH@ADA-CS.COM	
2011	SENIOR VICE PRESIDENT	SHEILA GLESMANN	7101WDCRBN21RED	ADA CARBON SOLUTIONS (RED RIVER) LLC	201 RED RIVER MINE RD	COUSHATTA	RED RIVER	LA	71019	ADA CARBON SOLUTIONS (RED RIVER) LLC	8100 SOUTHPARK WAY, UNIT A-2	LITTLETON	CO		80120	YES	NO	NO	NO	BRIAN H SMITH	3187590166								325998						32.005405	-93.387829									ADA CARBON SOLUTIONS LLC	833125011	NO	BRIAN.SMITH@ADA-CS.COM	
2011	SENIOR VICE PRESIDENT	SHEILA GLESMANN	7101WDCRBN21RED	ADA CARBON SOLUTIONS (RED RIVER) LLC	201 RED RIVER MINE RD	COUSHATTA	RED RIVER	LA	71019	ADA CARBON SOLUTIONS (RED RIVER) LLC	8100 SOUTHPARK WAY, UNIT A-2	LITTLETON	CO		80120	YES	NO	NO	NO	BRIAN H SMITH	3187590166								325998						32.005405	-93.387829									ADA CARBON SOLUTIONS LLC	833125011	NO	BRIAN.SMITH@ADA-CS.COM	
2011	SENIOR VICE PRESIDENT	SHEILA GLESMANN	7101WDCRBN21RED	ADA CARBON SOLUTIONS (RED RIVER) LLC	201 RED RIVER MINE RD	COUSHATTA	RED RIVER	LA	71019	ADA CARBON SOLUTIONS (RED RIVER) LLC	8100 SOUTHPARK WAY, UNIT A-2	LITTLETON	CO		80120	YES	NO	NO	NO	BRIAN H SMITH	3187590166								325998						32.005405	-93.387829									ADA CARBON SOLUTIONS LLC	833125011	NO	BRIAN.SMITH@ADA-CS.COM	
2011	SENIOR VICE PRESIDENT	SHEILA GLESMANN	7101WDCRBN21RED	ADA CARBON SOLUTIONS (RED RIVER) LLC	201 RED RIVER MINE RD	COUSHATTA	RED RIVER	LA	71019	ADA CARBON SOLUTIONS (RED RIVER) LLC	8100 SOUTHPARK WAY, UNIT A-2	LITTLETON	CO		80120	YES	NO	NO	NO	BRIAN H SMITH	3187590166								325998						32.005405	-93.387829									ADA CARBON SOLUTIONS LLC	833125011	NO	BRIAN.SMITH@ADA-CS.COM	
2011	SENIOR VICE PRESIDENT	SHEILA GLESMANN	7101WDCRBN21RED	ADA CARBON SOLUTIONS (RED RIVER) LLC	201 RED RIVER MINE RD	COUSHATTA	RED RIVER	LA	71019	ADA CARBON SOLUTIONS (RED RIVER) LLC	8100 SOUTHPARK WAY, UNIT A-2	LITTLETON	CO		80120	YES	NO	NO	NO	BRIAN H SMITH	3187590166								325998						32.005405	-93.387829									ADA CARBON SOLUTIONS LLC	833125011	NO	BRIAN.SMITH@ADA-CS.COM	
2011	SENIOR VICE PRESIDENT	SHEILA GLESMANN	7101WDCRBN21RED	ADA CARBON SOLUTIONS (RED RIVER) LLC	201 RED RIVER MINE RD	COUSHATTA	RED RIVER	LA	71019	ADA CARBON SOLUTIONS (RED RIVER) LLC	8100 SOUTHPARK WAY, UNIT A-2	LITTLETON	CO		80120	YES	NO	NO	NO	BRIAN H SMITH	3187590166								325998						32.005405	-93.387829									ADA CARBON SOLUTIONS LLC	833125011	NO	BRIAN.SMITH@ADA-CS.COM	
2011	SENIOR VICE PRESIDENT	SHEILA GLESMANN	7101WDCRBN21RED	ADA CARBON SOLUTIONS (RED RIVER) LLC	201 RED RIVER MINE RD	COUSHATTA	RED RIVER	LA	71019	ADA CARBON SOLUTIONS (RED RIVER) LLC	8100 SOUTHPARK WAY, UNIT A-2	LITTLETON	CO		80120	YES	NO	NO	NO	BRIAN H SMITH	3187590166								325998						32.005405	-93.387829									ADA CARBON SOLUTIONS LLC	833125011	NO	BRIAN.SMITH@ADA-CS.COM	
2011	SITE SUPERVISOR	KIRK MARCEAUX	70669RPRDC12TRU	AIR PRODUCTS & CHEMICALS IN C	102 TROUSDALE RD	WESTLAKE	CALCASIEU	LA	70669	AIR PRODUCTS & CHEMICALS IN C	102 TROUSDALE RD	WESTLAKE	LA		70669	YES	NO	NO	NO	KIRK J. MARCEAUX	3378822812	2813							325120						30.237362	-93.285908	071461110								AIR PRODUCTS & CHEMICALS INC		NO	MARCEAKJ@AIRPRODUCTS.COM	
2011	SITE SUPERVISOR	KIRK MARCEAUX	70669RPRDC12TRU	AIR PRODUCTS & CHEMICALS IN C	102 TROUSDALE RD	WESTLAKE	CALCASIEU	LA	70669	AIR PRODUCTS & CHEMICALS IN C	102 TROUSDALE RD	WESTLAKE	LA		70669	YES	NO	NO	NO	KIRK J. MARCEAUX	3378822812	2813							325120						30.237362	-93.285908	071461110								AIR PRODUCTS & CHEMICALS INC		NO	MARCEAKJ@AIRPRODUCTS.COM	
2011	SITE SUPERVISOR	KIRK MARCEAUX	70669RPRDC12TRU	AIR PRODUCTS & CHEMICALS IN C	102 TROUSDALE RD	WESTLAKE	CALCASIEU	LA	70669	AIR PRODUCTS & CHEMICALS IN C	102 TROUSDALE RD	WESTLAKE	LA		70669	YES	NO	NO	NO	KIRK J. MARCEAUX	3378822812	2813							325120						30.237362	-93.285908	071461110								AIR PRODUCTS & CHEMICALS INC		NO	MARCEAKJ@AIRPRODUCTS.COM	
2011	PLANT MANAGER	DAN DILLER	70129RPRDC14700	AIR PRODUCTS & CHEMICALS INC ( NEW ORLEANS LA FACILITY)	14700 INTRACOASTAL DR	NEW ORLEANS	ORLEANS	LA	70129	AIR PRODUCTS & CHEMICALS INC ( NEW ORLEANS LA FACILITY)	14700 INTRACOASTAL DR	NEW ORLEANS	LA		70129	YES	NO	NO	NO	DAN DILLER	5042541590	2813	5169						325120						30.028694	-89.901056	041222365								AIR PRODUCTS & CHEMICALS INC	003001070	NO		
2011	PLANT MANAGER	DAN DILLER	70129RPRDC14700	AIR PRODUCTS & CHEMICALS INC ( NEW ORLEANS LA FACILITY)	14700 INTRACOASTAL DR	NEW ORLEANS	ORLEANS	LA	70129	AIR PRODUCTS & CHEMICALS INC ( NEW ORLEANS LA FACILITY)	14700 INTRACOASTAL DR	NEW ORLEANS	LA		70129	YES	NO	NO	NO	DAN DILLER	5042541590	2813	5169						325120						30.028694	-89.901056	041222365								AIR PRODUCTS & CHEMICALS INC	003001070	NO		
2011	PLANT MANAGER	DAN DILLER	70129RPRDC14700	AIR PRODUCTS & CHEMICALS INC ( NEW ORLEANS LA FACILITY)	14700 INTRACOASTAL DR	NEW ORLEANS	ORLEANS	LA	70129	AIR PRODUCTS & CHEMICALS INC ( NEW ORLEANS LA FACILITY)	14700 INTRACOASTAL DR	NEW ORLEANS	LA		70129	YES	NO	NO	NO	DAN DILLER	5042541590	2813	5169						325120						30.028694	-89.901056	041222365								AIR PRODUCTS & CHEMICALS INC	003001070	NO		
2011	PLANT MANAGER	BARRY BERGERON	70723RPRDC1759C	AIR PRODUCTS & CHEMICALS INC - CONVENT SMR	10759 CONVENT WAY	CONVENT	ST JAMES	LA	70723	AIR PRODUCTS & CHEMICALS INC - CONVENT SMR	10759 CONVENT WAY	CONVENT	LA		70723	YES	NO	NO	NO	BARRY BERGERON	2255623778								325120						30.10817	-90.88404									AIR PRODUCTS & CHEMICALS INC	008155673	NO	BERGERBJ@AIRPRODUCTS.COM	
2011	PLANT MANAGER	BARRY BERGERON	70723RPRDC1759C	AIR PRODUCTS & CHEMICALS INC - CONVENT SMR	10759 CONVENT WAY	CONVENT	ST JAMES	LA	70723	AIR PRODUCTS & CHEMICALS INC - CONVENT SMR	10759 CONVENT WAY	CONVENT	LA		70723	YES	NO	NO	NO	BARRY BERGERON	2255623778								325120						30.10817	-90.88404									AIR PRODUCTS & CHEMICALS INC	008155673	NO	BERGERBJ@AIRPRODUCTS.COM	
2011	SITE SUPERVISOR	MICHAEL HOORMANN	7005WRPRDC4663W	AIR PRODUCTS & CHEMICALS INC - GARYVILLE SMR	4663 W AIRLINE HWY (WITHIN MARATHON PETROLEUM CO. LLC)	GARYVILLE	ST JOHN THE BAPTIST	LA	70051	AIR PRODUCTS & CHEMICALS INC - GARYVILLE SMR	4663 W AIRLINE HWY (WITHIN MARATHON PETROLEUM CO. LLC)	GARYVILLE	LA		70051	YES	NO	NO	NO	JIM JOUBERT	9853513457								325120						30.0763	-90.595736	833130409								AIR PRODUCTS & CHEMICALS INC	833130409	NO	JOUBERJM@AIRPRODUCTS.COM	
2011	SITE SUPERVISOR	MICHAEL HOORMANN	7005WRPRDC4663W	AIR PRODUCTS & CHEMICALS INC - GARYVILLE SMR	4663 W AIRLINE HWY (WITHIN MARATHON PETROLEUM CO. LLC)	GARYVILLE	ST JOHN THE BAPTIST	LA	70051	AIR PRODUCTS & CHEMICALS INC - GARYVILLE SMR	4663 W AIRLINE HWY (WITHIN MARATHON PETROLEUM CO. LLC)	GARYVILLE	LA		70051	YES	NO	NO	NO	JIM JOUBERT	9853513457								325120						30.0763	-90.595736	833130409								AIR PRODUCTS & CHEMICALS INC	833130409	NO	JOUBERJM@AIRPRODUCTS.COM	
2011	PLANT MANAGER		7080WRPRDC2GULF	AIR PRODUCTS - BATON ROUGE SMR	2 GULF STATES UTILITY RD	BATON ROUGE	EAST BATON ROUGE	LA	708052709	AIR PRODUCTS - BATON ROUGE SMR	PO BOX 52709	BATON ROUGE	LA		708092709	YES	NO	NO	NO	JEFFREY B.BELLELO	2253554613								325120						30.493536	-91.187226	071461110								AIR PRODUCTS & CHEMICALS INC	071461110	NO	BELLELJB@AIRPRODUCTS.COM	
2011	PLANT MANAGER		7080WRPRDC2GULF	AIR PRODUCTS - BATON ROUGE SMR	2 GULF STATES UTILITY RD	BATON ROUGE	EAST BATON ROUGE	LA	708052709	AIR PRODUCTS - BATON ROUGE SMR	PO BOX 52709	BATON ROUGE	LA		708092709	YES	NO	NO	NO	JEFFREY B.BELLELO	2253554613								325120						30.493536	-91.187226	071461110								AIR PRODUCTS & CHEMICALS INC	071461110	NO	BELLELJB@AIRPRODUCTS.COM	
2011	PLANT MANAGER	ARTIS WILLIAMS	70084LCLC 430NO	AIR PRODUCTS PERFORMANCE MANUFACTURING INC	474 W 19TH ST	RESERVE	ST JOHN THE BAPTIST	LA	70084	AIR PRODUCTS PERFORMANCE MANUFACTURING INC	474 W 19TH ST	RESERVE	LA		70084	YES	NO	NO	NO	JAMES JOUBERT	9855639114	2843							325613						30.069488	-90.578366									AIR PRODUCTS & CHEMICALS INC	833130409	NO	JOUBERJM@AIRPRODUCTS.COM	
2011	PLANT MANAGER	ARTIS WILLIAMS	70084LCLC 430NO	AIR PRODUCTS PERFORMANCE MANUFACTURING INC	474 W 19TH ST	RESERVE	ST JOHN THE BAPTIST	LA	70084	AIR PRODUCTS PERFORMANCE MANUFACTURING INC	474 W 19TH ST	RESERVE	LA		70084	YES	NO	NO	NO	JAMES JOUBERT	9855639114	2843							325613						30.069488	-90.578366									AIR PRODUCTS & CHEMICALS INC	833130409	NO	JOUBERJM@AIRPRODUCTS.COM	
2011	PLANT MANAGER	ARTIS WILLIAMS	70084LCLC 430NO	AIR PRODUCTS PERFORMANCE MANUFACTURING INC	474 W 19TH ST	RESERVE	ST JOHN THE BAPTIST	LA	70084	AIR PRODUCTS PERFORMANCE MANUFACTURING INC	474 W 19TH ST	RESERVE	LA		70084	YES	NO	NO	NO	JAMES JOUBERT	9855639114	2843							325613						30.069488	-90.578366									AIR PRODUCTS & CHEMICALS INC	833130409	NO	JOUBERJM@AIRPRODUCTS.COM	
2011	PLANT MANAGER	ARTIS WILLIAMS	70084LCLC 430NO	AIR PRODUCTS PERFORMANCE MANUFACTURING INC	474 W 19TH ST	RESERVE	ST JOHN THE BAPTIST	LA	70084	AIR PRODUCTS PERFORMANCE MANUFACTURING INC	474 W 19TH ST	RESERVE	LA		70084	YES	NO	NO	NO	JAMES JOUBERT	9855639114	2843							325613						30.069488	-90.578366									AIR PRODUCTS & CHEMICALS INC	833130409	NO	JOUBERJM@AIRPRODUCTS.COM	
2011	VICE PRESIDENT SAFETY & COMPLIANCE	CURTIS HENSON	70734RGSGL35114	AIRGAS SOUTHWEST	35114 HWY 30	GEISMAR	ASCENSION	LA	707343408	AIRGAS SOUTHWEST	P.O BOX 9096	CORPUS CHRISTI	TX		784699096	YES	NO	NO	NO	KIRK WARD	8325850547	5169	2813						424690						30.227443	-91.015924	027183839								AIRGAS INC	024492860	NO	KIRK.WARD@AIRGAS.COM	
2011	PLANT MANAGER	MICHAEL O'KEEFE	70805LBMRLGULFS	ALBEMARLE CORP	GULF STATES RD AT KCS RAILROAD	BATON ROUGE	EAST BATON ROUGE	LA	70805	ALBEMARLE CORP	PO BOX 341	BATON ROUGE	LA		708210341	YES	NO	NO	NO	M. P. O'KEEFE	2253592295	2869							325199	325188					30.49375	-91.17874	825080096								ALBEMARLE CORP	825080096	NO	MIKE.OKEEFE@ALBEMARLE.COM	
2011	PLANT MANAGER	MICHAEL O'KEEFE	70805LBMRLGULFS	ALBEMARLE CORP	GULF STATES RD AT KCS RAILROAD	BATON ROUGE	EAST BATON ROUGE	LA	70805	ALBEMARLE CORP	PO BOX 341	BATON ROUGE	LA		708210341	YES	NO	NO	NO	M. P. O'KEEFE	2253592295	2869							325199	325188					30.49375	-91.17874	825080096								ALBEMARLE CORP	825080096	NO	MIKE.OKEEFE@ALBEMARLE.COM	
2011	PLANT MANAGER	MICHAEL O'KEEFE	70805LBMRLGULFS	ALBEMARLE CORP	GULF STATES RD AT KCS RAILROAD	BATON ROUGE	EAST BATON ROUGE	LA	70805	ALBEMARLE CORP	PO BOX 341	BATON ROUGE	LA		708210341	YES	NO	NO	NO	M. P. O'KEEFE	2253592295	2869							325199	325188					30.49375	-91.17874	825080096								ALBEMARLE CORP	825080096	NO	MIKE.OKEEFE@ALBEMARLE.COM	
2011	PLANT MANAGER	MICHAEL O'KEEFE	70805LBMRLGULFS	ALBEMARLE CORP	GULF STATES RD AT KCS RAILROAD	BATON ROUGE	EAST BATON ROUGE	LA	70805	ALBEMARLE CORP	PO BOX 341	BATON ROUGE	LA		708210341	YES	NO	NO	NO	M. P. O'KEEFE	2253592295	2869							325199	325188					30.49375	-91.17874	825080096								ALBEMARLE CORP	825080096	NO	MIKE.OKEEFE@ALBEMARLE.COM	
2011	PLANT MANAGER	MICHAEL O'KEEFE	70805LBMRLGULFS	ALBEMARLE CORP	GULF STATES RD AT KCS RAILROAD	BATON ROUGE	EAST BATON ROUGE	LA	70805	ALBEMARLE CORP	PO BOX 341	BATON ROUGE	LA		708210341	YES	NO	NO	NO	M. P. O'KEEFE	2253592295	2869							325199	325188					30.49375	-91.17874	825080096								ALBEMARLE CORP	825080096	NO	MIKE.OKEEFE@ALBEMARLE.COM	
2011	PLANT MANAGER	MICHAEL O'KEEFE	70805LBMRLGULFS	ALBEMARLE CORP	GULF STATES RD AT KCS RAILROAD	BATON ROUGE	EAST BATON ROUGE	LA	70805	ALBEMARLE CORP	PO BOX 341	BATON ROUGE	LA		708210341	YES	NO	NO	NO	M. P. O'KEEFE	2253592295	2869							325199	325188					30.49375	-91.17874	825080096								ALBEMARLE CORP	825080096	NO	MIKE.OKEEFE@ALBEMARLE.COM	
2011	PLANT MANAGER	MICHAEL O'KEEFE	70805LBMRLGULFS	ALBEMARLE CORP	GULF STATES RD AT KCS RAILROAD	BATON ROUGE	EAST BATON ROUGE	LA	70805	ALBEMARLE CORP	PO BOX 341	BATON ROUGE	LA		708210341	YES	NO	NO	NO	M. P. O'KEEFE	2253592295	2869							325199	325188					30.49375	-91.17874	825080096								ALBEMARLE CORP	825080096	NO	MIKE.OKEEFE@ALBEMARLE.COM	
2011	PLANT MANAGER	MICHAEL O'KEEFE	70805LBMRLGULFS	ALBEMARLE CORP	GULF STATES RD AT KCS RAILROAD	BATON ROUGE	EAST BATON ROUGE	LA	70805	ALBEMARLE CORP	PO BOX 341	BATON ROUGE	LA		708210341	YES	NO	NO	NO	M. P. O'KEEFE	2253592295	2869							325199	325188					30.49375	-91.17874	825080096								ALBEMARLE CORP	825080096	NO	MIKE.OKEEFE@ALBEMARLE.COM	
2011	PLANT MANAGER	MICHAEL O'KEEFE	70805LBMRLGULFS	ALBEMARLE CORP	GULF STATES RD AT KCS RAILROAD	BATON ROUGE	EAST BATON ROUGE	LA	70805	ALBEMARLE CORP	PO BOX 341	BATON ROUGE	LA		708210341	YES	NO	NO	NO	M. P. O'KEEFE	2253592295	2869							325199	325188					30.49375	-91.17874	825080096								ALBEMARLE CORP	825080096	NO	MIKE.OKEEFE@ALBEMARLE.COM	
2011	PLANT MANAGER	MICHAEL O'KEEFE	70805LBMRLGULFS	ALBEMARLE CORP	GULF STATES RD AT KCS RAILROAD	BATON ROUGE	EAST BATON ROUGE	LA	70805	ALBEMARLE CORP	PO BOX 341	BATON ROUGE	LA		708210341	YES	NO	NO	NO	M. P. O'KEEFE	2253592295	2869							325199	325188					30.49375	-91.17874	825080096								ALBEMARLE CORP	825080096	NO	MIKE.OKEEFE@ALBEMARLE.COM	
2011	PLANT MANAGER	MICHAEL O'KEEFE	70805LBMRLGULFS	ALBEMARLE CORP	GULF STATES RD AT KCS RAILROAD	BATON ROUGE	EAST BATON ROUGE	LA	70805	ALBEMARLE CORP	PO BOX 341	BATON ROUGE	LA		708210341	YES	NO	NO	NO	M. P. O'KEEFE	2253592295	2869							325199	325188					30.49375	-91.17874	825080096								ALBEMARLE CORP	825080096	NO	MIKE.OKEEFE@ALBEMARLE.COM	
2011	ENVIRONMENTAL COORDINATOR	BILLY FAIR	71457LLNCC100IN	ALLIANCE COMPRESSORS	100 INDUSTRIAL DR	NATCHITOCHES	NATCHITOCHES	LA	71457	ALLIANCE COMPRESSORS	100 INDUSTRIAL DR	NATCHITOCHES	LA		71457	YES	NO	NO	NO	KEN GARDNER	3183564500	3585							333415						31.72427	-93.0859	849369491								EMERSON ELECTRIC CO	849369491	NO	KEN.GARDNER@EMERSON.COM	
2011	ENVIRONMENTAL COORDINATOR	BILLY FAIR	71457LLNCC100IN	ALLIANCE COMPRESSORS	100 INDUSTRIAL DR	NATCHITOCHES	NATCHITOCHES	LA	71457	ALLIANCE COMPRESSORS	100 INDUSTRIAL DR	NATCHITOCHES	LA		71457	YES	NO	NO	NO	KEN GARDNER	3183564500	3585							333415						31.72427	-93.0859	849369491								EMERSON ELECTRIC CO	849369491	NO	KEN.GARDNER@EMERSON.COM	
