REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	PLANT MANAGER	CHARLES AVERY	50010MNNST900DA	3M CO - AMES	900 DAYTON AVE	AMES	STORY	IA	500106493	3M CO - AMES	900 DAYTON AVE	AMES	IA		50010-6493	YES	NO	NO	NO	CHARLES AVERY	5152321184	3291							327910						42.0296	-93.57913	089979058								3M CO	006173082	NO	CAVERY@MMM.COM	
2011	VICE PRESIDENT OF OPERATIONS	ERIC KADOW	50171RNHRTHWY63	A-1 FIBERGLASS	530 N FRONT ST	MONTEZUMA	POWESHIEK	IA	50171	A-1 FIBERGLASS	4495 S GUNPOWDER CIR	HASTINGS	NE		68901	YES	NO	NO	NO	BRIAN PERKINS	4024630180	3089							326199						41.589254	-92.528672									A-1 FIBERGLASS		NO	BPERKINS@A1FIBERGLASS.COM	
2011	FRAME PROFIT CENTER MANAGER	JAY HAIN	50401CRRSC16001	AADG INC CURRIES DIV 12TH ST NW FACILITY	1500 12TH ST NW	MASON CITY	CERRO GORDO	IA	50401	AADG INC CURRIES DIV 12TH ST NW FACILITY	PO BOX 1648	MASON CITY	IA		50401	YES	NO	NO	NO	MARK EVERS	6414231334	3442							332321						43.16278	-93.22972									ASSA ABLOY INC	556317287	NO	MARK.EVERS@DOORGROUP.COM	
2011	FRAME PROFIT CENTER MANAGER	JAY HAIN	50401CRRSC16001	AADG INC CURRIES DIV 12TH ST NW FACILITY	1500 12TH ST NW	MASON CITY	CERRO GORDO	IA	50401	AADG INC CURRIES DIV 12TH ST NW FACILITY	PO BOX 1648	MASON CITY	IA		50401	YES	NO	NO	NO	MARK EVERS	6414231334	3442							332321						43.16278	-93.22972									ASSA ABLOY INC	556317287	NO	MARK.EVERS@DOORGROUP.COM	
2011	FRAME PROFIT CENTER MANAGER	JAY HAIN	50401CRRSC16001	AADG INC CURRIES DIV 12TH ST NW FACILITY	1500 12TH ST NW	MASON CITY	CERRO GORDO	IA	50401	AADG INC CURRIES DIV 12TH ST NW FACILITY	PO BOX 1648	MASON CITY	IA		50401	YES	NO	NO	NO	MARK EVERS	6414231334	3442							332321						43.16278	-93.22972									ASSA ABLOY INC	556317287	NO	MARK.EVERS@DOORGROUP.COM	
2011	FRAME PROFIT CENTER MANAGER	JAY HAIN	50401CRRSC16001	AADG INC CURRIES DIV 12TH ST NW FACILITY	1500 12TH ST NW	MASON CITY	CERRO GORDO	IA	50401	AADG INC CURRIES DIV 12TH ST NW FACILITY	PO BOX 1648	MASON CITY	IA		50401	YES	NO	NO	NO	MARK EVERS	6414231334	3442							332321						43.16278	-93.22972									ASSA ABLOY INC	556317287	NO	MARK.EVERS@DOORGROUP.COM	
2011	FRAME PROFIT CENTER MANAGER	JAY HAIN	50401CRRSC16001	AADG INC CURRIES DIV 12TH ST NW FACILITY	1500 12TH ST NW	MASON CITY	CERRO GORDO	IA	50401	AADG INC CURRIES DIV 12TH ST NW FACILITY	PO BOX 1648	MASON CITY	IA		50401	YES	NO	NO	NO	MARK EVERS	6414231334	3442							332321						43.16278	-93.22972									ASSA ABLOY INC	556317287	NO	MARK.EVERS@DOORGROUP.COM	
2011	PLANT MANAGER	DOUG SCHROEDER	50401CRRSC2519T	AADG INC CURRIES DIV 9TH ST FACILITY	251 9TH ST SE	MASON CITY	CERRO GORDO	IA	50401	AADG INC CURRIES DIV 9TH ST FACILITY	PO BOX 1648	MASON CITY	IA		50401	YES	NO	NO	NO	MARK EVERS	6414231334	3442							332321						43.14271	-93.19612									ASSA ABLOY INC	556317287	NO	MARK.EVERS@DOORGROUP.COM	
2011	PLANT MANAGER	DOUG SCHROEDER	50401CRRSC2519T	AADG INC CURRIES DIV 9TH ST FACILITY	251 9TH ST SE	MASON CITY	CERRO GORDO	IA	50401	AADG INC CURRIES DIV 9TH ST FACILITY	PO BOX 1648	MASON CITY	IA		50401	YES	NO	NO	NO	MARK EVERS	6414231334	3442							332321						43.14271	-93.19612									ASSA ABLOY INC	556317287	NO	MARK.EVERS@DOORGROUP.COM	
2011	PLANT MANAGER	DOUG SCHROEDER	50401CRRSC2519T	AADG INC CURRIES DIV 9TH ST FACILITY	251 9TH ST SE	MASON CITY	CERRO GORDO	IA	50401	AADG INC CURRIES DIV 9TH ST FACILITY	PO BOX 1648	MASON CITY	IA		50401	YES	NO	NO	NO	MARK EVERS	6414231334	3442							332321						43.14271	-93.19612									ASSA ABLOY INC	556317287	NO	MARK.EVERS@DOORGROUP.COM	
2011	PLANT MANAGER	DOUG SCHROEDER	50401CRRSC2519T	AADG INC CURRIES DIV 9TH ST FACILITY	251 9TH ST SE	MASON CITY	CERRO GORDO	IA	50401	AADG INC CURRIES DIV 9TH ST FACILITY	PO BOX 1648	MASON CITY	IA		50401	YES	NO	NO	NO	MARK EVERS	6414231334	3442							332321						43.14271	-93.19612									ASSA ABLOY INC	556317287	NO	MARK.EVERS@DOORGROUP.COM	
2011	EHS MANAGER	TYLER SCHWARCK	5047WBSLTN1372S	ABSOLUTE ENERGY LLC	1372 STATE LINE RD	SAINT ANSGAR	MITCHELL	IA	50472	ABSOLUTE ENERGY LLC	1372 STATE LINE RD	SAINT ANSGAR	IA		50472	YES	NO	NO	NO	TYLER SCHWARCK	6413262220								325193						43.49951	-92.91709	794106463										NO	TYLER.SCHWARCK@ABSENERGY.ORG	
2011	EHS MANAGER	TYLER SCHWARCK	5047WBSLTN1372S	ABSOLUTE ENERGY LLC	1372 STATE LINE RD	SAINT ANSGAR	MITCHELL	IA	50472	ABSOLUTE ENERGY LLC	1372 STATE LINE RD	SAINT ANSGAR	IA		50472	YES	NO	NO	NO	TYLER SCHWARCK	6413262220								325193						43.49951	-92.91709	794106463										NO	TYLER.SCHWARCK@ABSENERGY.ORG	
2011	EHS MANAGER	TYLER SCHWARCK	5047WBSLTN1372S	ABSOLUTE ENERGY LLC	1372 STATE LINE RD	SAINT ANSGAR	MITCHELL	IA	50472	ABSOLUTE ENERGY LLC	1372 STATE LINE RD	SAINT ANSGAR	IA		50472	YES	NO	NO	NO	TYLER SCHWARCK	6413262220								325193						43.49951	-92.91709	794106463										NO	TYLER.SCHWARCK@ABSENERGY.ORG	
2011	EHS MANAGER	TYLER SCHWARCK	5047WBSLTN1372S	ABSOLUTE ENERGY LLC	1372 STATE LINE RD	SAINT ANSGAR	MITCHELL	IA	50472	ABSOLUTE ENERGY LLC	1372 STATE LINE RD	SAINT ANSGAR	IA		50472	YES	NO	NO	NO	TYLER SCHWARCK	6413262220								325193						43.49951	-92.91709	794106463										NO	TYLER.SCHWARCK@ABSENERGY.ORG	
2011	EHS MANAGER	TYLER SCHWARCK	5047WBSLTN1372S	ABSOLUTE ENERGY LLC	1372 STATE LINE RD	SAINT ANSGAR	MITCHELL	IA	50472	ABSOLUTE ENERGY LLC	1372 STATE LINE RD	SAINT ANSGAR	IA		50472	YES	NO	NO	NO	TYLER SCHWARCK	6413262220								325193						43.49951	-92.91709	794106463										NO	TYLER.SCHWARCK@ABSENERGY.ORG	
2011	EHS MANAGER	TYLER SCHWARCK	5047WBSLTN1372S	ABSOLUTE ENERGY LLC	1372 STATE LINE RD	SAINT ANSGAR	MITCHELL	IA	50472	ABSOLUTE ENERGY LLC	1372 STATE LINE RD	SAINT ANSGAR	IA		50472	YES	NO	NO	NO	TYLER SCHWARCK	6413262220								325193						43.49951	-92.91709	794106463										NO	TYLER.SCHWARCK@ABSENERGY.ORG	
2011	EHS MANAGER	TYLER SCHWARCK	5047WBSLTN1372S	ABSOLUTE ENERGY LLC	1372 STATE LINE RD	SAINT ANSGAR	MITCHELL	IA	50472	ABSOLUTE ENERGY LLC	1372 STATE LINE RD	SAINT ANSGAR	IA		50472	YES	NO	NO	NO	TYLER SCHWARCK	6413262220								325193						43.49951	-92.91709	794106463										NO	TYLER.SCHWARCK@ABSENERGY.ORG	
2011	EHS MANAGER	TYLER SCHWARCK	5047WBSLTN1372S	ABSOLUTE ENERGY LLC	1372 STATE LINE RD	SAINT ANSGAR	MITCHELL	IA	50472	ABSOLUTE ENERGY LLC	1372 STATE LINE RD	SAINT ANSGAR	IA		50472	YES	NO	NO	NO	TYLER SCHWARCK	6413262220								325193						43.49951	-92.91709	794106463										NO	TYLER.SCHWARCK@ABSENERGY.ORG	
2011	EHS MANAGER	TYLER SCHWARCK	5047WBSLTN1372S	ABSOLUTE ENERGY LLC	1372 STATE LINE RD	SAINT ANSGAR	MITCHELL	IA	50472	ABSOLUTE ENERGY LLC	1372 STATE LINE RD	SAINT ANSGAR	IA		50472	YES	NO	NO	NO	TYLER SCHWARCK	6413262220								325193						43.49951	-92.91709	794106463										NO	TYLER.SCHWARCK@ABSENERGY.ORG	
2011	PRESIDENT	DEREK HUMPHRIES	52722CYPNC200SB	ACO YP INC	200 S BELLINGHAM	RIVERDALE	SCOTT	IA	52722	ACO YP INC	PO BOX 245	CHARDON	OH		44024	YES	NO	NO	NO	CHERYL BARTA	4402857000	3089							326130						41.53351	-90.47098									ACO POLYMER PRODUCTS INC	089890108	NO	CBARTA@ACO-ONLINE.COM	
2011	CEO	STEVEN ARTHUR	52002DMSCX84CHA	ADAMS CO	8040 CHAVENELLE RD	DUBUQUE	DUBUQUE	IA	52002	ADAMS CO	8040 CHAVENELLE RD	DUBUQUE	IA		52002	YES	NO	NO	NO	JOHN C. HENDRY	5635833591	3566							333612						42.49171	-90.78131	005148200										NO		
2011	PLANT MANAGER	HARLAN PRIEKSAT	51031SPRSW8THST	ADM ALLIANCE NUTRITION	710 8TH ST SW	LE MARS	PLYMOUTH	IA	51031	ADM ALLIANCE NUTRITION	PO BOX 1210	LE MARS	IA		51031	YES	NO	NO	NO	MARK CALMES	2174517456	2048							311119						42.78274	-96.17723	849684428								ARCHER DANIELS MIDLAND CO	001307586	NO	MARK.CALMES@ADM.COM	
2011	PLANT MANAGER	STEVE SCHWARTZ	50659SPRSWNORTH	ADM ALLIANCE NUTRITION INC	506 N SHERMAN AVE	NEW HAMPTON	CHICKASAW	IA	50659	ADM ALLIANCE NUTRITION INC	506 N SHERMAN AVE	NEW HAMPTON	IA		50659	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2048							311119						43.06196	-92.32287	849684428								ARCHER DANIELS MIDLAND CO	001307586	NO	MEDIA@ADM.COM	
2011	LOCATION MANAGER	MONICA MORSE	50313FDSPC1877N	ADM ALLIANCE NUTRITION INC	1877 NE 58TH AVE	DES MOINES	POLK	IA	503131627	ADM ALLIANCE NUTRITION INC	1877 NE 58TH AVE	DES MOINES	IA		50313-1627	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2048							311119						41.665967	-93.589045	849684428								ARCHER DANIELS MIDLAND CO	001307586	NO		
2011	LOCATION MANAGER	MONICA MORSE	50313FDSPC1877N	ADM ALLIANCE NUTRITION INC	1877 NE 58TH AVE	DES MOINES	POLK	IA	503131627	ADM ALLIANCE NUTRITION INC	1877 NE 58TH AVE	DES MOINES	IA		50313-1627	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2048							311119						41.665967	-93.589045	849684428								ARCHER DANIELS MIDLAND CO	001307586	NO		
2011	LOCATION MANAGER	MONICA MORSE	50313FDSPC1877N	ADM ALLIANCE NUTRITION INC	1877 NE 58TH AVE	DES MOINES	POLK	IA	503131627	ADM ALLIANCE NUTRITION INC	1877 NE 58TH AVE	DES MOINES	IA		50313-1627	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2048							311119						41.665967	-93.589045	849684428								ARCHER DANIELS MIDLAND CO	001307586	NO		
2011	LOCATION MANAGER	MONICA MORSE	50313FDSPC1877N	ADM ALLIANCE NUTRITION INC	1877 NE 58TH AVE	DES MOINES	POLK	IA	503131627	ADM ALLIANCE NUTRITION INC	1877 NE 58TH AVE	DES MOINES	IA		50313-1627	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2048							311119						41.665967	-93.589045	849684428								ARCHER DANIELS MIDLAND CO	001307586	NO		
2011	PLANT MANAGER	JIM WOLL	52732DMCRN1251B	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	CLINTON	IA	527325935	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	IA		52732-5935	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2046	2085	2869					311221						41.812944	-90.221333	932986623								ARCHER DANIELS MIDLAND CO	001307586	NO	MEDIA@ADM.COM	
2011	PLANT MANAGER	JIM WOLL	52732DMCRN1251B	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	CLINTON	IA	527325935	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	IA		52732-5935	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2046	2085	2869					311221						41.812944	-90.221333	932986623								ARCHER DANIELS MIDLAND CO	001307586	NO	MEDIA@ADM.COM	
2011	PLANT MANAGER	JIM WOLL	52732DMCRN1251B	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	CLINTON	IA	527325935	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	IA		52732-5935	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2046	2085	2869					311221						41.812944	-90.221333	932986623								ARCHER DANIELS MIDLAND CO	001307586	NO	MEDIA@ADM.COM	
2011	PLANT MANAGER	JIM WOLL	52732DMCRN1251B	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	CLINTON	IA	527325935	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	IA		52732-5935	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2046	2085	2869					311221						41.812944	-90.221333	932986623								ARCHER DANIELS MIDLAND CO	001307586	NO	MEDIA@ADM.COM	
2011	PLANT MANAGER	JIM WOLL	52732DMCRN1251B	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	CLINTON	IA	527325935	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	IA		52732-5935	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2046	2085	2869					311221						41.812944	-90.221333	932986623								ARCHER DANIELS MIDLAND CO	001307586	NO	MEDIA@ADM.COM	
2011	PLANT MANAGER	JIM WOLL	52732DMCRN1251B	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	CLINTON	IA	527325935	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	IA		52732-5935	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2046	2085	2869					311221						41.812944	-90.221333	932986623								ARCHER DANIELS MIDLAND CO	001307586	NO	MEDIA@ADM.COM	
2011	PLANT MANAGER	JIM WOLL	52732DMCRN1251B	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	CLINTON	IA	527325935	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	IA		52732-5935	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2046	2085	2869					311221						41.812944	-90.221333	932986623								ARCHER DANIELS MIDLAND CO	001307586	NO	MEDIA@ADM.COM	
2011	PLANT MANAGER	JIM WOLL	52732DMCRN1251B	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	CLINTON	IA	527325935	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	IA		52732-5935	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2046	2085	2869					311221						41.812944	-90.221333	932986623								ARCHER DANIELS MIDLAND CO	001307586	NO	MEDIA@ADM.COM	
2011	PLANT MANAGER	JIM WOLL	52732DMCRN1251B	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	CLINTON	IA	527325935	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	IA		52732-5935	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2046	2085	2869					311221						41.812944	-90.221333	932986623								ARCHER DANIELS MIDLAND CO	001307586	NO	MEDIA@ADM.COM	
2011	PLANT MANAGER	JIM WOLL	52732DMCRN1251B	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	CLINTON	IA	527325935	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	IA		52732-5935	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2046	2085	2869					311221						41.812944	-90.221333	932986623								ARCHER DANIELS MIDLAND CO	001307586	NO	MEDIA@ADM.COM	
2011	PLANT MANAGER	JIM WOLL	52732DMCRN1251B	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	CLINTON	IA	527325935	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	IA		52732-5935	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2046	2085	2869					311221						41.812944	-90.221333	932986623								ARCHER DANIELS MIDLAND CO	001307586	NO	MEDIA@ADM.COM	
2011	PLANT MANAGER	JIM WOLL	52732DMCRN1251B	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	CLINTON	IA	527325935	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	IA		52732-5935	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2046	2085	2869					311221						41.812944	-90.221333	932986623								ARCHER DANIELS MIDLAND CO	001307586	NO	MEDIA@ADM.COM	
2011	PLANT MANAGER	JIM WOLL	52732DMCRN1251B	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	CLINTON	IA	527325935	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	IA		52732-5935	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2046	2085	2869					311221						41.812944	-90.221333	932986623								ARCHER DANIELS MIDLAND CO	001307586	NO	MEDIA@ADM.COM	
2011	PLANT MANAGER	JIM WOLL	52732DMCRN1251B	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	CLINTON	IA	527325935	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	IA		52732-5935	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2046	2085	2869					311221						41.812944	-90.221333	932986623								ARCHER DANIELS MIDLAND CO	001307586	NO	MEDIA@ADM.COM	
2011	PLANT MANAGER	JIM WOLL	52732DMCRN1251B	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	CLINTON	IA	527325935	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	IA		52732-5935	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2046	2085	2869					311221						41.812944	-90.221333	932986623								ARCHER DANIELS MIDLAND CO	001307586	NO	MEDIA@ADM.COM	
2011	PLANT MANAGER	JIM WOLL	52732DMCRN1251B	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	CLINTON	IA	527325935	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	IA		52732-5935	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2046	2085	2869					311221						41.812944	-90.221333	932986623								ARCHER DANIELS MIDLAND CO	001307586	NO	MEDIA@ADM.COM	
2011	PLANT MANAGER	JIM WOLL	52732DMCRN1251B	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	CLINTON	IA	527325935	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	IA		52732-5935	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2046	2085	2869					311221						41.812944	-90.221333	932986623								ARCHER DANIELS MIDLAND CO	001307586	NO	MEDIA@ADM.COM	
2011	PLANT MANAGER	JIM WOLL	52732DMCRN1251B	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	CLINTON	IA	527325935	ADM CORN PROCESSING	1251 BEAVER CHANNEL PKWY	CLINTON	IA		52732-5935	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2046	2085	2869					311221						41.812944	-90.221333	932986623								ARCHER DANIELS MIDLAND CO	001307586	NO	MEDIA@ADM.COM	
2011	PLANT MANAGER	DOUG BRAKHAHN	52404DMCRN1350W	ADM CORN PROCESSING	1350 WACONIA AVE SW	CEDAR RAPIDS	LINN	IA	52404	ADM CORN PROCESSING	PO BOX 1445	CEDAR RAPIDS	IA		52406	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2046	2869	4911					311221	221119	325199				41.926389	-91.686111	096525670								ARCHER DANIELS MIDLAND CO	001307586	NO	MEDIA@ADM.COM	
2011	PLANT MANAGER	DOUG BRAKHAHN	52404DMCRN1350W	ADM CORN PROCESSING	1350 WACONIA AVE SW	CEDAR RAPIDS	LINN	IA	52404	ADM CORN PROCESSING	PO BOX 1445	CEDAR RAPIDS	IA		52406	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2046	2869	4911					311221	221119	325199				41.926389	-91.686111	096525670								ARCHER DANIELS MIDLAND CO	001307586	NO	MEDIA@ADM.COM	
2011	PLANT MANAGER	DOUG BRAKHAHN	52404DMCRN1350W	ADM CORN PROCESSING	1350 WACONIA AVE SW	CEDAR RAPIDS	LINN	IA	52404	ADM CORN PROCESSING	PO BOX 1445	CEDAR RAPIDS	IA		52406	YES	NO	NO	NO	MEDIA RELATIONS	2174245413	2046	2869	4911					311221	221119	325199				41.926389	-91.686111	096525670								ARCHER DANIELS MIDLAND CO	001307586	NO	MEDIA@ADM.COM	
