REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011		WILLIAM L. HORNBAKER	21703PTPSC5350P	ACDI (AMERICAN COMPUTER DEVELOPMENT)	5350 PARTNERS CT	FREDERICK	FREDERICK	MD	21703	ACDI (AMERICAN COMPUTER DEVELOPMENT)	5350 PARTNERS CT	FREDERICK	MD		21703	YES	NO	NO	NO	WILLIAM HORNBAKER	3016241620	3699							334418						39.38182	-77.41816	086014546										NO	BHORNBAKER@ACDI.COM	
2011	MAINTENANCE/ENGINEERING MANAGER	HENRY QUATHAMER	21625LLNFMHWY30	ALLEN HARIM FOODS LLC CORDOVA	12041 CORDOVA RD	CORDOVA	TALBOT	MD	216252946	ALLEN HARIM FOODS LLC CORDOVA	126 N SHIPLEY ST	SEAFORD	DE		199733100	YES	NO	NO	NO	HENRY QUATHAMER	4108202100	2015							311615						38.878584	-75.993219	969764542								HARIM USA LTD		NO	HENRY.QUATHAMER@ALLENHARIMLLC.COM	
2011	PLANT MANAGER	TONY KESNER	21502MRCNW176BA	AMERICAN WOODMARK CORP ALLEGANY PLANT	17600 BARTON PARK DR SW	CUMBERLAND	ALLEGANY	MD	21502	AMERICAN WOODMARK CORP ALLEGANY PLANT	17600 BARTON PARK DR SW	CUMBERLAND	MD		21502	YES	NO	NO	NO	SCOTT CAMERON	3017292211								337110						39.56572	-78.85305	021458534								AMERICAN WOODMARK CORP	021458534	NO	SCCAMERON@WOODMARK.COM	
2011	PLANT MANAGER	JEAN-FRANCOIS LEJEUNE	21222MRCNY8215B	AMERICAN YEAST CORP	8215 BEACHWOOD RD	BALTIMORE	BALTIMORE	MD	21222	AMERICAN YEAST CORP	8215 BEACHWOOD RD	BALTIMORE	MD		21222	YES	NO	NO	NO	JEAN FRANCOIS LEJEUNE	4104773700	2099							311999						39.276435	-76.464978									LALLEMAND INC		NO		
2011	GENERAL OPERATIONS MANAGER	DAVID N. MCSWEENEY	21222VLCNM2415G	AMG RESOURCES CORP	2415 GRAYS RD	BALTIMORE	BALTIMORE (CITY)	MD	21222	AMG RESOURCES CORP	2415 GRAYS RD	BALTIMORE	MD		21222	YES	NO	NO	NO	DAVID N. MCSWEENEY	4104770828	3341							331492						39.2454	-76.46752	185112661		MDD003093119		MDR000001				AMG RESOURCES CORP	185112661	NO	DMCSWEENEY@AMGRESOURCES.COM	
2011	PLANT MANAGER	HERSCHEL CRAVEN	21921RPRDC329WE	ASHLAND INC	329 W MAIN ST	ELKTON	CECIL	MD	21921	ASHLAND INC	329 W MAIN ST	ELKTON	MD		21921	YES	NO	NO	NO	GARY L. RHODES	8598153047	2821	2891						325211						39.606389	-75.842222	003067832								ASHLAND INC	005003264	NO	GLRHODES@ASHLAND.COM	
2011	PLANT MANAGER	HERSCHEL CRAVEN	21921RPRDC329WE	ASHLAND INC	329 W MAIN ST	ELKTON	CECIL	MD	21921	ASHLAND INC	329 W MAIN ST	ELKTON	MD		21921	YES	NO	NO	NO	GARY L. RHODES	8598153047	2821	2891						325211						39.606389	-75.842222	003067832								ASHLAND INC	005003264	NO	GLRHODES@ASHLAND.COM	
2011	PLANT MANAGER	HERSCHEL CRAVEN	21921RPRDC329WE	ASHLAND INC	329 W MAIN ST	ELKTON	CECIL	MD	21921	ASHLAND INC	329 W MAIN ST	ELKTON	MD		21921	YES	NO	NO	NO	GARY L. RHODES	8598153047	2821	2891						325211						39.606389	-75.842222	003067832								ASHLAND INC	005003264	NO	GLRHODES@ASHLAND.COM	
2011	PLANT MANAGER	HERSCHEL CRAVEN	21921RPRDC329WE	ASHLAND INC	329 W MAIN ST	ELKTON	CECIL	MD	21921	ASHLAND INC	329 W MAIN ST	ELKTON	MD		21921	YES	NO	NO	NO	GARY L. RHODES	8598153047	2821	2891						325211						39.606389	-75.842222	003067832								ASHLAND INC	005003264	NO	GLRHODES@ASHLAND.COM	
2011	PLANT MANAGER	DAVE BARRETT	21643BGFDS4715H	B&G FOODS NORTH AMERICA INC (BLOCH & GUGGENHEIMER DIVISION)	4715 HARRISON FERRY RD	HURLOCK	DORCHESTER	MD	21643	B&G FOODS NORTH AMERICA INC (BLOCH & GUGGENHEIMER DIVISION)	PO BOX 850	HURLOCK	MD		21643	YES	NO	NO	NO	SCOTT LERNER	9736306406	2035							311421						38.630556	-75.851111	108988890								B&G FOODS INC	009269445	NO	SLERNER@BGFOODS.COM	
2011	PLANT MANAGER	DAVE BARRETT	21643BGFDS4715H	B&G FOODS NORTH AMERICA INC (BLOCH & GUGGENHEIMER DIVISION)	4715 HARRISON FERRY RD	HURLOCK	DORCHESTER	MD	21643	B&G FOODS NORTH AMERICA INC (BLOCH & GUGGENHEIMER DIVISION)	PO BOX 850	HURLOCK	MD		21643	YES	NO	NO	NO	SCOTT LERNER	9736306406	2035							311421						38.630556	-75.851111	108988890								B&G FOODS INC	009269445	NO	SLERNER@BGFOODS.COM	
2011	PLANT MANAGER	ELLEN HEATH	21224BLTMR4200B	BALTIMORE QUALITY ASSURANCE	4200 BOSTON ST	BALTIMORE	BALTIMORE (CITY)	MD	21224	BALTIMORE QUALITY ASSURANCE	4200 BOSTON ST	BALTIMORE	MD		21224	YES	NO	NO	NO	ELLEN HEATH	4103270916	2099							325998						39.27728	-76.56008									COSMED GROUP INC	023990117	NO	EHEATH@COSMEDGROUP.COM	
2011	REGIONAL MANAGER	ROGER LEITCH	21226BLTMR2400P	BALTIMORE TERMINAL	2400 PETROLIA AVE	BALTIMORE	BALTIMORE (CITY)	MD	21226	BALTIMORE TERMINAL	PO BOX 2463 ONE SHELL PLAZA 25TH FLOOR	HOUSTON	TX		772522463	YES	NO	NO	NO	JOHAN ZAAYMAN	7132466151	5171							424710						39.23404	-76.56807									MOTIVA ENTERPRISES LLC	023838670	NO	JOHAN.ZAAYMAN@SHELL.COM	
2011	REGIONAL MANAGER	ROGER LEITCH	21226BLTMR2400P	BALTIMORE TERMINAL	2400 PETROLIA AVE	BALTIMORE	BALTIMORE (CITY)	MD	21226	BALTIMORE TERMINAL	PO BOX 2463 ONE SHELL PLAZA 25TH FLOOR	HOUSTON	TX		772522463	YES	NO	NO	NO	JOHAN ZAAYMAN	7132466151	5171							424710						39.23404	-76.56807									MOTIVA ENTERPRISES LLC	023838670	NO	JOHAN.ZAAYMAN@SHELL.COM	
2011	REGIONAL MANAGER	ROGER LEITCH	21226BLTMR2400P	BALTIMORE TERMINAL	2400 PETROLIA AVE	BALTIMORE	BALTIMORE (CITY)	MD	21226	BALTIMORE TERMINAL	PO BOX 2463 ONE SHELL PLAZA 25TH FLOOR	HOUSTON	TX		772522463	YES	NO	NO	NO	JOHAN ZAAYMAN	7132466151	5171							424710						39.23404	-76.56807									MOTIVA ENTERPRISES LLC	023838670	NO	JOHAN.ZAAYMAN@SHELL.COM	
2011	REGIONAL MANAGER	ROGER LEITCH	21226BLTMR2400P	BALTIMORE TERMINAL	2400 PETROLIA AVE	BALTIMORE	BALTIMORE (CITY)	MD	21226	BALTIMORE TERMINAL	PO BOX 2463 ONE SHELL PLAZA 25TH FLOOR	HOUSTON	TX		772522463	YES	NO	NO	NO	JOHAN ZAAYMAN	7132466151	5171							424710						39.23404	-76.56807									MOTIVA ENTERPRISES LLC	023838670	NO	JOHAN.ZAAYMAN@SHELL.COM	
2011	REGIONAL MANAGER	ROGER LEITCH	21226BLTMR2400P	BALTIMORE TERMINAL	2400 PETROLIA AVE	BALTIMORE	BALTIMORE (CITY)	MD	21226	BALTIMORE TERMINAL	PO BOX 2463 ONE SHELL PLAZA 25TH FLOOR	HOUSTON	TX		772522463	YES	NO	NO	NO	JOHAN ZAAYMAN	7132466151	5171							424710						39.23404	-76.56807									MOTIVA ENTERPRISES LLC	023838670	NO	JOHAN.ZAAYMAN@SHELL.COM	
2011	REGIONAL MANAGER	ROGER LEITCH	21226BLTMR2400P	BALTIMORE TERMINAL	2400 PETROLIA AVE	BALTIMORE	BALTIMORE (CITY)	MD	21226	BALTIMORE TERMINAL	PO BOX 2463 ONE SHELL PLAZA 25TH FLOOR	HOUSTON	TX		772522463	YES	NO	NO	NO	JOHAN ZAAYMAN	7132466151	5171							424710						39.23404	-76.56807									MOTIVA ENTERPRISES LLC	023838670	NO	JOHAN.ZAAYMAN@SHELL.COM	
2011	REGIONAL MANAGER	ROGER LEITCH	21226BLTMR2400P	BALTIMORE TERMINAL	2400 PETROLIA AVE	BALTIMORE	BALTIMORE (CITY)	MD	21226	BALTIMORE TERMINAL	PO BOX 2463 ONE SHELL PLAZA 25TH FLOOR	HOUSTON	TX		772522463	YES	NO	NO	NO	JOHAN ZAAYMAN	7132466151	5171							424710						39.23404	-76.56807									MOTIVA ENTERPRISES LLC	023838670	NO	JOHAN.ZAAYMAN@SHELL.COM	
2011	REGIONAL MANAGER	ROGER LEITCH	21226BLTMR2400P	BALTIMORE TERMINAL	2400 PETROLIA AVE	BALTIMORE	BALTIMORE (CITY)	MD	21226	BALTIMORE TERMINAL	PO BOX 2463 ONE SHELL PLAZA 25TH FLOOR	HOUSTON	TX		772522463	YES	NO	NO	NO	JOHAN ZAAYMAN	7132466151	5171							424710						39.23404	-76.56807									MOTIVA ENTERPRISES LLC	023838670	NO	JOHAN.ZAAYMAN@SHELL.COM	
2011	REGIONAL MANAGER	ROGER LEITCH	21226BLTMR2400P	BALTIMORE TERMINAL	2400 PETROLIA AVE	BALTIMORE	BALTIMORE (CITY)	MD	21226	BALTIMORE TERMINAL	PO BOX 2463 ONE SHELL PLAZA 25TH FLOOR	HOUSTON	TX		772522463	YES	NO	NO	NO	JOHAN ZAAYMAN	7132466151	5171							424710						39.23404	-76.56807									MOTIVA ENTERPRISES LLC	023838670	NO	JOHAN.ZAAYMAN@SHELL.COM	
2011	REGIONAL MANAGER	ROGER LEITCH	21226BLTMR2400P	BALTIMORE TERMINAL	2400 PETROLIA AVE	BALTIMORE	BALTIMORE (CITY)	MD	21226	BALTIMORE TERMINAL	PO BOX 2463 ONE SHELL PLAZA 25TH FLOOR	HOUSTON	TX		772522463	YES	NO	NO	NO	JOHAN ZAAYMAN	7132466151	5171							424710						39.23404	-76.56807									MOTIVA ENTERPRISES LLC	023838670	NO	JOHAN.ZAAYMAN@SHELL.COM	
2011	REGIONAL MANAGER	ROGER LEITCH	21226BLTMR2400P	BALTIMORE TERMINAL	2400 PETROLIA AVE	BALTIMORE	BALTIMORE (CITY)	MD	21226	BALTIMORE TERMINAL	PO BOX 2463 ONE SHELL PLAZA 25TH FLOOR	HOUSTON	TX		772522463	YES	NO	NO	NO	JOHAN ZAAYMAN	7132466151	5171							424710						39.23404	-76.56807									MOTIVA ENTERPRISES LLC	023838670	NO	JOHAN.ZAAYMAN@SHELL.COM	
2011	SAFETY DIRECTOR	JOE FARRIS	21502BLTPV11521	BELT PAVING INC	11521 MILNOR AVE	CUMBERLAND	ALLEGANY	MD	21502	BELT PAVING INC	PO BOX 1002	CUMBERLAND	MD		215011002	YES	NO	NO	NO	JOE FARRIS	3017298900	1611							237310						39.629723	-78.801941	835509068								BELT PAVING INC	835509068	NO	JFARRIS@THEBELTGROUP.COM	
2011	ASSOCIATE ENVIRONMENTAL ADVISOR	LISA HUNT	20705BLTSV511DE	BELTSVILLE READY MIX CONCRETE	5101 ODELL RD	BELTSVILLE	PRINCE GEORGES	MD	20705	BELTSVILLE READY MIX CONCRETE	6401 GOLDEN TRIANGLE DR SUITE 400	GREENBELT	MD		20770	YES	NO	NO	NO	LISA HUNT	3019821400								327320						39.04266	-76.90068									HOLCIM (US) INC	622258929	NO	LISA.HUNT@AGGREGATE-US.COM	
2011	GENERAL COUNSEL AND VICE GENERAL MANAGER	JEFF REH	20607BRTTS17601	BERETTA USA CORP	17601 BERETTA DR	ACCOKEEK	PRINCE GEORGES	MD	20607	BERETTA USA CORP	17601 BERETTA DR	ACCOKEEK	MD		20607	YES	NO	NO	NO	JEFF REH	3012832191	3484							332994						38.65027	-77.03602	056294879										NO	JREH@BERETTAUSA.COM	
2011	VP RESEARCH & DEVELOPMENT	MICHAEL GASPAROVIC	2103WBYNNS16ALT	BEYNON SPORTS SURFACES	16 ALT RD	HUNT VALLEY	BALTIMORE	MD	21030	BEYNON SPORTS SURFACES	16 ALT RD	HUNT VALLEY	MD		21030	YES	NO	NO	NO	MIKE GASPAROVIC	4107719473	2821							326150						39.4805	-76.64579	105686344										NO	MGASPAROVIC@BEYNONSPORTS.COM	
2011	VP RESEARCH & DEVELOPMENT	MICHAEL GASPAROVIC	2103WBYNNS16ALT	BEYNON SPORTS SURFACES	16 ALT RD	HUNT VALLEY	BALTIMORE	MD	21030	BEYNON SPORTS SURFACES	16 ALT RD	HUNT VALLEY	MD		21030	YES	NO	NO	NO	MIKE GASPAROVIC	4107719473	2821							326150						39.4805	-76.64579	105686344										NO	MGASPAROVIC@BEYNONSPORTS.COM	
2011	VP RESEARCH & DEVELOPMENT	MICHAEL GASPAROVIC	2103WBYNNS16ALT	BEYNON SPORTS SURFACES	16 ALT RD	HUNT VALLEY	BALTIMORE	MD	21030	BEYNON SPORTS SURFACES	16 ALT RD	HUNT VALLEY	MD		21030	YES	NO	NO	NO	MIKE GASPAROVIC	4107719473	2821							326150						39.4805	-76.64579	105686344										NO	MGASPAROVIC@BEYNONSPORTS.COM	
2011	VP RESEARCH & DEVELOPMENT	MICHAEL GASPAROVIC	2103WBYNNS16ALT	BEYNON SPORTS SURFACES	16 ALT RD	HUNT VALLEY	BALTIMORE	MD	21030	BEYNON SPORTS SURFACES	16 ALT RD	HUNT VALLEY	MD		21030	YES	NO	NO	NO	MIKE GASPAROVIC	4107719473	2821							326150						39.4805	-76.64579	105686344										NO	MGASPAROVIC@BEYNONSPORTS.COM	
2011	VP RESEARCH & DEVELOPMENT	MICHAEL GASPAROVIC	2103WBYNNS16ALT	BEYNON SPORTS SURFACES	16 ALT RD	HUNT VALLEY	BALTIMORE	MD	21030	BEYNON SPORTS SURFACES	16 ALT RD	HUNT VALLEY	MD		21030	YES	NO	NO	NO	MIKE GASPAROVIC	4107719473	2821							326150						39.4805	-76.64579	105686344										NO	MGASPAROVIC@BEYNONSPORTS.COM	
2011	VP RESEARCH & DEVELOPMENT	MICHAEL GASPAROVIC	2103WBYNNS16ALT	BEYNON SPORTS SURFACES	16 ALT RD	HUNT VALLEY	BALTIMORE	MD	21030	BEYNON SPORTS SURFACES	16 ALT RD	HUNT VALLEY	MD		21030	YES	NO	NO	NO	MIKE GASPAROVIC	4107719473	2821							326150						39.4805	-76.64579	105686344										NO	MGASPAROVIC@BEYNONSPORTS.COM	
2011	VP RESEARCH & DEVELOPMENT	MICHAEL GASPAROVIC	2103WBYNNS16ALT	BEYNON SPORTS SURFACES	16 ALT RD	HUNT VALLEY	BALTIMORE	MD	21030	BEYNON SPORTS SURFACES	16 ALT RD	HUNT VALLEY	MD		21030	YES	NO	NO	NO	MIKE GASPAROVIC	4107719473	2821							326150						39.4805	-76.64579	105686344										NO	MGASPAROVIC@BEYNONSPORTS.COM	
2011	VP RESEARCH & DEVELOPMENT	MICHAEL GASPAROVIC	2103WBYNNS16ALT	BEYNON SPORTS SURFACES	16 ALT RD	HUNT VALLEY	BALTIMORE	MD	21030	BEYNON SPORTS SURFACES	16 ALT RD	HUNT VALLEY	MD		21030	YES	NO	NO	NO	MIKE GASPAROVIC	4107719473	2821							326150						39.4805	-76.64579	105686344										NO	MGASPAROVIC@BEYNONSPORTS.COM	
2011	VP RESEARCH & DEVELOPMENT	MICHAEL GASPAROVIC	2103WBYNNS16ALT	BEYNON SPORTS SURFACES	16 ALT RD	HUNT VALLEY	BALTIMORE	MD	21030	BEYNON SPORTS SURFACES	16 ALT RD	HUNT VALLEY	MD		21030	YES	NO	NO	NO	MIKE GASPAROVIC	4107719473	2821							326150						39.4805	-76.64579	105686344										NO	MGASPAROVIC@BEYNONSPORTS.COM	
2011	VP RESEARCH & DEVELOPMENT	MICHAEL GASPAROVIC	2103WBYNNS16ALT	BEYNON SPORTS SURFACES	16 ALT RD	HUNT VALLEY	BALTIMORE	MD	21030	BEYNON SPORTS SURFACES	16 ALT RD	HUNT VALLEY	MD		21030	YES	NO	NO	NO	MIKE GASPAROVIC	4107719473	2821							326150						39.4805	-76.64579	105686344										NO	MGASPAROVIC@BEYNONSPORTS.COM	
2011	VP RESEARCH & DEVELOPMENT	MICHAEL GASPAROVIC	2103WBYNNS16ALT	BEYNON SPORTS SURFACES	16 ALT RD	HUNT VALLEY	BALTIMORE	MD	21030	BEYNON SPORTS SURFACES	16 ALT RD	HUNT VALLEY	MD		21030	YES	NO	NO	NO	MIKE GASPAROVIC	4107719473	2821							326150						39.4805	-76.64579	105686344										NO	MGASPAROVIC@BEYNONSPORTS.COM	
2011	VP RESEARCH & DEVELOPMENT	MICHAEL GASPAROVIC	2103WBYNNS16ALT	BEYNON SPORTS SURFACES	16 ALT RD	HUNT VALLEY	BALTIMORE	MD	21030	BEYNON SPORTS SURFACES	16 ALT RD	HUNT VALLEY	MD		21030	YES	NO	NO	NO	MIKE GASPAROVIC	4107719473	2821							326150						39.4805	-76.64579	105686344										NO	MGASPAROVIC@BEYNONSPORTS.COM	
