REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	ENVIRONMENTAL, HEALTH AND SAFETY MANAGER	GARY CUSHING	42025LCBNDSYMSO	3A COMPOSITES USA INC	280 W 5TH ST	BENTON	MARSHALL	KY	42025	3A COMPOSITES USA INC	280 W 5TH ST	BENTON	KY		42025	YES	NO	NO	NO	GARY A. CUSHING	2705274278	3081	3083						326130						36.86642	-88.35834	056819287								3A COMPOSITES USA INC		NO	GARY.CUSHING@3ACOMPOSITES.COM	
2011	QUALITY ASSURANCE MANAGER	MICHAEL SIEROCKI	41042SMTHC8160H	A O SMITH CORP PROTECTIVE COATINGS DIV	8160 HOLTON DR	FLORENCE	KENTON	KY	41042	A O SMITH CORP PROTECTIVE COATINGS DIV	8160 HOLTON DR	FLORENCE	KY		41042	YES	NO	NO	NO	GLENN PFENDT	8597273500	2899							325510						38.973815	-84.609617	116229865								A O SMITH CORP	006085815	NO		
2011	QUALITY ASSURANCE MANAGER	MICHAEL SIEROCKI	41042SMTHC8160H	A O SMITH CORP PROTECTIVE COATINGS DIV	8160 HOLTON DR	FLORENCE	KENTON	KY	41042	A O SMITH CORP PROTECTIVE COATINGS DIV	8160 HOLTON DR	FLORENCE	KY		41042	YES	NO	NO	NO	GLENN PFENDT	8597273500	2899							325510						38.973815	-84.609617	116229865								A O SMITH CORP	006085815	NO		
2011	VP QUALITY		40065PRLLH11ISA	AAPER ALCOHOL & CHEMICAL CO	1101 ISAAC SHELBY DR	SHELBYVILLE	SHELBY	KY	40065	AAPER ALCOHOL & CHEMICAL CO	PO BOX 339	SHELBYVILLE	KY		40065	YES	NO	NO	NO	ELENA FRENKEL	2037405044	2869							325193	424690					38.202803	-85.271958	098101173								GREENFIELD ETHANOL		NO	ELENA.FRENKEL@PHARMCOAAPER.COM	
2011	VP QUALITY		40065PRLLH11ISA	AAPER ALCOHOL & CHEMICAL CO	1101 ISAAC SHELBY DR	SHELBYVILLE	SHELBY	KY	40065	AAPER ALCOHOL & CHEMICAL CO	PO BOX 339	SHELBYVILLE	KY		40065	YES	NO	NO	NO	ELENA FRENKEL	2037405044	2869							325193	424690					38.202803	-85.271958	098101173								GREENFIELD ETHANOL		NO	ELENA.FRENKEL@PHARMCOAAPER.COM	
2011	VP QUALITY		40065PRLLH11ISA	AAPER ALCOHOL & CHEMICAL CO	1101 ISAAC SHELBY DR	SHELBYVILLE	SHELBY	KY	40065	AAPER ALCOHOL & CHEMICAL CO	PO BOX 339	SHELBYVILLE	KY		40065	YES	NO	NO	NO	ELENA FRENKEL	2037405044	2869							325193	424690					38.202803	-85.271958	098101173								GREENFIELD ETHANOL		NO	ELENA.FRENKEL@PHARMCOAAPER.COM	
2011	EHS MANAGER	SCOTT WELSH	40201GLDNF2500S	AARHUSKARLSHAMN AAK	2520 S 7TH ST	LOUISVILLE	JEFFERSON	KY	40216	AARHUSKARLSHAMN AAK	2520 S 7TH ST	LOUISVILLE	KY		40216	YES	NO	NO	NO	SCOTT WELSH	2013412565	2079							311225						38.214758	-85.783014	064884786										NO	SCOTT.WELSH@AAK.COM	
2011	PRESIDENT	RONNIE ELKINS	40741CCNTM2CKIE	ACCENT MARBLE INC	200 COOKIE ST	LONDON	LAUREL	KY	40741	ACCENT MARBLE INC	200 COOKIE ST	LONDON	KY		40741	YES	NO	NO	NO	DERMOT KERIN	3193936336								326191						37.11374	-84.07362	146213228								ACCENT MARBLE CO INC		NO	DERMOT.KERIN@TETRATECH.COM	
2011	DIRECTOR OF OPERATIONS	AUSTIN HAMMOND	42420CCRDC2315A	ACCURIDE CORP	2315 ADAMS LN	HENDERSON	HENDERSON	KY	42420	ACCURIDE CORP	2315 ADAMS LN	HENDERSON	KY		42420	YES	NO	NO	NO	WILLIAM DANE FULLER	2708276808	3714							336399						37.805439	-87.56751	001213149								ACCURIDE CORP	001213149	NO	DFULLER@ACCURIDECORP.COM	
2011	PRESIDENT & GENERAL MANAGER	GREG FELTNER	41317CGHZR2644F	ACI HAZARD LLC FLINT RIDGE WASHER	2644 FLINT RIDGE RD	CLAYHOLE	BREATHITT	KY	41317	ACI HAZARD LLC FLINT RIDGE WASHER	PO BOX 148	LOST CREEK	KY		41348	YES	NO	NO	NO	DON GIBSON	6064357722								212111						37.485811	-83.220947									ARCH COAL INC	052624962	NO	DGIBSON@ARCHCOAL.COM	
2011	PLANT MANAGER	CURT TACKETT	41653CTNPT10BAL	ACTION PETROLEUM CO LTD	10 BALDWIN ST	PRESTONSBURG	FLOYD	KY	41653	ACTION PETROLEUM CO LTD	PO BOX 609	PRESTONSBURG	KY		41653	YES	NO	NO	NO	TIM MCDONALD	6068862368	5171							424720						37.671238	-82.78191	024162075										NO	TIMMCDONALD@SETEL.COM	
2011	PLANT MANAGER	CURT TACKETT	41653CTNPT10BAL	ACTION PETROLEUM CO LTD	10 BALDWIN ST	PRESTONSBURG	FLOYD	KY	41653	ACTION PETROLEUM CO LTD	PO BOX 609	PRESTONSBURG	KY		41653	YES	NO	NO	NO	TIM MCDONALD	6068862368	5171							424720						37.671238	-82.78191	024162075										NO	TIMMCDONALD@SETEL.COM	
2011	PLANT MANAGER	CURT TACKETT	41653CTNPT10BAL	ACTION PETROLEUM CO LTD	10 BALDWIN ST	PRESTONSBURG	FLOYD	KY	41653	ACTION PETROLEUM CO LTD	PO BOX 609	PRESTONSBURG	KY		41653	YES	NO	NO	NO	TIM MCDONALD	6068862368	5171							424720						37.671238	-82.78191	024162075										NO	TIMMCDONALD@SETEL.COM	
2011	PLANT MANAGER	CURT TACKETT	41653CTNPT10BAL	ACTION PETROLEUM CO LTD	10 BALDWIN ST	PRESTONSBURG	FLOYD	KY	41653	ACTION PETROLEUM CO LTD	PO BOX 609	PRESTONSBURG	KY		41653	YES	NO	NO	NO	TIM MCDONALD	6068862368	5171							424720						37.671238	-82.78191	024162075										NO	TIMMCDONALD@SETEL.COM	
2011	PLANT MANAGER	CURT TACKETT	41653CTNPT10BAL	ACTION PETROLEUM CO LTD	10 BALDWIN ST	PRESTONSBURG	FLOYD	KY	41653	ACTION PETROLEUM CO LTD	PO BOX 609	PRESTONSBURG	KY		41653	YES	NO	NO	NO	TIM MCDONALD	6068862368	5171							424720						37.671238	-82.78191	024162075										NO	TIMMCDONALD@SETEL.COM	
2011	PLANT MANAGER	CURT TACKETT	41653CTNPT10BAL	ACTION PETROLEUM CO LTD	10 BALDWIN ST	PRESTONSBURG	FLOYD	KY	41653	ACTION PETROLEUM CO LTD	PO BOX 609	PRESTONSBURG	KY		41653	YES	NO	NO	NO	TIM MCDONALD	6068862368	5171							424720						37.671238	-82.78191	024162075										NO	TIMMCDONALD@SETEL.COM	
2011	PLANT MANAGER	CURT TACKETT	41653CTNPT10BAL	ACTION PETROLEUM CO LTD	10 BALDWIN ST	PRESTONSBURG	FLOYD	KY	41653	ACTION PETROLEUM CO LTD	PO BOX 609	PRESTONSBURG	KY		41653	YES	NO	NO	NO	TIM MCDONALD	6068862368	5171							424720						37.671238	-82.78191	024162075										NO	TIMMCDONALD@SETEL.COM	
2011	PLANT MANAGER	CURT TACKETT	41653CTNPT10BAL	ACTION PETROLEUM CO LTD	10 BALDWIN ST	PRESTONSBURG	FLOYD	KY	41653	ACTION PETROLEUM CO LTD	PO BOX 609	PRESTONSBURG	KY		41653	YES	NO	NO	NO	TIM MCDONALD	6068862368	5171							424720						37.671238	-82.78191	024162075										NO	TIMMCDONALD@SETEL.COM	
2011	PLANT MANAGER	SCOTT GUENTHER	42701PTCHN1AUTO	AGC GLASS CO NORTH AMERICA	1 AUTO GLASS DR	ELIZABETHTOWN	HARDIN	KY	42701	AGC GLASS CO NORTH AMERICA	1 AUTO GLASS DR	ELIZABETHTOWN	KY		42701	YES	NO	NO	NO	TIM ROBERTSON	2707658267	3231							327215						37.66838	-85.9203	195036272								AGC FLAT GLASS NORTH AMERICA		NO	TIM.ROBERTSON@US.AGC.COM	
2011	PLANT MANAGER	DENNIS MOLLE'	42431FLTRTHIGHW	AHLSTROM FILTRATION LLC	215 NEBO RD	MADISONVILLE	HOPKINS	KY	42431	AHLSTROM FILTRATION LLC	PO BOX 1708	MADISONVILLE	KY		42431	YES	NO	NO	NO	SHAD CLAYTON	2708241566	2621							322121						37.347786	-87.500706	121786040								AHLSTROM		NO	SHAD.CLAYTON@AHLSTROM.COM	
2011	PLANT MANAGER	DENNIS MOLLE'	42431FLTRTHIGHW	AHLSTROM FILTRATION LLC	215 NEBO RD	MADISONVILLE	HOPKINS	KY	42431	AHLSTROM FILTRATION LLC	PO BOX 1708	MADISONVILLE	KY		42431	YES	NO	NO	NO	SHAD CLAYTON	2708241566	2621							322121						37.347786	-87.500706	121786040								AHLSTROM		NO	SHAD.CLAYTON@AHLSTROM.COM	
2011	PLANT MANAGER	DENNIS MOLLE'	42431FLTRTHIGHW	AHLSTROM FILTRATION LLC	215 NEBO RD	MADISONVILLE	HOPKINS	KY	42431	AHLSTROM FILTRATION LLC	PO BOX 1708	MADISONVILLE	KY		42431	YES	NO	NO	NO	SHAD CLAYTON	2708241566	2621							322121						37.347786	-87.500706	121786040								AHLSTROM		NO	SHAD.CLAYTON@AHLSTROM.COM	
2011	EXECUTIVE VICE PRESIDENT OF OPERATIONS	CHUCK LATTA	40324LSVLL596TR	AICHI FORGE USA INC	596 TRIPORT RD	GEORGETOWN	SCOTT	KY	40324	AICHI FORGE USA INC	596 TRIPORT RD	GEORGETOWN	KY		40324	YES	NO	NO	NO	JEFF PORTWOOD	5025705365	3462							332111						38.28672	-84.55129	131524738								AICHI CORP LLC		NO	JEFF_PORTWOOD@AICHIFORGE.COM	
2011	EXECUTIVE VICE PRESIDENT OF OPERATIONS	CHUCK LATTA	40324LSVLL596TR	AICHI FORGE USA INC	596 TRIPORT RD	GEORGETOWN	SCOTT	KY	40324	AICHI FORGE USA INC	596 TRIPORT RD	GEORGETOWN	KY		40324	YES	NO	NO	NO	JEFF PORTWOOD	5025705365	3462							332111						38.28672	-84.55129	131524738								AICHI CORP LLC		NO	JEFF_PORTWOOD@AICHIFORGE.COM	
2011	EXECUTIVE VICE PRESIDENT OF OPERATIONS	CHUCK LATTA	40324LSVLL596TR	AICHI FORGE USA INC	596 TRIPORT RD	GEORGETOWN	SCOTT	KY	40324	AICHI FORGE USA INC	596 TRIPORT RD	GEORGETOWN	KY		40324	YES	NO	NO	NO	JEFF PORTWOOD	5025705365	3462							332111						38.28672	-84.55129	131524738								AICHI CORP LLC		NO	JEFF_PORTWOOD@AICHIFORGE.COM	
2011	EXECUTIVE VICE PRESIDENT OF OPERATIONS	CHUCK LATTA	40324LSVLL596TR	AICHI FORGE USA INC	596 TRIPORT RD	GEORGETOWN	SCOTT	KY	40324	AICHI FORGE USA INC	596 TRIPORT RD	GEORGETOWN	KY		40324	YES	NO	NO	NO	JEFF PORTWOOD	5025705365	3462							332111						38.28672	-84.55129	131524738								AICHI CORP LLC		NO	JEFF_PORTWOOD@AICHIFORGE.COM	
2011	EXECUTIVE VICE PRESIDENT OF OPERATIONS	CHUCK LATTA	40324LSVLL596TR	AICHI FORGE USA INC	596 TRIPORT RD	GEORGETOWN	SCOTT	KY	40324	AICHI FORGE USA INC	596 TRIPORT RD	GEORGETOWN	KY		40324	YES	NO	NO	NO	JEFF PORTWOOD	5025705365	3462							332111						38.28672	-84.55129	131524738								AICHI CORP LLC		NO	JEFF_PORTWOOD@AICHIFORGE.COM	
2011	SITE MANAGER	MITCH TILLMAN	42029RPRDCHIGHW	AIR PRODUCTS & CHEMICALS INC	412 N MAIN ST	CALVERT CITY	MARSHALL	KY	420290097	AIR PRODUCTS & CHEMICALS INC	PO BOX 97	CALVERT CITY	KY		420290097	YES	NO	NO	NO	ANGELA TUCKER-PEELER	2703953707	2869							325199						37.045943	-88.3506	055831838								AIR PRODUCTS & CHEMICALS INC		NO	TUCKERAJ@AIRPRODUCTS.COM	
2011	SITE MANAGER	MITCH TILLMAN	42029RPRDCHIGHW	AIR PRODUCTS & CHEMICALS INC	412 N MAIN ST	CALVERT CITY	MARSHALL	KY	420290097	AIR PRODUCTS & CHEMICALS INC	PO BOX 97	CALVERT CITY	KY		420290097	YES	NO	NO	NO	ANGELA TUCKER-PEELER	2703953707	2869							325199						37.045943	-88.3506	055831838								AIR PRODUCTS & CHEMICALS INC		NO	TUCKERAJ@AIRPRODUCTS.COM	
2011	SITE MANAGER	MITCH TILLMAN	42029RPRDCHIGHW	AIR PRODUCTS & CHEMICALS INC	412 N MAIN ST	CALVERT CITY	MARSHALL	KY	420290097	AIR PRODUCTS & CHEMICALS INC	PO BOX 97	CALVERT CITY	KY		420290097	YES	NO	NO	NO	ANGELA TUCKER-PEELER	2703953707	2869							325199						37.045943	-88.3506	055831838								AIR PRODUCTS & CHEMICALS INC		NO	TUCKERAJ@AIRPRODUCTS.COM	
2011	SITE MANAGER	MITCH TILLMAN	42029RPRDCHIGHW	AIR PRODUCTS & CHEMICALS INC	412 N MAIN ST	CALVERT CITY	MARSHALL	KY	420290097	AIR PRODUCTS & CHEMICALS INC	PO BOX 97	CALVERT CITY	KY		420290097	YES	NO	NO	NO	ANGELA TUCKER-PEELER	2703953707	2869							325199						37.045943	-88.3506	055831838								AIR PRODUCTS & CHEMICALS INC		NO	TUCKERAJ@AIRPRODUCTS.COM	
2011	SITE MANAGER	MITCH TILLMAN	42029RPRDCHIGHW	AIR PRODUCTS & CHEMICALS INC	412 N MAIN ST	CALVERT CITY	MARSHALL	KY	420290097	AIR PRODUCTS & CHEMICALS INC	PO BOX 97	CALVERT CITY	KY		420290097	YES	NO	NO	NO	ANGELA TUCKER-PEELER	2703953707	2869							325199						37.045943	-88.3506	055831838								AIR PRODUCTS & CHEMICALS INC		NO	TUCKERAJ@AIRPRODUCTS.COM	
2011	SITE MANAGER	MITCH TILLMAN	42029RPRDCHIGHW	AIR PRODUCTS & CHEMICALS INC	412 N MAIN ST	CALVERT CITY	MARSHALL	KY	420290097	AIR PRODUCTS & CHEMICALS INC	PO BOX 97	CALVERT CITY	KY		420290097	YES	NO	NO	NO	ANGELA TUCKER-PEELER	2703953707	2869							325199						37.045943	-88.3506	055831838								AIR PRODUCTS & CHEMICALS INC		NO	TUCKERAJ@AIRPRODUCTS.COM	
2011	SITE MANAGER	MITCH TILLMAN	42029RPRDCHIGHW	AIR PRODUCTS & CHEMICALS INC	412 N MAIN ST	CALVERT CITY	MARSHALL	KY	420290097	AIR PRODUCTS & CHEMICALS INC	PO BOX 97	CALVERT CITY	KY		420290097	YES	NO	NO	NO	ANGELA TUCKER-PEELER	2703953707	2869							325199						37.045943	-88.3506	055831838								AIR PRODUCTS & CHEMICALS INC		NO	TUCKERAJ@AIRPRODUCTS.COM	
2011	SITE MANAGER	MITCH TILLMAN	42029RPRDCHIGHW	AIR PRODUCTS & CHEMICALS INC	412 N MAIN ST	CALVERT CITY	MARSHALL	KY	420290097	AIR PRODUCTS & CHEMICALS INC	PO BOX 97	CALVERT CITY	KY		420290097	YES	NO	NO	NO	ANGELA TUCKER-PEELER	2703953707	2869							325199						37.045943	-88.3506	055831838								AIR PRODUCTS & CHEMICALS INC		NO	TUCKERAJ@AIRPRODUCTS.COM	
2011	EH&S SPECIALIST HR	MARK FARLEY	40744SNTMT4870E	AISIN AUTOMOTIVE CASTING LLC	4870 E HWY 552	LONDON	LAUREL	KY	40744	AISIN AUTOMOTIVE CASTING LLC	4870 E HWY 552	LONDON	KY		40744	YES	NO	NO	NO	MARK FARLEY	6068786523	3363	3714						331521						37.019219	-84.11966	008892929								AISIN HOLDINGS OF AMERICA	121400142	NO		
2011	EH&S SPECIALIST HR	MARK FARLEY	40744SNTMT4870E	AISIN AUTOMOTIVE CASTING LLC	4870 E HWY 552	LONDON	LAUREL	KY	40744	AISIN AUTOMOTIVE CASTING LLC	4870 E HWY 552	LONDON	KY		40744	YES	NO	NO	NO	MARK FARLEY	6068786523	3363	3714						331521						37.019219	-84.11966	008892929								AISIN HOLDINGS OF AMERICA	121400142	NO		
2011	ENVIRONMENTAL AFFAIRS MANAGER	CHARLES GIBSON	41105RMCSHUSROU	AK STEEL CORP	170 ARMCO RD	ASHLAND	BOYD	KY	41101	AK STEEL CORP	170 ARMCO RD	ASHLAND	KY		41101	YES	NO	NO	NO	BARRY RACEY	5134252749	3312							331111						38.497778	-82.663056	606072130								AK STEEL CORP	606072130	NO	BARRY_RACEY@AKSTEEL.COM	
2011	ENVIRONMENTAL AFFAIRS MANAGER	CHARLES GIBSON	41105RMCSHUSROU	AK STEEL CORP	170 ARMCO RD	ASHLAND	BOYD	KY	41101	AK STEEL CORP	170 ARMCO RD	ASHLAND	KY		41101	YES	NO	NO	NO	BARRY RACEY	5134252749	3312							331111						38.497778	-82.663056	606072130								AK STEEL CORP	606072130	NO	BARRY_RACEY@AKSTEEL.COM	
2011	ENVIRONMENTAL AFFAIRS MANAGER	CHARLES GIBSON	41105RMCSHUSROU	AK STEEL CORP	170 ARMCO RD	ASHLAND	BOYD	KY	41101	AK STEEL CORP	170 ARMCO RD	ASHLAND	KY		41101	YES	NO	NO	NO	BARRY RACEY	5134252749	3312							331111						38.497778	-82.663056	606072130								AK STEEL CORP	606072130	NO	BARRY_RACEY@AKSTEEL.COM	
2011	ENVIRONMENTAL AFFAIRS MANAGER	CHARLES GIBSON	41105RMCSHUSROU	AK STEEL CORP	170 ARMCO RD	ASHLAND	BOYD	KY	41101	AK STEEL CORP	170 ARMCO RD	ASHLAND	KY		41101	YES	NO	NO	NO	BARRY RACEY	5134252749	3312							331111						38.497778	-82.663056	606072130								AK STEEL CORP	606072130	NO	BARRY_RACEY@AKSTEEL.COM	
2011	ENVIRONMENTAL AFFAIRS MANAGER	CHARLES GIBSON	41105RMCSHUSROU	AK STEEL CORP	170 ARMCO RD	ASHLAND	BOYD	KY	41101	AK STEEL CORP	170 ARMCO RD	ASHLAND	KY		41101	YES	NO	NO	NO	BARRY RACEY	5134252749	3312							331111						38.497778	-82.663056	606072130								AK STEEL CORP	606072130	NO	BARRY_RACEY@AKSTEEL.COM	
2011	ENVIRONMENTAL AFFAIRS MANAGER	CHARLES GIBSON	41105RMCSHUSROU	AK STEEL CORP	170 ARMCO RD	ASHLAND	BOYD	KY	41101	AK STEEL CORP	170 ARMCO RD	ASHLAND	KY		41101	YES	NO	NO	NO	BARRY RACEY	5134252749	3312							331111						38.497778	-82.663056	606072130								AK STEEL CORP	606072130	NO	BARRY_RACEY@AKSTEEL.COM	
2011	ENVIRONMENTAL AFFAIRS MANAGER	CHARLES GIBSON	41105RMCSHUSROU	AK STEEL CORP	170 ARMCO RD	ASHLAND	BOYD	KY	41101	AK STEEL CORP	170 ARMCO RD	ASHLAND	KY		41101	YES	NO	NO	NO	BARRY RACEY	5134252749	3312							331111						38.497778	-82.663056	606072130								AK STEEL CORP	606072130	NO	BARRY_RACEY@AKSTEEL.COM	
2011	ENVIRONMENTAL AFFAIRS MANAGER	CHARLES GIBSON	41105RMCSHUSROU	AK STEEL CORP	170 ARMCO RD	ASHLAND	BOYD	KY	41101	AK STEEL CORP	170 ARMCO RD	ASHLAND	KY		41101	YES	NO	NO	NO	BARRY RACEY	5134252749	3312							331111						38.497778	-82.663056	606072130								AK STEEL CORP	606072130	NO	BARRY_RACEY@AKSTEEL.COM	
2011	ENVIRONMENTAL AFFAIRS MANAGER	CHARLES GIBSON	41105RMCST4000E	AK STEEL CORP ASHLAND WORKS - COKE PLANT	U.S. 23	ASHLAND	BOYD	KY	41105	AK STEEL CORP ASHLAND WORKS - COKE PLANT	U.S. 23	ASHLAND	KY		41105	YES	NO	NO	NO	BARRY RACEY	5134252749	3312							331111						38.497778	-82.663056	606072130								AK STEEL CORP	606072130	NO	BARRY_RACEY@AKSTEEL.COM	
2011	ENVIRONMENTAL AFFAIRS MANAGER	CHARLES GIBSON	41105RMCST4000E	AK STEEL CORP ASHLAND WORKS - COKE PLANT	U.S. 23	ASHLAND	BOYD	KY	41105	AK STEEL CORP ASHLAND WORKS - COKE PLANT	U.S. 23	ASHLAND	KY		41105	YES	NO	NO	NO	BARRY RACEY	5134252749	3312							331111						38.497778	-82.663056	606072130								AK STEEL CORP	606072130	NO	BARRY_RACEY@AKSTEEL.COM	
