REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	PURCHASING MANAGER	LOUIS SZKLANECKI	60101STYDC450SL	1ST AYD CORP	1325 GATEWAY DR	ELGIN	KANE	IL	601247866	1ST AYD CORP	1325 GATEWAY DR	ELGIN	IL		60124-7866	YES	NO	NO	NO	TOM SCHREINER	8476220001	2841							325611						42.06501	-88.34328	077007649										NO	TSCHREINER@1STAYD.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PLANT MANAGER	PATRICK THORNTON	61242M    22614	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	ROCK ISLAND	IL	612429799	3M CO - CORDOVA	22614 RT 84 N	CORDOVA	IL		61242-9799	YES	NO	NO	NO	JEROME P TONNESON	3096542291	2899	2821						325998						41.755	-90.284167	006173082								3M CO	006173082	NO	JPTONNESON@MMM.COM	
2011	PRESIDENT	JOSEPH CURCI	60614FNKLS2011S	A FINKL & SONS CO	2011 N SOUTHPORT AVE	CHICAGO	COOK	IL	606144079	A FINKL & SONS CO	2011 N SOUTHPORT AVE	CHICAGO	IL		60614-4079	YES	NO	NO	NO	STEVE DENTEN	7739752562	3399							331111						41.91814	-87.663	005129697										NO	STEVED@FINKL.COM	
2011	PRESIDENT	JOSEPH CURCI	60614FNKLS2011S	A FINKL & SONS CO	2011 N SOUTHPORT AVE	CHICAGO	COOK	IL	606144079	A FINKL & SONS CO	2011 N SOUTHPORT AVE	CHICAGO	IL		60614-4079	YES	NO	NO	NO	STEVE DENTEN	7739752562	3399							331111						41.91814	-87.663	005129697										NO	STEVED@FINKL.COM	
2011	PRESIDENT	JOSEPH CURCI	60614FNKLS2011S	A FINKL & SONS CO	2011 N SOUTHPORT AVE	CHICAGO	COOK	IL	606144079	A FINKL & SONS CO	2011 N SOUTHPORT AVE	CHICAGO	IL		60614-4079	YES	NO	NO	NO	STEVE DENTEN	7739752562	3399							331111						41.91814	-87.663	005129697										NO	STEVED@FINKL.COM	
2011	PRESIDENT	JOSEPH CURCI	60614FNKLS2011S	A FINKL & SONS CO	2011 N SOUTHPORT AVE	CHICAGO	COOK	IL	606144079	A FINKL & SONS CO	2011 N SOUTHPORT AVE	CHICAGO	IL		60614-4079	YES	NO	NO	NO	STEVE DENTEN	7739752562	3399							331111						41.91814	-87.663	005129697										NO	STEVED@FINKL.COM	
2011	PRESIDENT	JOSEPH CURCI	60619VRSNC1355E	A FINKL & SONS CO	1355 E 93RD ST	CHICAGO	COOK	IL	60619	A FINKL & SONS CO	1355 E 93RD ST	CHICAGO	IL		60619	YES	NO	NO	NO	STEVE DENTEN	7739752562	3559							331111						41.72591	-87.59008	005129697										NO	STEVED@FINKL.COM	
2011	PRESIDENT	JOSEPH CURCI	60619VRSNC1355E	A FINKL & SONS CO	1355 E 93RD ST	CHICAGO	COOK	IL	60619	A FINKL & SONS CO	1355 E 93RD ST	CHICAGO	IL		60619	YES	NO	NO	NO	STEVE DENTEN	7739752562	3559							331111						41.72591	-87.59008	005129697										NO	STEVED@FINKL.COM	
2011	PRESIDENT	JOSEPH CURCI	60614FNKLS2011S	A FINKL & SONS CO	2011 N SOUTHPORT AVE	CHICAGO	COOK	IL	606144079	A FINKL & SONS CO	2011 N SOUTHPORT AVE	CHICAGO	IL		60614-4079	YES	NO	NO	NO	STEVE DENTEN	7739752562	3399							331111						41.91814	-87.663	005129697										NO	STEVED@FINKL.COM	
2011	PRESIDENT	JOSEPH CURCI	60619VRSNC1355E	A FINKL & SONS CO	1355 E 93RD ST	CHICAGO	COOK	IL	60619	A FINKL & SONS CO	1355 E 93RD ST	CHICAGO	IL		60619	YES	NO	NO	NO	STEVE DENTEN	7739752562	3559							331111						41.72591	-87.59008	005129697										NO	STEVED@FINKL.COM	
2011	PRESIDENT	JOSEPH CURCI	60619VRSNC1355E	A FINKL & SONS CO	1355 E 93RD ST	CHICAGO	COOK	IL	60619	A FINKL & SONS CO	1355 E 93RD ST	CHICAGO	IL		60619	YES	NO	NO	NO	STEVE DENTEN	7739752562	3559							331111						41.72591	-87.59008	005129697										NO	STEVED@FINKL.COM	
2011	PRESIDENT	JOSEPH CURCI	60619VRSNC1355E	A FINKL & SONS CO	1355 E 93RD ST	CHICAGO	COOK	IL	60619	A FINKL & SONS CO	1355 E 93RD ST	CHICAGO	IL		60619	YES	NO	NO	NO	STEVE DENTEN	7739752562	3559							331111						41.72591	-87.59008	005129697										NO	STEVED@FINKL.COM	
2011	PRESIDENT	JOSEPH CURCI	60619VRSNC1355E	A FINKL & SONS CO	1355 E 93RD ST	CHICAGO	COOK	IL	60619	A FINKL & SONS CO	1355 E 93RD ST	CHICAGO	IL		60619	YES	NO	NO	NO	STEVE DENTEN	7739752562	3559							331111						41.72591	-87.59008	005129697										NO	STEVED@FINKL.COM	
2011	PRESIDENT	JOSEPH CURCI	60614FNKLS2011S	A FINKL & SONS CO	2011 N SOUTHPORT AVE	CHICAGO	COOK	IL	606144079	A FINKL & SONS CO	2011 N SOUTHPORT AVE	CHICAGO	IL		60614-4079	YES	NO	NO	NO	STEVE DENTEN	7739752562	3399							331111						41.91814	-87.663	005129697										NO	STEVED@FINKL.COM	
2011	GENERAL MANAGER	KENT SEMELROTH	61109WRTCH84039	A-1 WIRE TECH INC	4550 KISHWAUKEE ST	ROCKFORD	WINNEBAGO	IL	61109	A-1 WIRE TECH INC	4550 KISHWAUKEE ST	ROCKFORD	IL		61109	YES	NO	NO	NO	JEFF MOORE	2163345597	3356							331491						42.21426	-89.08689	009027970								PRECISION CASTPARTS CORP	009027970	NO	JMOORE@SPECIALMETALS.COM	
2011	GENERAL MANAGER	KENT SEMELROTH	61109WRTCH84039	A-1 WIRE TECH INC	4550 KISHWAUKEE ST	ROCKFORD	WINNEBAGO	IL	61109	A-1 WIRE TECH INC	4550 KISHWAUKEE ST	ROCKFORD	IL		61109	YES	NO	NO	NO	JEFF MOORE	2163345597	3356							331491						42.21426	-89.08689	009027970								PRECISION CASTPARTS CORP	009027970	NO	JMOORE@SPECIALMETALS.COM	
2011	GENERAL MANAGER	KENT SEMELROTH	61109WRTCH84039	A-1 WIRE TECH INC	4550 KISHWAUKEE ST	ROCKFORD	WINNEBAGO	IL	61109	A-1 WIRE TECH INC	4550 KISHWAUKEE ST	ROCKFORD	IL		61109	YES	NO	NO	NO	JEFF MOORE	2163345597	3356							331491						42.21426	-89.08689	009027970								PRECISION CASTPARTS CORP	009027970	NO	JMOORE@SPECIALMETALS.COM	
2011	GENERAL MANAGER	KENT SEMELROTH	61109WRTCH84039	A-1 WIRE TECH INC	4550 KISHWAUKEE ST	ROCKFORD	WINNEBAGO	IL	61109	A-1 WIRE TECH INC	4550 KISHWAUKEE ST	ROCKFORD	IL		61109	YES	NO	NO	NO	JEFF MOORE	2163345597	3356							331491						42.21426	-89.08689	009027970								PRECISION CASTPARTS CORP	009027970	NO	JMOORE@SPECIALMETALS.COM	
2011	GENERAL MANAGER	KENT SEMELROTH	61109WRTCH84039	A-1 WIRE TECH INC	4550 KISHWAUKEE ST	ROCKFORD	WINNEBAGO	IL	61109	A-1 WIRE TECH INC	4550 KISHWAUKEE ST	ROCKFORD	IL		61109	YES	NO	NO	NO	JEFF MOORE	2163345597	3356							331491						42.21426	-89.08689	009027970								PRECISION CASTPARTS CORP	009027970	NO	JMOORE@SPECIALMETALS.COM	
2011	VICE PRESIDENT OF ADMINISTRATION	SCOTT TORPHY	60131LLDDC3021C	AALLIED DIE CASTING CO OF IL	3021 CULLERTON DR	FRANKLIN PARK	COOK	IL	601312258	AALLIED DIE CASTING CO OF IL	3021 CULLERTON DR	FRANKLIN PARK	IL		60131-2258	YES	NO	NO	NO	SCOTT TORPHY	8474551950	3363							331521						41.93403	-87.89205									RCM INDUSTRIES		NO	STORPHY@RCMINDUSTRIES.COM	
2011	VICE PRESIDENT OF ADMINISTRATION	SCOTT TORPHY	60131LLDDC3021C	AALLIED DIE CASTING CO OF IL	3021 CULLERTON DR	FRANKLIN PARK	COOK	IL	601312258	AALLIED DIE CASTING CO OF IL	3021 CULLERTON DR	FRANKLIN PARK	IL		60131-2258	YES	NO	NO	NO	SCOTT TORPHY	8474551950	3363							331521						41.93403	-87.89205									RCM INDUSTRIES		NO	STORPHY@RCMINDUSTRIES.COM	
2011	VICE PRESIDENT OF ADMINISTRATION	SCOTT TORPHY	60131LLDDC3021C	AALLIED DIE CASTING CO OF IL	3021 CULLERTON DR	FRANKLIN PARK	COOK	IL	601312258	AALLIED DIE CASTING CO OF IL	3021 CULLERTON DR	FRANKLIN PARK	IL		60131-2258	YES	NO	NO	NO	SCOTT TORPHY	8474551950	3363							331521						41.93403	-87.89205									RCM INDUSTRIES		NO	STORPHY@RCMINDUSTRIES.COM	
2011	VICE PRESIDENT OF ADMINISTRATION	SCOTT TORPHY	60131LLDDC3021C	AALLIED DIE CASTING CO OF IL	3021 CULLERTON DR	FRANKLIN PARK	COOK	IL	601312258	AALLIED DIE CASTING CO OF IL	3021 CULLERTON DR	FRANKLIN PARK	IL		60131-2258	YES	NO	NO	NO	SCOTT TORPHY	8474551950	3363							331521						41.93403	-87.89205									RCM INDUSTRIES		NO	STORPHY@RCMINDUSTRIES.COM	
2011	VICE PRESIDENT OF ADMINISTRATION	SCOTT TORPHY	60131LLDDC3021C	AALLIED DIE CASTING CO OF IL	3021 CULLERTON DR	FRANKLIN PARK	COOK	IL	601312258	AALLIED DIE CASTING CO OF IL	3021 CULLERTON DR	FRANKLIN PARK	IL		60131-2258	YES	NO	NO	NO	SCOTT TORPHY	8474551950	3363							331521						41.93403	-87.89205									RCM INDUSTRIES		NO	STORPHY@RCMINDUSTRIES.COM	
2011	VICE PRESIDENT OF ADMINISTRATION	SCOTT TORPHY	60131LLDDC3021C	AALLIED DIE CASTING CO OF IL	3021 CULLERTON DR	FRANKLIN PARK	COOK	IL	601312258	AALLIED DIE CASTING CO OF IL	3021 CULLERTON DR	FRANKLIN PARK	IL		60131-2258	YES	NO	NO	NO	SCOTT TORPHY	8474551950	3363							331521						41.93403	-87.89205									RCM INDUSTRIES		NO	STORPHY@RCMINDUSTRIES.COM	
2011	VICE PRESIDENT OF ADMINISTRATION	SCOTT TORPHY	60131LLDDC3021C	AALLIED DIE CASTING CO OF IL	3021 CULLERTON DR	FRANKLIN PARK	COOK	IL	601312258	AALLIED DIE CASTING CO OF IL	3021 CULLERTON DR	FRANKLIN PARK	IL		60131-2258	YES	NO	NO	NO	SCOTT TORPHY	8474551950	3363							331521						41.93403	-87.89205									RCM INDUSTRIES		NO	STORPHY@RCMINDUSTRIES.COM	
2011	VP GLOBAL EHS	ROBERT MORRISON	60064BBTTLINTER	ABBOTT LABORATORIES - ABBOTT P ARK FACILITY	100 ABBOTT PARK RD	ABBOTT PARK	LAKE	IL	600643500	ABBOTT LABORATORIES - ABBOTT P ARK FACILITY	200 ABBOTT PARK ROADDEPT. 05G3, BLDG. AP52S	ABBOTT PARK	IL		600646214	YES	NO	NO	NO	THOMAS THORNTON	8479372029	2834	2833	2835					325412						42.30227	-87.89065	001307602								ABBOTT LABORATORIES	001307602	NO	THOMAS.THORNTON@ABBOTT.COM	
2011	VP GLOBAL EHS	ROBERT MORRISON	60064BBTTL1400N	ABBOTT LABORATORIES - NORTH CH ICAGO FACILITY	1401 SHERIDAN RD	NORTH CHICAGO	LAKE	IL	600644000	ABBOTT LABORATORIES - NORTH CH ICAGO FACILITY	200 ABBOTT PARK RD (05G3; AP52S)	ABBOTT PARK	IL		600646214	YES	NO	NO	NO	THOMAS THORNTON	8479372029	2833	2834	2879					325411	325320	325412				42.33405	-87.83849	001307602								ABBOTT LABORATORIES	001307602	NO	THOMAS.THORNTON@ABBOTT.COM	
2011	VP GLOBAL EHS	ROBERT MORRISON	60064BBTTL1400N	ABBOTT LABORATORIES - NORTH CH ICAGO FACILITY	1401 SHERIDAN RD	NORTH CHICAGO	LAKE	IL	600644000	ABBOTT LABORATORIES - NORTH CH ICAGO FACILITY	200 ABBOTT PARK RD (05G3; AP52S)	ABBOTT PARK	IL		600646214	YES	NO	NO	NO	THOMAS THORNTON	8479372029	2833	2834	2879					325411	325320	325412				42.33405	-87.83849	001307602								ABBOTT LABORATORIES	001307602	NO	THOMAS.THORNTON@ABBOTT.COM	
2011	VP GLOBAL EHS	ROBERT MORRISON	60064BBTTL1400N	ABBOTT LABORATORIES - NORTH CH ICAGO FACILITY	1401 SHERIDAN RD	NORTH CHICAGO	LAKE	IL	600644000	ABBOTT LABORATORIES - NORTH CH ICAGO FACILITY	200 ABBOTT PARK RD (05G3; AP52S)	ABBOTT PARK	IL		600646214	YES	NO	NO	NO	THOMAS THORNTON	8479372029	2833	2834	2879					325411	325320	325412				42.33405	-87.83849	001307602								ABBOTT LABORATORIES	001307602	NO	THOMAS.THORNTON@ABBOTT.COM	
2011	VP GLOBAL EHS	ROBERT MORRISON	60064BBTTL1400N	ABBOTT LABORATORIES - NORTH CH ICAGO FACILITY	1401 SHERIDAN RD	NORTH CHICAGO	LAKE	IL	600644000	ABBOTT LABORATORIES - NORTH CH ICAGO FACILITY	200 ABBOTT PARK RD (05G3; AP52S)	ABBOTT PARK	IL		600646214	YES	NO	NO	NO	THOMAS THORNTON	8479372029	2833	2834	2879					325411	325320	325412				42.33405	-87.83849	001307602								ABBOTT LABORATORIES	001307602	NO	THOMAS.THORNTON@ABBOTT.COM	
