REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	PLANT MANAGER	GEOFFREY STIDHAM	19014CSTMC50MIL	3M ASTON	50 MILTON DR	CHESTER TOWNSHIP	DELAWARE	PA	19013	3M ASTON	50 MILTON DR	ASTON	PA		19014	YES	NO	NO	NO	GEOFFERY STIDHAM	6104977002	2821							325211						39.855827	-75.411858	022473735								3M CO	006173082	NO	GLSTIDHAM@MMM.COM	
2011	CEO	HOWARD STEINBERG	1903WBNGTN55LDB	ABINGTON RELDAN METALS LLC	550 OLD BORDENTOWN RD	FAIRLESS HILLS	BUCKS	PA	19030	ABINGTON RELDAN METALS LLC	550 OLD BORDENTOWN RD	FAIRLESS HILLS	PA		19030	YES	NO	NO	NO	ROBERT KORODAN	2673162000								331419						40.1675	-74.758056											NO	RKORODAN@ARMETALS.COM	
2011	CEO	HOWARD STEINBERG	1903WBNGTN55LDB	ABINGTON RELDAN METALS LLC	550 OLD BORDENTOWN RD	FAIRLESS HILLS	BUCKS	PA	19030	ABINGTON RELDAN METALS LLC	550 OLD BORDENTOWN RD	FAIRLESS HILLS	PA		19030	YES	NO	NO	NO	ROBERT KORODAN	2673162000								331419						40.1675	-74.758056											NO	RKORODAN@ARMETALS.COM	
2011	CEO	HOWARD STEINBERG	1903WBNGTN55LDB	ABINGTON RELDAN METALS LLC	550 OLD BORDENTOWN RD	FAIRLESS HILLS	BUCKS	PA	19030	ABINGTON RELDAN METALS LLC	550 OLD BORDENTOWN RD	FAIRLESS HILLS	PA		19030	YES	NO	NO	NO	ROBERT KORODAN	2673162000								331419						40.1675	-74.758056											NO	RKORODAN@ARMETALS.COM	
2011	EXECUTIVE VICE PRESIDENT TECHNOLOGY	JEFFREY FARINA	19426NFRMT200WE	ACCELLENT COLLEGEVILLE	200 W 7TH AVE	TRAPPE	MONTGOMERY	PA	194260992	ACCELLENT COLLEGEVILLE	200 W 7TH AVE	TRAPPE	PA		19426-0992	YES	NO	NO	NO	HARRY SMITH	6104890300	3498							331210						40.19506	-75.48696	826628211								ACCELLENT INC	799554931	NO		
2011	EXECUTIVE VICE PRESIDENT TECHNOLOGY	JEFFREY FARINA	19426NFRMT200WE	ACCELLENT COLLEGEVILLE	200 W 7TH AVE	TRAPPE	MONTGOMERY	PA	194260992	ACCELLENT COLLEGEVILLE	200 W 7TH AVE	TRAPPE	PA		19426-0992	YES	NO	NO	NO	HARRY SMITH	6104890300	3498							331210						40.19506	-75.48696	826628211								ACCELLENT INC	799554931	NO		
2011	EXECUTIVE VICE PRESIDENT TECHNOLOGY	JEFFREY FARINA	19426NFRMT200WE	ACCELLENT COLLEGEVILLE	200 W 7TH AVE	TRAPPE	MONTGOMERY	PA	194260992	ACCELLENT COLLEGEVILLE	200 W 7TH AVE	TRAPPE	PA		19426-0992	YES	NO	NO	NO	HARRY SMITH	6104890300	3498							331210						40.19506	-75.48696	826628211								ACCELLENT INC	799554931	NO		
2011	EXECUTIVE VICE PRESIDENT TECHNOLOGY	JEFFREY FARINA	19426NFRMT200WE	ACCELLENT COLLEGEVILLE	200 W 7TH AVE	TRAPPE	MONTGOMERY	PA	194260992	ACCELLENT COLLEGEVILLE	200 W 7TH AVE	TRAPPE	PA		19426-0992	YES	NO	NO	NO	HARRY SMITH	6104890300	3498							331210						40.19506	-75.48696	826628211								ACCELLENT INC	799554931	NO		
2011	EXECUTIVE VICE PRESIDENT TECHNOLOGY	JEFFREY FARINA	19426NFRMT200WE	ACCELLENT COLLEGEVILLE	200 W 7TH AVE	TRAPPE	MONTGOMERY	PA	194260992	ACCELLENT COLLEGEVILLE	200 W 7TH AVE	TRAPPE	PA		19426-0992	YES	NO	NO	NO	HARRY SMITH	6104890300	3498							331210						40.19506	-75.48696	826628211								ACCELLENT INC	799554931	NO		
2011	MAINTENANCE SUPERVISOR	MARK WEBER	1650WCCSPC814HA	ACCU SPEC ELECTRONICS	8140 HAWTHORNE DR	ERIE	ERIE	PA	165094654	ACCU SPEC ELECTRONICS	8140 HAWTHORNE DR	ERIE	PA		16509-4654	YES	NO	NO	NO	MARK WEBER	8144642029								334418						42.041748	-80.091512	783190168										NO	MWEBER@ACCU-EMS.COM	
2011	CFO	BRUCE WRIGHT	19451CCPCN151IN	ACCUPAC INC	1501 INDUSTRIAL BLVD	MAINLAND	MONTGOMERY	PA	194510200	ACCUPAC INC	PO BOX 200	MAINLAND	PA		19451-0200	NO	NO	NO	NO	MARK MIELE	7326709239	2844							325620						40.256111	-75.353889	071609663										NO	MMIELE@ACCUPAC.COM	
2011	EHS MANAGER	JOSEPH JOHNSON	16503KWLP 1015E	ACCURIDE ERIE	1015 E 12TH ST	ERIE	ERIE	PA	16503	ACCURIDE ERIE	1015 E 12TH ST	ERIE	PA		16503	YES	NO	NO	NO	BRENT SMITH	8144806418	3463							332112						42.13172	-80.05827	015631021								ACCURIDE CORP	161778352	NO	BSMITH@ACCURIDECORP.COM	
2011	EHS MANAGER	JOSEPH JOHNSON	16503KWLP 1015E	ACCURIDE ERIE	1015 E 12TH ST	ERIE	ERIE	PA	16503	ACCURIDE ERIE	1015 E 12TH ST	ERIE	PA		16503	YES	NO	NO	NO	BRENT SMITH	8144806418	3463							332112						42.13172	-80.05827	015631021								ACCURIDE CORP	161778352	NO	BSMITH@ACCURIDECORP.COM	
2011	PLANT MANAGER	KELLY REITNAUER	18103RPRDC2801M	ACME CRYOGENICS INC	2801 MITCHELL AVE	ALLENTOWN	LEHIGH	PA	18103	ACME CRYOGENICS INC	2801 MITCHELL AVE	ALLENTOWN	PA		18103	YES	NO	NO	NO	KELLY REITNAUER	6107917909	3494							332919						40.56107	-75.48079	059285528										NO	KREITNAUER@ACMECRYO.COM	
2011	PRESIDENT	GREGORY ACOPIAN	18045CPNTC131LO	ACOPIAN TECHNICAL CO	131 LOOMIS ST	EASTON	NORTHAMPTON	PA	18045	ACOPIAN TECHNICAL CO	PO BOX 638	EASTON	PA		18044	YES	NO	NO	NO	CHARLES PIAZZA	6102586149	3679							335999						40.679917	-75.264032	002388098		PAD002388098						ACOPIAN TECHNICAL CO	002388098	NO	CHUCK@ACOPIAN.COM	
2011	CONSULTING ENGINEER	ALFRED YATES	19310CTNMF500BA	ACTION MANUFACTURING CO	500 BAILEY CROSSROADS RD	ATGLEN	CHESTER	PA	19310	ACTION MANUFACTURING CO	500 BAILEY CROSSROADS RD	ATGLEN	PA		19310	YES	NO	NO	NO	RANDY AUKAMP	6105936905	2892							325920						39.90251	-75.96777	148408578								ACTION MANUFACTURING CO		NO	RAUKAMP@ACTION-MFG.COM	
2011	CONSULTING ENGINEER	ALFRED YATES	19134CTNMN100EE	ACTION MANUFACTURING CO	100 E ERIE AVE	PHILADELPHIA	PHILADELPHIA	PA	19134	ACTION MANUFACTURING CO	100 E ERIE AVE	PHILADELPHIA	PA		19134	YES	NO	NO	NO	RANDY AUKAMP	6105936905	2892							333512						40.00761	-75.12638	148408578								ACTION MANUFACTURING CO		NO	RAUKAMP@ACTION-MFG.COM	
2011	VP	JILL NISSEN	18969CTVBR330PR	ACTIVE BRASS FOUNDRY	330 PROGRESS DR	TELFORD	BUCKS	PA	18969	ACTIVE BRASS FOUNDRY	330 PROGRESS DR	TELFORD	PA		18969	NO	NO	NO	NO			3365							331525						40.337749	-75.305122	002337897										NO		
2011	PRESIDENT	TERENCE NEVILLE	18640CTNTC100TH	ACTON TECHNOLOGIES INC	100 THOMPSON ST	PITTSTON	LUZERNE	PA	18640	ACTON TECHNOLOGIES INC	100 THOMPSON ST	PITTSTON	PA		18640	YES	NO	NO	NO	TERENCE NEVILLE	5706540612	3081	2843	2891	2899				326113						41.30872	-75.80299	043875715										NO	TNEVILLE@ACTONTECH.COM	
2011	PRESIDENT	TERENCE NEVILLE	18640CTNTC100TH	ACTON TECHNOLOGIES INC	100 THOMPSON ST	PITTSTON	LUZERNE	PA	18640	ACTON TECHNOLOGIES INC	100 THOMPSON ST	PITTSTON	PA		18640	YES	NO	NO	NO	TERENCE NEVILLE	5706540612	3081	2843	2891	2899				326113						41.30872	-75.80299	043875715										NO	TNEVILLE@ACTONTECH.COM	
2011	DIRECTOR, GLOBAL EHS	HAROLD HART	17327DHSVSRTE21	ADHESIVES RESEARCH INC	400 SEAKS RUN RD	GLEN ROCK	YORK	PA	173270100	ADHESIVES RESEARCH INC	400 SEAKS RUN RD	GLEN ROCK	PA		17327-0100	YES	NO	NO	NO	GEORGE CRAMER	7172357979	2672	2891						322222						39.8268	-76.6928	003010345										NO	GCRAMER@ARGLOBAL.COM	
2011	DIRECTOR, GLOBAL EHS	HAROLD HART	17327DHSVSRTE21	ADHESIVES RESEARCH INC	400 SEAKS RUN RD	GLEN ROCK	YORK	PA	173270100	ADHESIVES RESEARCH INC	400 SEAKS RUN RD	GLEN ROCK	PA		17327-0100	YES	NO	NO	NO	GEORGE CRAMER	7172357979	2672	2891						322222						39.8268	-76.6928	003010345										NO	GCRAMER@ARGLOBAL.COM	
2011	DIRECTOR, GLOBAL EHS	HAROLD HART	17327DHSVSRTE21	ADHESIVES RESEARCH INC	400 SEAKS RUN RD	GLEN ROCK	YORK	PA	173270100	ADHESIVES RESEARCH INC	400 SEAKS RUN RD	GLEN ROCK	PA		17327-0100	YES	NO	NO	NO	GEORGE CRAMER	7172357979	2672	2891						322222						39.8268	-76.6928	003010345										NO	GCRAMER@ARGLOBAL.COM	
2011	DIRECTOR, GLOBAL EHS	HAROLD HART	17327DHSVSRTE21	ADHESIVES RESEARCH INC	400 SEAKS RUN RD	GLEN ROCK	YORK	PA	173270100	ADHESIVES RESEARCH INC	400 SEAKS RUN RD	GLEN ROCK	PA		17327-0100	YES	NO	NO	NO	GEORGE CRAMER	7172357979	2672	2891						322222						39.8268	-76.6928	003010345										NO	GCRAMER@ARGLOBAL.COM	
2011	DIRECTOR, GLOBAL EHS	HAROLD HART	17327DHSVSRTE21	ADHESIVES RESEARCH INC	400 SEAKS RUN RD	GLEN ROCK	YORK	PA	173270100	ADHESIVES RESEARCH INC	400 SEAKS RUN RD	GLEN ROCK	PA		17327-0100	YES	NO	NO	NO	GEORGE CRAMER	7172357979	2672	2891						322222						39.8268	-76.6928	003010345										NO	GCRAMER@ARGLOBAL.COM	
2011	ENVIRONMENTAL SPECIALIST	JAMES TYLER	17011CNTRL2000H	ADM ALLIANCE NUTRITION INC	2000 HUMMEL AVE	CAMP HILL	CUMBERLAND	PA	17011	ADM ALLIANCE NUTRITION INC	2000 HUMMEL AVE	CAMP HILL	PA		17011	YES	NO	NO	NO	TIM MINNICH	7177615200	2048							311119						40.23385	-76.91376	849684428								ADM ALLIANCE NUTRITION INC	001307586	NO	TIM.MINNICH@ADM.COM	
2011	ENVIRONMENTAL SPECIALIST	JAMES TYLER	17011CNTRL2000H	ADM ALLIANCE NUTRITION INC	2000 HUMMEL AVE	CAMP HILL	CUMBERLAND	PA	17011	ADM ALLIANCE NUTRITION INC	2000 HUMMEL AVE	CAMP HILL	PA		17011	YES	NO	NO	NO	TIM MINNICH	7177615200	2048							311119						40.23385	-76.91376	849684428								ADM ALLIANCE NUTRITION INC	001307586	NO	TIM.MINNICH@ADM.COM	
2011	ENVIRONMENTAL SPECIALIST	JAMES TYLER	17011CNTRL2000H	ADM ALLIANCE NUTRITION INC	2000 HUMMEL AVE	CAMP HILL	CUMBERLAND	PA	17011	ADM ALLIANCE NUTRITION INC	2000 HUMMEL AVE	CAMP HILL	PA		17011	YES	NO	NO	NO	TIM MINNICH	7177615200	2048							311119						40.23385	-76.91376	849684428								ADM ALLIANCE NUTRITION INC	001307586	NO	TIM.MINNICH@ADM.COM	
2011	DIVISION ENVIRONMENTAL MANAGER	JOSEPH PORTER	17011DMMLLSPANG	ADM MILLING CO	SPANGLER RD	CAMP HILL	CUMBERLAND	PA	17011	ADM MILLING CO	PO BOX 3100	SHIREMANSTOWN	PA		17011	YES	NO	NO	NO	DREW STEWART	7177370529	2041							311211						40.23048	-76.93177	003026879								ARCHER DANIELS MIDLAND CO	001307586	NO	DREW.STEWART@ADM.COM	
2011	PRESIDENT	JEFFREY A. BEHM	19565DMXTRFURNA	ADMIXTURES INC	200 FURNACE RD	WERNERSVILLE	BERKS	PA	19565	ADMIXTURES INC	PO BOX 225	WERNERSVILLE	PA		19565	YES	NO	NO	NO	JEFFREY A. BEHM	6107750371	5169							424690						40.32947	-76.08988											NO	NA	
2011	PLANT ENGINEER & MAINTENANCE MANAGER	DAVID MOYER	16335DVNCDPOBOX	ADVANCED CAST PRODUCTS INC	18700 MILL ST	MEADVILLE	CRAWFORD	PA	163353644	ADVANCED CAST PRODUCTS INC	18700 MILL ST	MEADVILLE	PA		16335-3644	YES	NO	NO	NO	JEFFERY TOMHAVE	8147242600	3321							331511						41.62715	-80.16315	604138743								NEENAH ENTERPRISES INC	023876381	NO	JEFF.TOMHAVE@NEENAHENTERPRISES.COM	
2011	PLANT ENGINEER & MAINTENANCE MANAGER	DAVID MOYER	16335DVNCDPOBOX	ADVANCED CAST PRODUCTS INC	18700 MILL ST	MEADVILLE	CRAWFORD	PA	163353644	ADVANCED CAST PRODUCTS INC	18700 MILL ST	MEADVILLE	PA		16335-3644	YES	NO	NO	NO	JEFFERY TOMHAVE	8147242600	3321							331511						41.62715	-80.16315	604138743								NEENAH ENTERPRISES INC	023876381	NO	JEFF.TOMHAVE@NEENAHENTERPRISES.COM	
2011	PLANT ENGINEER & MAINTENANCE MANAGER	DAVID MOYER	16335DVNCDPOBOX	ADVANCED CAST PRODUCTS INC	18700 MILL ST	MEADVILLE	CRAWFORD	PA	163353644	ADVANCED CAST PRODUCTS INC	18700 MILL ST	MEADVILLE	PA		16335-3644	YES	NO	NO	NO	JEFFERY TOMHAVE	8147242600	3321							331511						41.62715	-80.16315	604138743								NEENAH ENTERPRISES INC	023876381	NO	JEFF.TOMHAVE@NEENAHENTERPRISES.COM	
2011	PLANT MANGER	DAVID PARISH	19020DVNCD420IM	ADVANCED LUBRICATION SPECIALTIES	420 IMPERIAL CT E	BENSALEM	BUCKS	PA	19020	ADVANCED LUBRICATION SPECIALTIES	420 IMPERIAL CT E	BENSALEM	PA		19020	YES	NO	NO	NO	US COMPLIANCE	9522523000	2992							324191						40.070314	-74.942472	112747100										NO	EPCRA@USCOMPLIANCE.COM	
2011	PRESIDENT	THOMAS SCANIO	15632DVNCD9001C	ADVANCED MANUFACTURING TECHNOL OGIES INC	9001 CORPORATE CIR	EXPORT	WESTMORELAND	PA	15632	ADVANCED MANUFACTURING TECHNOL OGIES INC	9001 CORPORATE CIR	EXPORT	PA		15632	YES	NO	NO	NO	THOMAS J. SCANIO	7243273001	3679							334418						40.39976	-79.61542	783683808								INNOVATRIC INC		NO	TSCANIO@AMTSUPPORT.COM	
2011	EHS COMPLIANCE SPECILIST		16037CNCCRLOWER	ADVANCED POLYMER TECHNOLOGY	109 CONICA LN	HARMONY	BUTLER	PA	16037	ADVANCED POLYMER TECHNOLOGY	109 CONICA LN	HARMONY	PA		16037	YES	NO	NO	NO	HOLLY SANTILO	7244521330	2851							325510	333319	325211				40.835278	-80.098611	879176329										NO	SANTILO@ADVPOLYTECH.COM	
2011	EHS COMPLIANCE SPECILIST		16037CNCCRLOWER	ADVANCED POLYMER TECHNOLOGY	109 CONICA LN	HARMONY	BUTLER	PA	16037	ADVANCED POLYMER TECHNOLOGY	109 CONICA LN	HARMONY	PA		16037	YES	NO	NO	NO	HOLLY SANTILO	7244521330	2851							325510	333319	325211				40.835278	-80.098611	879176329										NO	SANTILO@ADVPOLYTECH.COM	
2011	EHS COMPLIANCE SPECILIST		16037CNCCRLOWER	ADVANCED POLYMER TECHNOLOGY	109 CONICA LN	HARMONY	BUTLER	PA	16037	ADVANCED POLYMER TECHNOLOGY	109 CONICA LN	HARMONY	PA		16037	YES	NO	NO	NO	HOLLY SANTILO	7244521330	2851							325510	333319	325211				40.835278	-80.098611	879176329										NO	SANTILO@ADVPOLYTECH.COM	
2011	EHS COMPLIANCE SPECILIST		16037CNCCRLOWER	ADVANCED POLYMER TECHNOLOGY	109 CONICA LN	HARMONY	BUTLER	PA	16037	ADVANCED POLYMER TECHNOLOGY	109 CONICA LN	HARMONY	PA		16037	YES	NO	NO	NO	HOLLY SANTILO	7244521330	2851							325510	333319	325211				40.835278	-80.098611	879176329										NO	SANTILO@ADVPOLYTECH.COM	
2011	EHS COMPLIANCE SPECILIST		16037CNCCRLOWER	ADVANCED POLYMER TECHNOLOGY	109 CONICA LN	HARMONY	BUTLER	PA	16037	ADVANCED POLYMER TECHNOLOGY	109 CONICA LN	HARMONY	PA		16037	YES	NO	NO	NO	HOLLY SANTILO	7244521330	2851							325510	333319	325211				40.835278	-80.098611	879176329										NO	SANTILO@ADVPOLYTECH.COM	
2011	EHS COMPLIANCE SPECILIST		16037CNCCRLOWER	ADVANCED POLYMER TECHNOLOGY	109 CONICA LN	HARMONY	BUTLER	PA	16037	ADVANCED POLYMER TECHNOLOGY	109 CONICA LN	HARMONY	PA		16037	YES	NO	NO	NO	HOLLY SANTILO	7244521330	2851							325510	333319	325211				40.835278	-80.098611	879176329										NO	SANTILO@ADVPOLYTECH.COM	
2011	PRESIDENT	STEPHEN AUL	1585WDVNTG44SPL	ADVANTAGE METAL POWDERS INC	44 SPLEEN RD	RIDGWAY	ELK	PA	15853	ADVANTAGE METAL POWDERS INC	44 SPLEEN RD	RIDGWAY	PA		15853	YES	NO	NO	NO	STEPHEN K. AUL	8147725363								332999						41.38174	-78.68583											NO	SAUL@ADVANTAGEMPI.COM	
2011	PRESIDENT	STEPHEN AUL	1585WDVNTG44SPL	ADVANTAGE METAL POWDERS INC	44 SPLEEN RD	RIDGWAY	ELK	PA	15853	ADVANTAGE METAL POWDERS INC	44 SPLEEN RD	RIDGWAY	PA		15853	YES	NO	NO	NO	STEPHEN K. AUL	8147725363								332999						41.38174	-78.68583											NO	SAUL@ADVANTAGEMPI.COM	
2011	VP OF OPERATIONS	MARK KASPER	18103DVNCD2591M	AERCCOM INC	2591 MITCHELL AVE	ALLENTOWN	LEHIGH	PA	18103	AERCCOM INC	2591 MITCHELL AVE	ALLENTOWN	PA		18103	YES	NO	NO	NO	JOHN SCHLEGEL	6107977608	2819	4953						325188	562211					40.5676	-75.47841	801247099								AERCCOM INC	801247099	NO	JSCHLEGEL@AERCRECYCLING.COM	
2011	PROCESS ENGINEER	GARY LECKONBY	15061SBVRV394FR	AES BEAVER VALLEY LLC	394 FRANKFORT RD	MONACA	BEAVER	PA	15061	AES BEAVER VALLEY LLC	394 FRANKFORT RD	MONACA	PA		15061	YES	NO	NO	NO	GARY LECKONBY	7246305255	4911							221112						40.65554	-80.34946	043857812								AES CORP	043857812	NO		
2011	PROCESS ENGINEER	GARY LECKONBY	15061SBVRV394FR	AES BEAVER VALLEY LLC	394 FRANKFORT RD	MONACA	BEAVER	PA	15061	AES BEAVER VALLEY LLC	394 FRANKFORT RD	MONACA	PA		15061	YES	NO	NO	NO	GARY LECKONBY	7246305255	4911							221112						40.65554	-80.34946	043857812								AES CORP	043857812	NO		
2011	PROCESS ENGINEER	GARY LECKONBY	15061SBVRV394FR	AES BEAVER VALLEY LLC	394 FRANKFORT RD	MONACA	BEAVER	PA	15061	AES BEAVER VALLEY LLC	394 FRANKFORT RD	MONACA	PA		15061	YES	NO	NO	NO	GARY LECKONBY	7246305255	4911							221112						40.65554	-80.34946	043857812								AES CORP	043857812	NO		
2011	PROCESS ENGINEER	GARY LECKONBY	15061SBVRV394FR	AES BEAVER VALLEY LLC	394 FRANKFORT RD	MONACA	BEAVER	PA	15061	AES BEAVER VALLEY LLC	394 FRANKFORT RD	MONACA	PA		15061	YES	NO	NO	NO	GARY LECKONBY	7246305255	4911							221112						40.65554	-80.34946	043857812								AES CORP	043857812	NO		
2011	PROCESS ENGINEER	GARY LECKONBY	15061SBVRV394FR	AES BEAVER VALLEY LLC	394 FRANKFORT RD	MONACA	BEAVER	PA	15061	AES BEAVER VALLEY LLC	394 FRANKFORT RD	MONACA	PA		15061	YES	NO	NO	NO	GARY LECKONBY	7246305255	4911							221112						40.65554	-80.34946	043857812								AES CORP	043857812	NO		
2011	PROCESS ENGINEER	GARY LECKONBY	15061SBVRV394FR	AES BEAVER VALLEY LLC	394 FRANKFORT RD	MONACA	BEAVER	PA	15061	AES BEAVER VALLEY LLC	394 FRANKFORT RD	MONACA	PA		15061	YES	NO	NO	NO	GARY LECKONBY	7246305255	4911							221112						40.65554	-80.34946	043857812								AES CORP	043857812	NO		
