REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	MANAGER	LOREN MCCONNELL	98108CCLVN429SO	ACE GALVANIZING INC	429 S 96TH ST	SEATTLE	KING	WA	981084913	ACE GALVANIZING INC	429 S 96TH ST	SEATTLE	WA		98108-4913	YES	NO	NO	NO	LOREN MCCONNELL	2067620330	3479							332812						47.51723	-122.32872	009286881		WAD009286881		SO3000154						NO	LOREN@ACEGALV.COM	
2011	DIRECTOR OF ENVIRONMENTAL COMPLIANCE	DOUG PETTINGER	98532DRGLD67SWC	DARIGOLD - CHEHALIS	67 SW CHEHALIS AVE	CHEHALIS	LEWIS	WA	98532	DARIGOLD - CHEHALIS	67 SW CHEHALIS AVE	CHEHALIS	WA		98532	YES	NO	NO	NO	STEVEN ROWE	2062866745	2023							311514						46.665	-122.975555									NORTHWEST DAIRY ASSOC	009260449	NO	STEVE.ROWE@DARIGOLD.COM	
2011	DIRECTOR OF ENVIRONMENTAL COMPLIANCE	DOUG PETTINGER	98027DRGLD611NF	DARIGOLD - ISSAQUAH	611 N FRONT ST	ISSAQUAH	KING	WA	98027	DARIGOLD - ISSAQUAH	P.O.BOX 1308	ISSAQUAH	WA		98027	YES	NO	NO	NO	STEVEN ROWE	2062866745	2021	2022						311512						47.53598	-122.0364									NORTHWEST DAIRY ASSOC	009260449	NO	STEVEN.ROWE@DARIGOLD.COM	
2011	DIRECTOR OF ENVIRONMENTAL COMPLIANCE	DOUG PETTINGER	98027DRGLD611NF	DARIGOLD - ISSAQUAH	611 N FRONT ST	ISSAQUAH	KING	WA	98027	DARIGOLD - ISSAQUAH	P.O.BOX 1308	ISSAQUAH	WA		98027	YES	NO	NO	NO	STEVEN ROWE	2062866745	2021	2022						311512						47.53598	-122.0364									NORTHWEST DAIRY ASSOC	009260449	NO	STEVEN.ROWE@DARIGOLD.COM	
2011	DIRECTOR OF ENVIRONMENTAL COMPLIANCE	DOUG PETTINGER	98264DRGLD8424D	DARIGOLD - LYNDEN	8424 DEPOT RD	LYNDEN	WHATCOM	WA	98264	DARIGOLD - LYNDEN	PO BOX 193	LYNDEN	WA		98264	YES	NO	NO	NO	STEVEN ROWE	2062866745	2023							311514						48.9476	-122.45238									NORTHWEST DAIRY ASSOC	009260449	NO		
2011	DIRECTOR OF ENVIRONMENTAL COMPLIANCE	DOUG PETTINGER	98264DRGLD8424D	DARIGOLD - LYNDEN	8424 DEPOT RD	LYNDEN	WHATCOM	WA	98264	DARIGOLD - LYNDEN	PO BOX 193	LYNDEN	WA		98264	YES	NO	NO	NO	STEVEN ROWE	2062866745	2023							311514						48.9476	-122.45238									NORTHWEST DAIRY ASSOC	009260449	NO		
2011	DIRECTOR OF ENVIRONMENTAL COMPLIANCE	DOUG PETTINGER	98118DRGLD4058R	DARIGOLD - RAINIER	4058 RAINIER AVE S	SEATTLE	KING	WA	98118	DARIGOLD - RAINIER	PO BOX 18229	SEATTLE	WA		98118	YES	NO	NO	NO	STEVEN ROWE	2062866745	2026	2024						311511						47.56659	-122.28887									NORTHWEST DAIRY ASSOC	009260449	NO		
2011	DIRECTOR OF ENVIRONMENTAL COMPLIANCE	DOUG PETTINGER	98118DRGLD4058R	DARIGOLD - RAINIER	4058 RAINIER AVE S	SEATTLE	KING	WA	98118	DARIGOLD - RAINIER	PO BOX 18229	SEATTLE	WA		98118	YES	NO	NO	NO	STEVEN ROWE	2062866745	2026	2024						311511						47.56659	-122.28887									NORTHWEST DAIRY ASSOC	009260449	NO		
2011	DIRECTOR OF ENVIRONMENTAL COMPLIANCE	DOUG PETTINGER	98118DRGLD4058R	DARIGOLD - RAINIER	4058 RAINIER AVE S	SEATTLE	KING	WA	98118	DARIGOLD - RAINIER	PO BOX 18229	SEATTLE	WA		98118	YES	NO	NO	NO	STEVEN ROWE	2062866745	2026	2024						311511						47.56659	-122.28887									NORTHWEST DAIRY ASSOC	009260449	NO		
2011	DIRECTOR OF ENVIRONMENTAL COMPLIANCE	DOUG PETTINGER	98944DRGLD400AL	DARIGOLD - SUNNYSIDE	400 ALEXANDER RD	SUNNYSIDE	YAKIMA	WA	98944	DARIGOLD - SUNNYSIDE	PO BOX 876	SUNNYSIDE	WA		98944	YES	NO	NO	NO	STEVEN ROWE	2062866745	2022	2023						311513	311511					46.30202	-120.01298									NORTHWEST DAIRY ASSOC	009260449	NO	STEVEN.ROWE@DARIGOLD.COM	
2011	DIRECTOR OF ENVIRONMENTAL COMPLIANCE	DOUG PETTINGER	98944DRGLD400AL	DARIGOLD - SUNNYSIDE	400 ALEXANDER RD	SUNNYSIDE	YAKIMA	WA	98944	DARIGOLD - SUNNYSIDE	PO BOX 876	SUNNYSIDE	WA		98944	YES	NO	NO	NO	STEVEN ROWE	2062866745	2022	2023						311513	311511					46.30202	-120.01298									NORTHWEST DAIRY ASSOC	009260449	NO	STEVEN.ROWE@DARIGOLD.COM	
2011	DIRECTOR OF ENVIRONMENTAL COMPLIANCE	DOUG PETTINGER	98944DRGLD400AL	DARIGOLD - SUNNYSIDE	400 ALEXANDER RD	SUNNYSIDE	YAKIMA	WA	98944	DARIGOLD - SUNNYSIDE	PO BOX 876	SUNNYSIDE	WA		98944	YES	NO	NO	NO	STEVEN ROWE	2062866745	2022	2023						311513	311511					46.30202	-120.01298									NORTHWEST DAIRY ASSOC	009260449	NO	STEVEN.ROWE@DARIGOLD.COM	
2011	DIRECTOR OF OPERATIONS	JIM FISK	98032DVSWL19941	DAVIS WIRE CORP	19411 80TH AVE S	KENT	KING	WA	98032	DAVIS WIRE CORP	19411 80TH AVE S	KENT	WA		98032	YES	NO	NO	NO	DAN BERKSTRESSER	2538671272	3312	3315						331222						47.42783	-122.23335	057993990								THE HEICO CO LLC	786533117	NO	DBERKSTRESSER@DAVISWIRE.COM	
2011	HUMAN RESOURCE DIRECTOR	MARK GIUSTINO	98108DLTMR1608S	DELTA MARINE INDUSTRIES INC	1608 S 96TH ST	SEATTLE	KING	WA	98108	DELTA MARINE INDUSTRIES INC	1608 S 96TH ST	SEATTLE	WA		98108	YES	NO	NO	NO	MARK GIUSTINO	2067632383	3731							336611						47.51751	-122.31175											NO	MARKG@DELTAMARINE.COM	
2011		MARK A KNOWLTON	98199DYNBT42482	DYNO BATTERY INC	4248 23RD AVE W	SEATTLE	KING	WA	98199	DYNO BATTERY INC	4248 23RD AVE W	SEATTLE	WA		98199	YES	NO	NO	NO	MARK A. KNOWLTON	2062837450	3691							335911						47.6591	-122.38593	009260084										NO	MARK@DYNOBATTERY.COM	
2011	PLANT MANAGER	STEVE BOGNAR	98001TNLCT16415	EATON CORP	1604 15TH ST SW SUITE 114	AUBURN	KING	WA	98001	EATON CORP	1604 15TH ST SW SUITE 114	AUBURN	WA		98001	YES	NO	NO	NO	KERRI A. NITZSCHKE	2538335021	3613							335313						47.29565	-122.25022	004155818								EATON CORP	004155818	NO	KERRIANITZSCHKE@EATON.COM	
2011	MGR. FACILITIES ENGINEERING & ENVIRONMENTAL	BRIAN ANDERSON	98037LDCCR16700	ELDEC CORP MARTHA LAKE SITE	16700 13TH AVE W	LYNNWOOD	SNOHOMISH	WA	980378597	ELDEC CORP MARTHA LAKE SITE	PO BOX 97027	LYNNWOOD	WA		980469727	YES	NO	NO	NO	BRIAN D. ANDERSON	4257438136	3679							334418						47.84725	-122.25156	009251042								CRANE CO	001280726	NO	BRIAN.ANDERSON@CRANEAEROSPACE.COM	
2011	PRESIDENT HW STONE DIVISION	MURPHY LENTS	9820WLDRDS12IND	ELDORADO STONE LLC - EVERETT	1200 INDUSTRY ST	EVERETT	SNOHOMISH	WA	98203	ELDORADO STONE LLC - EVERETT	1200 INDUSTRY ST	EVERETT	WA		98203	YES	NO	NO	NO	PAUL BARRON	5125356323								326299						47.9416	-122.25086	024539423								HEADWATERS INC	786195701	NO	PBARRON@HEADWATERS.COM	
2011	PRESIDENT HW STONE DIVISION	MURPHY LENTS	99357LDRDS33971	ELDORADO STONE LLC - ROYAL CI TY FACILITY	3997 RD 13.6 SW	ROYAL CITY	GRANT	WA	99357	ELDORADO STONE LLC - ROYAL CI TY FACILITY	PO BOX 459	ROYAL CITY	WA		99357	YES	NO	NO	NO	PAUL BARRON	5125356323	3272							327390						46.89611	-119.67194									HEADWATERS INC	786195701	NO	PBARRON@HEADWATERS.COM	
2011	PRESIDENT	TOM GIRARD	98188LCTRN95AND	ELECTRONIC SERVICE PROVIDER	950 ANDOVER PARK E	SEATTLE	KING	WA	98188	ELECTRONIC SERVICE PROVIDER	PO BOX 58730	SEATTLE	WA		98138	YES	NO	NO	NO	TOM GIRARD	2069263625								334418						47.44805	-122.25077	101925712										NO		
2011	PLANT MANAGER	PAUL SHACKLADY	99202LKYSS421NF	ELKAY SSP	421 N FREYA ST	SPOKANE	SPOKANE	WA	99202	ELKAY SSP	421 N FREYA ST	SPOKANE	WA		99202	YES	NO	NO	NO	PAUL SHACKLADY	5097893377								332998						47.66126	-117.35768	005080429								ELKAY MANUFACTURING CO	005080429	NO	PAUL.SHACKLADY@ELKAY.COM	
2011	PLANT MANAGER	PAUL SHACKLADY	99202LKYSS421NF	ELKAY SSP	421 N FREYA ST	SPOKANE	SPOKANE	WA	99202	ELKAY SSP	421 N FREYA ST	SPOKANE	WA		99202	YES	NO	NO	NO	PAUL SHACKLADY	5097893377								332998						47.66126	-117.35768	005080429								ELKAY MANUFACTURING CO	005080429	NO	PAUL.SHACKLADY@ELKAY.COM	
2011	PLANT MANAGER	PAUL SHACKLADY	99202LKYSS421NF	ELKAY SSP	421 N FREYA ST	SPOKANE	SPOKANE	WA	99202	ELKAY SSP	421 N FREYA ST	SPOKANE	WA		99202	YES	NO	NO	NO	PAUL SHACKLADY	5097893377								332998						47.66126	-117.35768	005080429								ELKAY MANUFACTURING CO	005080429	NO	PAUL.SHACKLADY@ELKAY.COM	
2011	PLANT MANAGER	PAUL SHACKLADY	99202LKYSS421NF	ELKAY SSP	421 N FREYA ST	SPOKANE	SPOKANE	WA	99202	ELKAY SSP	421 N FREYA ST	SPOKANE	WA		99202	YES	NO	NO	NO	PAUL SHACKLADY	5097893377								332998						47.66126	-117.35768	005080429								ELKAY MANUFACTURING CO	005080429	NO	PAUL.SHACKLADY@ELKAY.COM	
2011	EHS&S MANAGER	CHRISTOPHER WROBEL	98625KLMCH1296N	EMERALD KALAMA CHEMICAL LLC	1296 NW THIRD ST	KALAMA	COWLITZ	WA	986259799	EMERALD KALAMA CHEMICAL LLC	1296 NW THIRD ST	KALAMA	WA		98625-9799	YES	NO	NO	NO	CHRISTOPHER WROBEL	3606730289	2869							325199						46.020552	-122.856434	053602066								EMERALD PERFORMANCE MATERIALS LLC	619385586	NO	CHRIS.WROBEL@EMERALDMATERIALS.COM	
2011	EHS&S MANAGER	CHRISTOPHER WROBEL	98625KLMCH1296N	EMERALD KALAMA CHEMICAL LLC	1296 NW THIRD ST	KALAMA	COWLITZ	WA	986259799	EMERALD KALAMA CHEMICAL LLC	1296 NW THIRD ST	KALAMA	WA		98625-9799	YES	NO	NO	NO	CHRISTOPHER WROBEL	3606730289	2869							325199						46.020552	-122.856434	053602066								EMERALD PERFORMANCE MATERIALS LLC	619385586	NO	CHRIS.WROBEL@EMERALDMATERIALS.COM	
2011	EHS&S MANAGER	CHRISTOPHER WROBEL	98625KLMCH1296N	EMERALD KALAMA CHEMICAL LLC	1296 NW THIRD ST	KALAMA	COWLITZ	WA	986259799	EMERALD KALAMA CHEMICAL LLC	1296 NW THIRD ST	KALAMA	WA		98625-9799	YES	NO	NO	NO	CHRISTOPHER WROBEL	3606730289	2869							325199						46.020552	-122.856434	053602066								EMERALD PERFORMANCE MATERIALS LLC	619385586	NO	CHRIS.WROBEL@EMERALDMATERIALS.COM	
2011	EHS&S MANAGER	CHRISTOPHER WROBEL	98625KLMCH1296N	EMERALD KALAMA CHEMICAL LLC	1296 NW THIRD ST	KALAMA	COWLITZ	WA	986259799	EMERALD KALAMA CHEMICAL LLC	1296 NW THIRD ST	KALAMA	WA		98625-9799	YES	NO	NO	NO	CHRISTOPHER WROBEL	3606730289	2869							325199						46.020552	-122.856434	053602066								EMERALD PERFORMANCE MATERIALS LLC	619385586	NO	CHRIS.WROBEL@EMERALDMATERIALS.COM	
2011	EHS&S MANAGER	CHRISTOPHER WROBEL	98625KLMCH1296N	EMERALD KALAMA CHEMICAL LLC	1296 NW THIRD ST	KALAMA	COWLITZ	WA	986259799	EMERALD KALAMA CHEMICAL LLC	1296 NW THIRD ST	KALAMA	WA		98625-9799	YES	NO	NO	NO	CHRISTOPHER WROBEL	3606730289	2869							325199						46.020552	-122.856434	053602066								EMERALD PERFORMANCE MATERIALS LLC	619385586	NO	CHRIS.WROBEL@EMERALDMATERIALS.COM	
2011	EHS&S MANAGER	CHRISTOPHER WROBEL	98625KLMCH1296N	EMERALD KALAMA CHEMICAL LLC	1296 NW THIRD ST	KALAMA	COWLITZ	WA	986259799	EMERALD KALAMA CHEMICAL LLC	1296 NW THIRD ST	KALAMA	WA		98625-9799	YES	NO	NO	NO	CHRISTOPHER WROBEL	3606730289	2869							325199						46.020552	-122.856434	053602066								EMERALD PERFORMANCE MATERIALS LLC	619385586	NO	CHRIS.WROBEL@EMERALDMATERIALS.COM	
2011	EHS&S MANAGER	CHRISTOPHER WROBEL	98625KLMCH1296N	EMERALD KALAMA CHEMICAL LLC	1296 NW THIRD ST	KALAMA	COWLITZ	WA	986259799	EMERALD KALAMA CHEMICAL LLC	1296 NW THIRD ST	KALAMA	WA		98625-9799	YES	NO	NO	NO	CHRISTOPHER WROBEL	3606730289	2869							325199						46.020552	-122.856434	053602066								EMERALD PERFORMANCE MATERIALS LLC	619385586	NO	CHRIS.WROBEL@EMERALDMATERIALS.COM	
2011	EHS&S MANAGER	CHRISTOPHER WROBEL	98625KLMCH1296N	EMERALD KALAMA CHEMICAL LLC	1296 NW THIRD ST	KALAMA	COWLITZ	WA	986259799	EMERALD KALAMA CHEMICAL LLC	1296 NW THIRD ST	KALAMA	WA		98625-9799	YES	NO	NO	NO	CHRISTOPHER WROBEL	3606730289	2869							325199						46.020552	-122.856434	053602066								EMERALD PERFORMANCE MATERIALS LLC	619385586	NO	CHRIS.WROBEL@EMERALDMATERIALS.COM	
2011	EHS&S MANAGER	CHRISTOPHER WROBEL	98625KLMCH1296N	EMERALD KALAMA CHEMICAL LLC	1296 NW THIRD ST	KALAMA	COWLITZ	WA	986259799	EMERALD KALAMA CHEMICAL LLC	1296 NW THIRD ST	KALAMA	WA		98625-9799	YES	NO	NO	NO	CHRISTOPHER WROBEL	3606730289	2869							325199						46.020552	-122.856434	053602066								EMERALD PERFORMANCE MATERIALS LLC	619385586	NO	CHRIS.WROBEL@EMERALDMATERIALS.COM	
2011	GENERAL MANAGER	MARC MCREYNOLDS	98421SLPRN1825A	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	PIERCE	WA	984214107	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	WA		98421-4107	YES	NO	NO	NO	JERRY BARTLETT	2068323005	4953	7389						562211						47.26867	-122.39094	825054810										NO		
2011	GENERAL MANAGER	MARC MCREYNOLDS	98421SLPRN1825A	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	PIERCE	WA	984214107	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	WA		98421-4107	YES	NO	NO	NO	JERRY BARTLETT	2068323005	4953	7389						562211						47.26867	-122.39094	825054810										NO		
2011	GENERAL MANAGER	MARC MCREYNOLDS	98421SLPRN1825A	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	PIERCE	WA	984214107	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	WA		98421-4107	YES	NO	NO	NO	JERRY BARTLETT	2068323005	4953	7389						562211						47.26867	-122.39094	825054810										NO		
2011	GENERAL MANAGER	MARC MCREYNOLDS	98421SLPRN1825A	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	PIERCE	WA	984214107	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	WA		98421-4107	YES	NO	NO	NO	JERRY BARTLETT	2068323005	4953	7389						562211						47.26867	-122.39094	825054810										NO		
2011	GENERAL MANAGER	MARC MCREYNOLDS	98421SLPRN1825A	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	PIERCE	WA	984214107	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	WA		98421-4107	YES	NO	NO	NO	JERRY BARTLETT	2068323005	4953	7389						562211						47.26867	-122.39094	825054810										NO		
2011	GENERAL MANAGER	MARC MCREYNOLDS	98421SLPRN1825A	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	PIERCE	WA	984214107	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	WA		98421-4107	YES	NO	NO	NO	JERRY BARTLETT	2068323005	4953	7389						562211						47.26867	-122.39094	825054810										NO		
2011	GENERAL MANAGER	MARC MCREYNOLDS	98421SLPRN1825A	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	PIERCE	WA	984214107	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	WA		98421-4107	YES	NO	NO	NO	JERRY BARTLETT	2068323005	4953	7389						562211						47.26867	-122.39094	825054810										NO		
2011	GENERAL MANAGER	MARC MCREYNOLDS	98421SLPRN1825A	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	PIERCE	WA	984214107	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	WA		98421-4107	YES	NO	NO	NO	JERRY BARTLETT	2068323005	4953	7389						562211						47.26867	-122.39094	825054810										NO		
2011	GENERAL MANAGER	MARC MCREYNOLDS	98421SLPRN1825A	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	PIERCE	WA	984214107	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	WA		98421-4107	YES	NO	NO	NO	JERRY BARTLETT	2068323005	4953	7389						562211						47.26867	-122.39094	825054810										NO		
2011	GENERAL MANAGER	MARC MCREYNOLDS	98421SLPRN1825A	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	PIERCE	WA	984214107	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	WA		98421-4107	YES	NO	NO	NO	JERRY BARTLETT	2068323005	4953	7389						562211						47.26867	-122.39094	825054810										NO		
2011	GENERAL MANAGER	MARC MCREYNOLDS	98421SLPRN1825A	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	PIERCE	WA	984214107	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	WA		98421-4107	YES	NO	NO	NO	JERRY BARTLETT	2068323005	4953	7389						562211						47.26867	-122.39094	825054810										NO		
2011	GENERAL MANAGER	MARC MCREYNOLDS	98421SLPRN1825A	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	PIERCE	WA	984214107	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	WA		98421-4107	YES	NO	NO	NO	JERRY BARTLETT	2068323005	4953	7389						562211						47.26867	-122.39094	825054810										NO		
2011	GENERAL MANAGER	MARC MCREYNOLDS	98421SLPRN1825A	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	PIERCE	WA	984214107	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	WA		98421-4107	YES	NO	NO	NO	JERRY BARTLETT	2068323005	4953	7389						562211						47.26867	-122.39094	825054810										NO		
2011	GENERAL MANAGER	MARC MCREYNOLDS	98421SLPRN1825A	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	PIERCE	WA	984214107	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	WA		98421-4107	YES	NO	NO	NO	JERRY BARTLETT	2068323005	4953	7389						562211						47.26867	-122.39094	825054810										NO		
2011	GENERAL MANAGER	MARC MCREYNOLDS	98421SLPRN1825A	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	PIERCE	WA	984214107	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	WA		98421-4107	YES	NO	NO	NO	JERRY BARTLETT	2068323005	4953	7389						562211						47.26867	-122.39094	825054810										NO		
2011	GENERAL MANAGER	MARC MCREYNOLDS	98421SLPRN1825A	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	PIERCE	WA	984214107	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	WA		98421-4107	YES	NO	NO	NO	JERRY BARTLETT	2068323005	4953	7389						562211						47.26867	-122.39094	825054810										NO		
2011	GENERAL MANAGER	MARC MCREYNOLDS	98421SLPRN1825A	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	PIERCE	WA	984214107	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	WA		98421-4107	YES	NO	NO	NO	JERRY BARTLETT	2068323005	4953	7389						562211						47.26867	-122.39094	825054810										NO		
2011	GENERAL MANAGER	MARC MCREYNOLDS	98421SLPRN1825A	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	PIERCE	WA	984214107	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	WA		98421-4107	YES	NO	NO	NO	JERRY BARTLETT	2068323005	4953	7389						562211						47.26867	-122.39094	825054810										NO		
2011	GENERAL MANAGER	MARC MCREYNOLDS	98421SLPRN1825A	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	PIERCE	WA	984214107	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	WA		98421-4107	YES	NO	NO	NO	JERRY BARTLETT	2068323005	4953	7389						562211						47.26867	-122.39094	825054810										NO		
2011	GENERAL MANAGER	MARC MCREYNOLDS	98421SLPRN1825A	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	PIERCE	WA	984214107	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	WA		98421-4107	YES	NO	NO	NO	JERRY BARTLETT	2068323005	4953	7389						562211						47.26867	-122.39094	825054810										NO		
2011	GENERAL MANAGER	MARC MCREYNOLDS	98421SLPRN1825A	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	PIERCE	WA	984214107	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	WA		98421-4107	YES	NO	NO	NO	JERRY BARTLETT	2068323005	4953	7389						562211						47.26867	-122.39094	825054810										NO		
2011	GENERAL MANAGER	MARC MCREYNOLDS	98421SLPRN1825A	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	PIERCE	WA	984214107	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	WA		98421-4107	YES	NO	NO	NO	JERRY BARTLETT	2068323005	4953	7389						562211						47.26867	-122.39094	825054810										NO		
2011	GENERAL MANAGER	MARC MCREYNOLDS	98421SLPRN1825A	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	PIERCE	WA	984214107	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	WA		98421-4107	YES	NO	NO	NO	JERRY BARTLETT	2068323005	4953	7389						562211						47.26867	-122.39094	825054810										NO		
2011	GENERAL MANAGER	MARC MCREYNOLDS	98421SLPRN1825A	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	PIERCE	WA	984214107	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	WA		98421-4107	YES	NO	NO	NO	JERRY BARTLETT	2068323005	4953	7389						562211						47.26867	-122.39094	825054810										NO		
2011	GENERAL MANAGER	MARC MCREYNOLDS	98421SLPRN1825A	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	PIERCE	WA	984214107	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	WA		98421-4107	YES	NO	NO	NO	JERRY BARTLETT	2068323005	4953	7389						562211						47.26867	-122.39094	825054810										NO		
2011	GENERAL MANAGER	MARC MCREYNOLDS	98421SLPRN1825A	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	PIERCE	WA	984214107	EMERALD SERVICES INC	1825 E ALEXANDER AVE	TACOMA	WA		98421-4107	YES	NO	NO	NO	JERRY BARTLETT	2068323005	4953	7389						562211						47.26867	-122.39094	825054810										NO		
2011	AREA MANAGER	MICHAEL HUANG	98134QLNST25551	EQUILON SEATTLE TERMINAL	2555 13TH AVE SW	SEATTLE	KING	WA	98134	EQUILON SEATTLE TERMINAL	2555 13TH AVE SW	SEATTLE	WA		98134	YES	NO	NO	NO	JEFF GABERT	3602931552	5171							424710						47.581975	-122.352215	004294737								SHELL OIL CO		NO	JEFF.GABERT@SHELL.COM	
2011	AREA MANAGER	MICHAEL HUANG	98134QLNST25551	EQUILON SEATTLE TERMINAL	2555 13TH AVE SW	SEATTLE	KING	WA	98134	EQUILON SEATTLE TERMINAL	2555 13TH AVE SW	SEATTLE	WA		98134	YES	NO	NO	NO	JEFF GABERT	3602931552	5171							424710						47.581975	-122.352215	004294737								SHELL OIL CO		NO	JEFF.GABERT@SHELL.COM	
2011	AREA MANAGER	MICHAEL HUANG	98134QLNST25551	EQUILON SEATTLE TERMINAL	2555 13TH AVE SW	SEATTLE	KING	WA	98134	EQUILON SEATTLE TERMINAL	2555 13TH AVE SW	SEATTLE	WA		98134	YES	NO	NO	NO	JEFF GABERT	3602931552	5171							424710						47.581975	-122.352215	004294737								SHELL OIL CO		NO	JEFF.GABERT@SHELL.COM	
2011	AREA MANAGER	MICHAEL HUANG	98134QLNST25551	EQUILON SEATTLE TERMINAL	2555 13TH AVE SW	SEATTLE	KING	WA	98134	EQUILON SEATTLE TERMINAL	2555 13TH AVE SW	SEATTLE	WA		98134	YES	NO	NO	NO	JEFF GABERT	3602931552	5171							424710						47.581975	-122.352215	004294737								SHELL OIL CO		NO	JEFF.GABERT@SHELL.COM	
2011	AREA MANAGER	MICHAEL HUANG	98134QLNST25551	EQUILON SEATTLE TERMINAL	2555 13TH AVE SW	SEATTLE	KING	WA	98134	EQUILON SEATTLE TERMINAL	2555 13TH AVE SW	SEATTLE	WA		98134	YES	NO	NO	NO	JEFF GABERT	3602931552	5171							424710						47.581975	-122.352215	004294737								SHELL OIL CO		NO	JEFF.GABERT@SHELL.COM	
2011	AREA MANAGER	MICHAEL HUANG	98134QLNST25551	EQUILON SEATTLE TERMINAL	2555 13TH AVE SW	SEATTLE	KING	WA	98134	EQUILON SEATTLE TERMINAL	2555 13TH AVE SW	SEATTLE	WA		98134	YES	NO	NO	NO	JEFF GABERT	3602931552	5171							424710						47.581975	-122.352215	004294737								SHELL OIL CO		NO	JEFF.GABERT@SHELL.COM	
