REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	REGULATORY COMPLIANCE MANAGER	THOMAS LOUISELL	9713WDCNCX261CR	A-DEC INC	2601 CRESTVIEW DR	NEWBERG	YAMHILL	OR	97132	A-DEC INC	2601 CRESTVIEW DR	NEWBERG	OR		97132	YES	NO	NO	NO	PAULA VOGEL	5035389471	3843							339114						45.31518	-122.95168	009617473										NO	PAULA.VOGEL@A-DEC.COM	
2011	PLANT MANAGER	MARK WELLER	97477CHMBN475NO	ARCLIN USA LLC	475 28TH ST	SPRINGFIELD	LANE	OR	974775181	ARCLIN USA LLC	475 28TH ST	SPRINGFIELD	OR		97477-5181	YES	NO	NO	NO	MARK WELLER	5417466501	2821	2869						325211	325199					44.048889	-122.985556	609431754								ARCLIN INC	255298184	NO	MARK.WELLER@GMAIL.COM	
2011	PLANT MANAGER	MARK WELLER	97477CHMBN475NO	ARCLIN USA LLC	475 28TH ST	SPRINGFIELD	LANE	OR	974775181	ARCLIN USA LLC	475 28TH ST	SPRINGFIELD	OR		97477-5181	YES	NO	NO	NO	MARK WELLER	5417466501	2821	2869						325211	325199					44.048889	-122.985556	609431754								ARCLIN INC	255298184	NO	MARK.WELLER@GMAIL.COM	
2011	PLANT MANAGER	MARK WELLER	97477CHMBN475NO	ARCLIN USA LLC	475 28TH ST	SPRINGFIELD	LANE	OR	974775181	ARCLIN USA LLC	475 28TH ST	SPRINGFIELD	OR		97477-5181	YES	NO	NO	NO	MARK WELLER	5417466501	2821	2869						325211	325199					44.048889	-122.985556	609431754								ARCLIN INC	255298184	NO	MARK.WELLER@GMAIL.COM	
2011	PLANT MANAGER	MARK WELLER	97477CHMBN475NO	ARCLIN USA LLC	475 28TH ST	SPRINGFIELD	LANE	OR	974775181	ARCLIN USA LLC	475 28TH ST	SPRINGFIELD	OR		97477-5181	YES	NO	NO	NO	MARK WELLER	5417466501	2821	2869						325211	325199					44.048889	-122.985556	609431754								ARCLIN INC	255298184	NO	MARK.WELLER@GMAIL.COM	
2011	PLANT MANAGER	BLANE PETERSON	97051RMSTR1645R	ARMSTRONG WORLD INDUSTRIES INC	1645 RAILROAD AVE	SAINT HELENS	COLUMBIA	OR	970513100	ARMSTRONG WORLD INDUSTRIES INC	1645 RAILROAD AVE	SAINT HELENS	OR		97051-3100	YES	NO	NO	NO	JENNIFER L JOHNSON	7173963393	3999							339999						45.844165	-122.817421	001307792								ARMSTRONG WORLD INDUSTRIES INC	001307792	NO	JENNIFERJOHNSON@ARMSTRONG.COM	
2011	PLANT MANAGER	BLANE PETERSON	97051RMSTR1645R	ARMSTRONG WORLD INDUSTRIES INC	1645 RAILROAD AVE	SAINT HELENS	COLUMBIA	OR	970513100	ARMSTRONG WORLD INDUSTRIES INC	1645 RAILROAD AVE	SAINT HELENS	OR		97051-3100	YES	NO	NO	NO	JENNIFER L JOHNSON	7173963393	3999							339999						45.844165	-122.817421	001307792								ARMSTRONG WORLD INDUSTRIES INC	001307792	NO	JENNIFERJOHNSON@ARMSTRONG.COM	
2011	ENGINEERING MANAGER	LEIGH BLEW	97503SCNTR994AN	ASCENTRON INC	994 ANTELOPE RD	WHITE CITY	JACKSON	OR	97503	ASCENTRON INC	994 ANTELOPE RD	WHITE CITY	OR		97503	YES	NO	NO	NO	RICK SMITH	5418262405	3679							334418						42.42737	-122.87347											NO		
2011	PLANT MANAGER	TERRY KERBY	97905SHGRV330CE	ASH GROVE CEMENT CO	33060 SHIRTTAIL CREEK RD	DURKEE	BAKER	OR	97905	ASH GROVE CEMENT CO	PO BOX 287	DURKEE	OR		97905	YES	NO	NO	NO	TERRY KERBY	5418772411	3241							327310	212312					44.542088	-117.420052	007123698								ASH GROVE CEMENT CO	007123698	NO	TERRY.KERBY@ASHGROVE.COM	
2011	PLANT MANAGER	TERRY KERBY	97905SHGRV330CE	ASH GROVE CEMENT CO	33060 SHIRTTAIL CREEK RD	DURKEE	BAKER	OR	97905	ASH GROVE CEMENT CO	PO BOX 287	DURKEE	OR		97905	YES	NO	NO	NO	TERRY KERBY	5418772411	3241							327310	212312					44.542088	-117.420052	007123698								ASH GROVE CEMENT CO	007123698	NO	TERRY.KERBY@ASHGROVE.COM	
2011	PLANT MANAGER	TERRY KERBY	97905SHGRV330CE	ASH GROVE CEMENT CO	33060 SHIRTTAIL CREEK RD	DURKEE	BAKER	OR	97905	ASH GROVE CEMENT CO	PO BOX 287	DURKEE	OR		97905	YES	NO	NO	NO	TERRY KERBY	5418772411	3241							327310	212312					44.542088	-117.420052	007123698								ASH GROVE CEMENT CO	007123698	NO	TERRY.KERBY@ASHGROVE.COM	
2011	PLANT MANAGER	TERRY KERBY	97905SHGRV330CE	ASH GROVE CEMENT CO	33060 SHIRTTAIL CREEK RD	DURKEE	BAKER	OR	97905	ASH GROVE CEMENT CO	PO BOX 287	DURKEE	OR		97905	YES	NO	NO	NO	TERRY KERBY	5418772411	3241							327310	212312					44.542088	-117.420052	007123698								ASH GROVE CEMENT CO	007123698	NO	TERRY.KERBY@ASHGROVE.COM	
2011	PLANT MANAGER	TERRY KERBY	97905SHGRV330CE	ASH GROVE CEMENT CO	33060 SHIRTTAIL CREEK RD	DURKEE	BAKER	OR	97905	ASH GROVE CEMENT CO	PO BOX 287	DURKEE	OR		97905	YES	NO	NO	NO	TERRY KERBY	5418772411	3241							327310	212312					44.542088	-117.420052	007123698								ASH GROVE CEMENT CO	007123698	NO	TERRY.KERBY@ASHGROVE.COM	
2011	ENVIRONMENTAL MANAGER	GLENN DOLLAR	97203SHGRV13939	ASH GROVE CEMENT CO	13939 N RIVERGATE BLVD	PORTLAND	MULTNOMAH	OR	97203	ASH GROVE CEMENT CO	13939 N RIVERGATE BLVD	PORTLAND	OR		97203	YES	NO	NO	NO	GARY WRIGHT	5032475424	3274							327410						45.622731	-122.780123	009024415								ASH GROVE CEMENT CO	009024415	NO	GARY.WRIGHT@ASHGROVE.COM	
2011	ENVIRONMENTAL MANAGER	GLENN DOLLAR	97203SHGRV13939	ASH GROVE CEMENT CO	13939 N RIVERGATE BLVD	PORTLAND	MULTNOMAH	OR	97203	ASH GROVE CEMENT CO	13939 N RIVERGATE BLVD	PORTLAND	OR		97203	YES	NO	NO	NO	GARY WRIGHT	5032475424	3274							327410						45.622731	-122.780123	009024415								ASH GROVE CEMENT CO	009024415	NO	GARY.WRIGHT@ASHGROVE.COM	
2011	DIRECTOR, ENVIRONMENTAL SERVICES	LEE WEBER	97321RGNMT530W3	ATI ALBANY OPERATIONS FACILITY	530 34TH AVE SW	ALBANY	LINN	OR	97322	ATI ALBANY OPERATIONS FACILITY	PO BOX 460	ALBANY	OR		97321	YES	NO	NO	NO	JIM DENHAM	5419264211	3339							331419						44.606389	-123.103333									ALLEGHENY TECHNOLOGIES INC	949262737	NO	JIM.DENHAM@ATIMETALS.COM	
2011	DIRECTOR OF MANUFACTURING	KEITH MILLS	97470STNPW965NU	AUSTIN POWDER CO	9605 N UMPQUA HWY	ROSEBURG	DOUGLAS	OR	974708040	AUSTIN POWDER CO	9605 N UMPQUA HWY.P.O. BOX 2330	ROSEBURG	OR		974708040	YES	NO	NO	NO	BRUCE ROBERTS	5416730660								325920						43.242178	-123.224345									AUSTIN POWDER HOLDINGS CO	932641988	NO		
2011	DIRECTOR OF MANUFACTURING	KEITH MILLS	97470STNPW965NU	AUSTIN POWDER CO	9605 N UMPQUA HWY	ROSEBURG	DOUGLAS	OR	974708040	AUSTIN POWDER CO	9605 N UMPQUA HWY.P.O. BOX 2330	ROSEBURG	OR		974708040	YES	NO	NO	NO	BRUCE ROBERTS	5416730660								325920						43.242178	-123.224345									AUSTIN POWDER HOLDINGS CO	932641988	NO		
2011	SENIOR V.P. MANUFACTURING OPERATIONS	KEN SAITO	97222MRKND4909S	BLOUNT INC OREGON CUTTING SYSTEMS	4909 SE INTERNATIONAL WAY	MILWAUKIE	CLACKAMAS	OR	972224679	BLOUNT INC OREGON CUTTING SYSTEMS	4909 SE INTERNATIONAL WAY	MILWAUKIE	OR		97222-4679	YES	NO	NO	NO	JASON SMITH	5036534228	3425							332213						45.43378	-122.61327	009025511								BLOUNT INC	058638040	NO	JASON.SMITH@BLOUNT.COM	
2011	SENIOR V.P. MANUFACTURING OPERATIONS	KEN SAITO	97222MRKND4909S	BLOUNT INC OREGON CUTTING SYSTEMS	4909 SE INTERNATIONAL WAY	MILWAUKIE	CLACKAMAS	OR	972224679	BLOUNT INC OREGON CUTTING SYSTEMS	4909 SE INTERNATIONAL WAY	MILWAUKIE	OR		97222-4679	YES	NO	NO	NO	JASON SMITH	5036534228	3425							332213						45.43378	-122.61327	009025511								BLOUNT INC	058638040	NO	JASON.SMITH@BLOUNT.COM	
2011	SENIOR V.P. MANUFACTURING OPERATIONS	KEN SAITO	97222MRKND4909S	BLOUNT INC OREGON CUTTING SYSTEMS	4909 SE INTERNATIONAL WAY	MILWAUKIE	CLACKAMAS	OR	972224679	BLOUNT INC OREGON CUTTING SYSTEMS	4909 SE INTERNATIONAL WAY	MILWAUKIE	OR		97222-4679	YES	NO	NO	NO	JASON SMITH	5036534228	3425							332213						45.43378	-122.61327	009025511								BLOUNT INC	058638040	NO	JASON.SMITH@BLOUNT.COM	
2011	SENIOR V.P. MANUFACTURING OPERATIONS	KEN SAITO	97222MRKND4909S	BLOUNT INC OREGON CUTTING SYSTEMS	4909 SE INTERNATIONAL WAY	MILWAUKIE	CLACKAMAS	OR	972224679	BLOUNT INC OREGON CUTTING SYSTEMS	4909 SE INTERNATIONAL WAY	MILWAUKIE	OR		97222-4679	YES	NO	NO	NO	JASON SMITH	5036534228	3425							332213						45.43378	-122.61327	009025511								BLOUNT INC	058638040	NO	JASON.SMITH@BLOUNT.COM	
2011	PLANT MANAGER	LOREN MAYER	97818BRDMN73334	BOARDMAN PLANT	73334 TOWER RD	BOARDMAN	MORROW	OR	97818	BOARDMAN PLANT	PO BOX 499	BOARDMAN	OR		97818	YES	NO	NO	NO	STEVE CORSON	5034648444	4911							221112						45.788192	-119.799967	167359348								PORTLAND GENERAL ELECTRIC	007909054	NO		
2011	PLANT MANAGER	LOREN MAYER	97818BRDMN73334	BOARDMAN PLANT	73334 TOWER RD	BOARDMAN	MORROW	OR	97818	BOARDMAN PLANT	PO BOX 499	BOARDMAN	OR		97818	YES	NO	NO	NO	STEVE CORSON	5034648444	4911							221112						45.788192	-119.799967	167359348								PORTLAND GENERAL ELECTRIC	007909054	NO		
2011	PLANT MANAGER	LOREN MAYER	97818BRDMN73334	BOARDMAN PLANT	73334 TOWER RD	BOARDMAN	MORROW	OR	97818	BOARDMAN PLANT	PO BOX 499	BOARDMAN	OR		97818	YES	NO	NO	NO	STEVE CORSON	5034648444	4911							221112						45.788192	-119.799967	167359348								PORTLAND GENERAL ELECTRIC	007909054	NO		
2011	PLANT MANAGER	LOREN MAYER	97818BRDMN73334	BOARDMAN PLANT	73334 TOWER RD	BOARDMAN	MORROW	OR	97818	BOARDMAN PLANT	PO BOX 499	BOARDMAN	OR		97818	YES	NO	NO	NO	STEVE CORSON	5034648444	4911							221112						45.788192	-119.799967	167359348								PORTLAND GENERAL ELECTRIC	007909054	NO		
2011	PLANT MANAGER	LOREN MAYER	97818BRDMN73334	BOARDMAN PLANT	73334 TOWER RD	BOARDMAN	MORROW	OR	97818	BOARDMAN PLANT	PO BOX 499	BOARDMAN	OR		97818	YES	NO	NO	NO	STEVE CORSON	5034648444	4911							221112						45.788192	-119.799967	167359348								PORTLAND GENERAL ELECTRIC	007909054	NO		
2011	PLANT MANAGER	LOREN MAYER	97818BRDMN73334	BOARDMAN PLANT	73334 TOWER RD	BOARDMAN	MORROW	OR	97818	BOARDMAN PLANT	PO BOX 499	BOARDMAN	OR		97818	YES	NO	NO	NO	STEVE CORSON	5034648444	4911							221112						45.788192	-119.799967	167359348								PORTLAND GENERAL ELECTRIC	007909054	NO		
2011	PLANT MANAGER	LOREN MAYER	97818BRDMN73334	BOARDMAN PLANT	73334 TOWER RD	BOARDMAN	MORROW	OR	97818	BOARDMAN PLANT	PO BOX 499	BOARDMAN	OR		97818	YES	NO	NO	NO	STEVE CORSON	5034648444	4911							221112						45.788192	-119.799967	167359348								PORTLAND GENERAL ELECTRIC	007909054	NO		
2011	PLANT MANAGER	LOREN MAYER	97818BRDMN73334	BOARDMAN PLANT	73334 TOWER RD	BOARDMAN	MORROW	OR	97818	BOARDMAN PLANT	PO BOX 499	BOARDMAN	OR		97818	YES	NO	NO	NO	STEVE CORSON	5034648444	4911							221112						45.788192	-119.799967	167359348								PORTLAND GENERAL ELECTRIC	007909054	NO		
2011	PLANT MANAGER	LOREN MAYER	97818BRDMN73334	BOARDMAN PLANT	73334 TOWER RD	BOARDMAN	MORROW	OR	97818	BOARDMAN PLANT	PO BOX 499	BOARDMAN	OR		97818	YES	NO	NO	NO	STEVE CORSON	5034648444	4911							221112						45.788192	-119.799967	167359348								PORTLAND GENERAL ELECTRIC	007909054	NO		
2011	SENIOR EHS MANAGER	SANDRA GALGANSKI	97220BNGFP19000	BOEING CO OF PORTLAND	19000 NE SANDY BLVD	GRESHAM	MULTNOMAH	OR	97230	BOEING CO OF PORTLAND	PO BOX 20487	PORTLAND	OR		972940487	YES	NO	NO	NO	SANDRA GALGANSKI	9715631581	3728							336413						45.54549	-122.46685	009256819								THE BOEING CO	009256819	NO	SANDRA.K.GALGANSKI@BOEING.COM	
2011	SENIOR EHS MANAGER	SANDRA GALGANSKI	97220BNGFP19000	BOEING CO OF PORTLAND	19000 NE SANDY BLVD	GRESHAM	MULTNOMAH	OR	97230	BOEING CO OF PORTLAND	PO BOX 20487	PORTLAND	OR		972940487	YES	NO	NO	NO	SANDRA GALGANSKI	9715631581	3728							336413						45.54549	-122.46685	009256819								THE BOEING CO	009256819	NO	SANDRA.K.GALGANSKI@BOEING.COM	
2011	SENIOR EHS MANAGER	SANDRA GALGANSKI	97220BNGFP19000	BOEING CO OF PORTLAND	19000 NE SANDY BLVD	GRESHAM	MULTNOMAH	OR	97230	BOEING CO OF PORTLAND	PO BOX 20487	PORTLAND	OR		972940487	YES	NO	NO	NO	SANDRA GALGANSKI	9715631581	3728							336413						45.54549	-122.46685	009256819								THE BOEING CO	009256819	NO	SANDRA.K.GALGANSKI@BOEING.COM	
2011	SENIOR EHS MANAGER	SANDRA GALGANSKI	97220BNGFP19000	BOEING CO OF PORTLAND	19000 NE SANDY BLVD	GRESHAM	MULTNOMAH	OR	97230	BOEING CO OF PORTLAND	PO BOX 20487	PORTLAND	OR		972940487	YES	NO	NO	NO	SANDRA GALGANSKI	9715631581	3728							336413						45.54549	-122.46685	009256819								THE BOEING CO	009256819	NO	SANDRA.K.GALGANSKI@BOEING.COM	
2011	SENIOR EHS MANAGER	SANDRA GALGANSKI	97220BNGFP19000	BOEING CO OF PORTLAND	19000 NE SANDY BLVD	GRESHAM	MULTNOMAH	OR	97230	BOEING CO OF PORTLAND	PO BOX 20487	PORTLAND	OR		972940487	YES	NO	NO	NO	SANDRA GALGANSKI	9715631581	3728							336413						45.54549	-122.46685	009256819								THE BOEING CO	009256819	NO	SANDRA.K.GALGANSKI@BOEING.COM	
2011	SENIOR EHS MANAGER	SANDRA GALGANSKI	97220BNGFP19000	BOEING CO OF PORTLAND	19000 NE SANDY BLVD	GRESHAM	MULTNOMAH	OR	97230	BOEING CO OF PORTLAND	PO BOX 20487	PORTLAND	OR		972940487	YES	NO	NO	NO	SANDRA GALGANSKI	9715631581	3728							336413						45.54549	-122.46685	009256819								THE BOEING CO	009256819	NO	SANDRA.K.GALGANSKI@BOEING.COM	
