YEAR,TRI_FACILITY_ID,FRS_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,ST,ZIP,BIA_CODE,TRIBE,LATITUDE,LONGITUDE,FEDERAL_FACILITY,INDUSTRY_SECTOR_CODE,INDUSTRY_SECTOR,PRIMARY_SIC,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NAICS,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_NUM,CHEMICAL,CAS_#/COMPOUND_ID,SRS_ID,CLEAR_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,FORM_TYPE,UNIT_OF_MEASURE,5.1_FUGITIVE_AIR,5.2_STACK_AIR,5.3_WATER,5.4_UNDERGROUND,5.4.1_UNDERGROUND_CLASS_I,5.4.2_UNDERGROUND_CLASS_II-V,5.5.1_LANDFILLS,5.5.1A_RCRA_C_LANDFILLS,5.5.1B_OTHER_LANDFILLS,5.5.2_LAND_TREATMENT,5.5.3_SURFACE_IMPOUNDMENT,5.5.3A_RCRA_C_SURFACE_IMP.,5.5.3B_Other_SURFACE_IMP.,5.5.4_OTHER_DISPOSAL,ON-SITE_RELEASE_TOTAL,6.1_POTW-TRANSFERS_FOR_RELEASE,6.1_POTW-TRANSFERS_FOR_TREATM.,6.1_POTW-TOTAL_TRANSFERS,6.2_M10,6.2_M41,6.2_M62,6.2_M71,6.2_M81,6.2_M82,6.2_M72,6.2_M63,6.2_M66,6.2_M67,6.2_M64,6.2_M65,6.2_M73,6.2_M79,6.2_M90,6.2_M94,6.2_M99,OFF-SITE_RELEASE_TOTAL,6.2_M20,6.2_M24,6.2_M26,6.2_M28,6.2_M93,OFF-SITE_RECYCLED_TOTAL,6.2_M56,6.2_M92,OFF-SITE_RECOVERY_TOTAL,6.2_M40,6.2_M50,6.2_M54,6.2_M61,6.2_M69,6.2_M95,OFF-SITE_TREATED_TOTAL,TOTAL_RELEASES,8.1_RELEASES,8.1A_ON-SITE_CONTAINED_REL.,8.1B_ON-SITE_OTHER_RELEASES,8.1C_OFF-SITE_CONTAINED_REL.,8.1D_OFF-SITE_OTHER_RELEASES,8.2_ENERGY_RECOVERY_ON-SITE,8.3_ENERGY_RECOVERY_OFF-SITE,8.4_RECYCLING_ON-SITE, 8.5_RECYCLING_OFF-SITE,8.6_TREATMENT_ON-SITE,8.7_TREATMENT_OFF-SITE,PROD._WASTE_(8.1_THRU_8.7),8.8_ONE-TIME_RELEASE,PROD_RATIO_OR_ACTIVITY,8.9_PRODUCTION_RATIO,PARENT_COMPANY_NAME,PARENT_COMPANY_DB_NUMBER,
"2013","96925MBLLC1189C","110010037717","MOBIL OIL GUAM INC (CABRAS ISLAND TERMINAL)","1189 CABRAS HWY","PITI","GUAM","GU","96925","","","13.464108","144.663331","NO","4247","Petroleum Bulk Terminals","","","","","","","424710","","","","","","1313211338064","XYLENE (MIXED ISOMERS)","001330207","84970","YES","TRI","NO","0","NO","R","Pounds","85","320","0","0","0","0","0","0","0","0","0","0","0","0","405","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","405","0","0","405","0","0","0","0","0","0","0","0","405","","","1.03","EXXON MOBIL CORP","001213214"
"2013","96913HWNRC1402R","110012701031","HAWAIIAN ROCK PRODUCTS-GUAM","1402 RT 15","MANGILAO","GUAM","GU","96913","","","13.5175","144.8894","NO","327","Nonmetallic Mineral Product","","","","","","","327320","","","","","","1313211294689","LEAD COMPOUNDS","N420","650002","YES","PBT","YES","1","NO","R","Pounds","6.11",".27","0","0","0","0","0","0","0","0","0","0","9.65","4.95","20.98","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20.98","0","0","20.98","0","0","0","0","0","0","0","0","20.98","","","1.67","MCC DEVELOPMENT CORP","838030492"
"2013","96913STHPC816NM","110025241147","SOUTH PACIFIC PETROLEUM CORP","1118 CABRAS HIGHWAY","PITI","GUAM","GU","96925","","","13.464108","144.663331","NO","4247","Petroleum Bulk Terminals","","","","","","","424710","","","","","","1313210944664","NAPHTHALENE","000091203","13326","YES","TRI","NO","0","NO","R","Pounds","400","50","0","0","0","0","0","0","0","0","0","0","0","0","450","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","450","0","0","450","0","0","0","0","0","0","0","0","450","","","1.1","SOUTH PACIFIC PETROLEUM CORP","855022534"
"2013","96915PHLDNCABRA","110043965448","IP&E HOLDINGS LLC/F3DOCK","CABRAS ISLAND","PITI","GUAM","GU","96915","","","13.462168","144.671059","NO","4247","Petroleum Bulk Terminals","","","","","","","424710","","","","","","1313211070457","XYLENE (MIXED ISOMERS)","001330207","84970","YES","TRI","NO","0","NO","R","Pounds","205","0","0","0","0","0","0","0","0","0","0","0","0","0","205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","205","0","0","205","0","0","0","0","0","0","0","0","205","0","","1.1","NA",""
"2013","96913STHPC816NM","110025241147","SOUTH PACIFIC PETROLEUM CORP","1118 CABRAS HIGHWAY","PITI","GUAM","GU","96925","","","13.464108","144.663331","NO","4247","Petroleum Bulk Terminals","","","","","","","424710","","","","","","1313210944688","XYLENE (MIXED ISOMERS)","001330207","84970","YES","TRI","NO","0","NO","R","Pounds","3053","60","0","0","0","0","0","0","0","0","0","0","0","0","3113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3113","0","0","3113","0","0","0","0","0","0","0","0","3113","","","1.1","SOUTH PACIFIC PETROLEUM CORP","855022534"
"2013","96912TNGSSPARCE","110008062256","TANGUISSON POWER PLANT","PARCEL 1, ESTATE 103","DEDEDO","GUAM","GU","96929","","","13.541741","144.807727","NO","2211","Electric Utilities","","","","","","","221112","","","","","","1313211402553","POLYCYCLIC AROMATIC COMPOUNDS","N590","649749","YES","PBT","NO","0","YES","R","Pounds","0",".114","293","0","0",".001","0","0","0","0","0","0","0","0","293.115","0","0","0","0","0","0","0","0","0","0","0","0","0","1.13","0","0","0","0","1.23","0","2.36","0","0","0","0","0","0","19.9","0","19.9","0","0","0","0","0","0","0","295.475","0","0","293.114","0","1.23","0","19.9","0","0","0","0","314.244","1.131","",".51","NA","NA"
"2013","96543SRFRC36CES","110022811778","ANDERSEN AIR FORCE BASE (US AIR FORCE)","BUILDING 18001, ARC LIGHT BOULEVARD","YIGO","GUAM","GU","96929","","","13.57291","144.89736","YES","999","Other","","","","","","","928110","","","","","","1313211795556","LEAD","007439921","149583","YES","PBT","YES","1","YES","R","Pounds","2.21","0","0","0","0","0","0","0","0","0","0","0","0","3682","3684.21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3684.21","0","0","3684.21","0","0","0","0","0","0","0","0","3684.21","0","",".8","US DEPARTMENT OF DEFENSE","NA"
"2013","96915GMPWR322CA","110007501499","GUAM POWER AUTHORITY","322 CABRAS HWY RT 11","PITI","GUAM","GU","96915","","","13.3949","144.7071","NO","2211","Electric Utilities","","","","","","","221112","","","","","","1313211859311","DIOXIN AND DIOXIN-LIKE COMPOUNDS","N150","755371","YES","Dioxin","NO","0","NO","R","Grams","0",".001683","0","0","0","0","0","0","0","0","0","0","0","0",".7641","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".7641","0","0",".7641","0","0","0","0","0","0","0","0",".7641","","",".89","NA",""
"2013","96913STHPC816NM","110025241147","SOUTH PACIFIC PETROLEUM CORP","1118 CABRAS HIGHWAY","PITI","GUAM","GU","96925","","","13.464108","144.663331","NO","4247","Petroleum Bulk Terminals","","","","","","","424710","","","","","","1313210944652","N-HEXANE","000110543","26740","YES","TRI","NO","0","NO","R","Pounds","900","156","0","0","0","0","0","0","0","0","0","0","0","0","1056","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1056","0","0","1056","0","0","0","0","0","0","0","0","1056","","","1.1","SOUTH PACIFIC PETROLEUM CORP","855022534"
"2013","9691WFRMST49NRT","110055500168","FOREMOST FOODS, INC","490 NORTH MARINE CORPS DRIVE","TAMUNING","GUAM","GU","96913","","","13.501887","144.80179","NO","311","Food","","","","","","","311511","","","","","","1313210973881","CHLORODIFLUOROMETHANE","000075456","5595","NO","TRI","NO","0","NO","R","Pounds","250","250","0","0","0","0","0","0","0","0","0","0","0","0","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500","0","0","500","0","0","0","0","0","0","0","0","500","","","1","NA","NA"
"2013","96928SHLLGTENJO","110040841462","TRISTAR TERMINALS GUAM INC","AGAT TERMINAL, RT 2A SANTA RITA INDUSTRIAL DRIVE","AGAT","GUAM","GU","96928","","","13.419802","144.690156","NO","4247","Petroleum Bulk Terminals","","","","","","","424710","","","","","","1313210923203","LEAD","007439921","149583","YES","PBT","YES","1","YES","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","NA",""
"2013","9691WFRMST49NRT","110055500168","FOREMOST FOODS, INC","490 NORTH MARINE CORPS DRIVE","TAMUNING","GUAM","GU","96913","","","13.501887","144.80179","NO","311","Food","","","","","","","311511","","","","","","1313210973905","METHANOL","000067561","4283","YES","TRI","NO","0","NO","R","Pounds","5","5","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","10","0","0","0","0","0","0","0","0","10","","","1","NA","NA"
"2013","96913STHPC816NM","110025241147","SOUTH PACIFIC PETROLEUM CORP","1118 CABRAS HIGHWAY","PITI","GUAM","GU","96925","","","13.464108","144.663331","NO","4247","Petroleum Bulk Terminals","","","","","","","424710","","","","","","1313210944637","CUMENE","000098828","18309","YES","TRI","NO","0","NO","R","Pounds","6","1","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","7","0","0","0","0","0","0","0","0","7","","","1.1","SOUTH PACIFIC PETROLEUM CORP","855022534"
"2013","96913STHPC816NM","110025241147","SOUTH PACIFIC PETROLEUM CORP","1118 CABRAS HIGHWAY","PITI","GUAM","GU","96925","","","13.464108","144.663331","NO","4247","Petroleum Bulk Terminals","","","","","","","424710","","","","","","1313210944625","BENZENE","000071432","4754","YES","TRI","NO","0","YES","R","Pounds","1080","185","0","0","0","0","0","0","0","0","0","0","0","0","1265","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1265","0","0","1265","0","0","0","0","0","0","0","0","1265","","","1.1","SOUTH PACIFIC PETROLEUM CORP","855022534"
"2013","9691WTNJVSLT19T","110060259241","TENJO VISTA POWER PLANT","LOT 19 TRACT 2411, OFF ROUTE 2A, TENJO VISTA","PITI","GUAM","GU","96915","","","13.416907","144.687034","NO","2211","Electric Utilities","","","","","","","221112","","","","","","1313211338660","NAPHTHALENE","000091203","13326","YES","TRI","NO","0","NO","R","Pounds","39.39","18.78","0","0","0","0","0","0","0","0","0","0","0","0","58.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58.17","0","0","58.17","0","0","0","0","0","0","0","0","58.17","","","1.06","NA",""
"2013","96915SNVYPCODE9","110000856547","NAVAL BASE GUAM-APRA HARBOR WWTP","1801 S MARINE DR","SANTA RITA","GUAM","GU","96915","","","13.419606","144.673653","YES","999","Other","","","","","","","928110","","","","","","1313211079672","NITRATE COMPOUNDS","N511","649616","NO","TRI","NO","0","NO","R","Pounds","0","0","181244","0","0","0","0","0","196","0","0","0","0","0","181440","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","181440","0","196","181244","0","0","0","0","0","0","0","0","181440","","",".92","US DEPARTMENT OF DEFENSE","NA"
